ADM3_PCODE,20110928-S000000,20110928-S003000,20110928-S010000,20110928-S013000,20110928-S020000,20110928-S023000,20110928-S030000,20110928-S033000,20110928-S040000,20110928-S043000,20110928-S050000,20110928-S053000,20110928-S060000,20110928-S063000,20110928-S070000,20110928-S073000,20110928-S080000,20110928-S083000,20110928-S090000,20110928-S093000,20110928-S100000,20110928-S103000,20110928-S110000,20110928-S113000,20110928-S120000,20110928-S123000,20110928-S130000,20110928-S133000,20110928-S140000,20110928-S143000,20110928-S150000,20110928-S153000,20110928-S160000,20110928-S163000,20110928-S170000,20110928-S173000,20110928-S180000,20110928-S183000,20110928-S190000,20110928-S193000,20110928-S200000,20110928-S203000,20110928-S210000,20110928-S213000,20110928-S220000,20110928-S223000,20110928-S230000,20110928-S233000,20110929-S000000,20110929-S003000,20110929-S010000,20110929-S013000,20110929-S020000,20110929-S023000,20110929-S030000,20110929-S033000,20110929-S040000,20110929-S043000,20110929-S050000,20110929-S053000,20110929-S060000,20110929-S063000,20110929-S070000,20110929-S073000,20110929-S080000,20110929-S083000,20110929-S090000,20110929-S093000,20110929-S100000,20110929-S103000,20110929-S110000,20110929-S113000,20110929-S120000,20110929-S123000,20110929-S130000,20110929-S133000,20110929-S140000,20110929-S143000,20110929-S150000,20110929-S153000,20110929-S160000,20110929-S163000,20110929-S170000,20110929-S173000,20110929-S180000,20110929-S183000,20110929-S190000,20110929-S200000,20110929-S203000,20110929-S210000,20110929-S213000,20110929-S220000,20110929-S223000,20110929-S230000,20110929-S233000,20110930-S000000,20110930-S003000,20110930-S010000,20110930-S013000,20110930-S020000,20110930-S023000,20110930-S030000,20110930-S033000,20110930-S040000,20110930-S043000,20110930-S050000,20110930-S053000,20110930-S060000,20110930-S063000,20110930-S070000,20110930-S073000,20110930-S080000,20110930-S083000,20110930-S090000,20110930-S093000,20110930-S100000,20110930-S103000,20110930-S110000,20110930-S113000,20110930-S120000,20110930-S123000,20110930-S130000,20110930-S133000,20110930-S140000,20110930-S143000,20110930-S150000,20110930-S153000,20110930-S160000,20110930-S163000,20110930-S170000,20110930-S173000,20110930-S180000,20110930-S183000,20110930-S190000,20110930-S193000,20110930-S200000,20110930-S203000,20110930-S210000,20110930-S213000,20110930-S220000,20110930-S223000,20110930-S230000,20110930-S233000,20111001-S000000,20111001-S003000,20111001-S010000,20111001-S013000,20111001-S020000,20111001-S023000,20111001-S030000,20111001-S033000,20111001-S040000,20111001-S043000,20111001-S050000,20111001-S053000,20111001-S060000,20111001-S063000,20111001-S070000,20111001-S073000,20111001-S080000,20111001-S083000,20111001-S090000,20111001-S093000,20111001-S100000,20111001-S103000,20111001-S110000,20111001-S113000,20111001-S120000,20111001-S130000,20111001-S133000,20111001-S140000,20111001-S143000,20111001-S150000,20111001-S153000,20111001-S160000,20111001-S163000,20111001-S170000,20111001-S173000,20111001-S180000,20111001-S183000,20111001-S190000,20111001-S193000,20111001-S200000,20111001-S203000,20111001-S210000,20111001-S213000,20111001-S220000,20111001-S223000,20111001-S230000,20111001-S233000
PH175301000,0.0,0.04,0.026666666666666665,0.0,0.07333333333333333,0.22666666666666666,0.48666666666666664,0.8133333333333332,1.2133333333333334,1.5533333333333332,1.1333333333333333,1.1266666666666667,0.6933333333333334,0.48,0.24666666666666667,0.17333333333333334,0.12666666666666665,0.006666666666666666,0.0,0.0,0.0,0.006666666666666666,0.006666666666666666,0.013333333333333332,0.026666666666666665,0.04666666666666667,0.013333333333333332,0.006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666666,0.013333333333333332,0.04,0.05333333333333333,0.10666666666666666,0.10666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666666,0.006666666666666666,0.006666666666666666,0.0,0.0,0.0,0.0,0.04666666666666667,0.15333333333333335,0.32666666666666666,1.0133333333333332,1.4266666666666667,2.56,2.56,2.5533333333333337,1.7266666666666666,1.6800000000000002,2.54
PH175101000,0.5642857142857143,0.5571428571428572,0.37857142857142856,0.24285714285714283,0.22857142857142856,0.22142857142857145,0.45,0.8571428571428571,1.2785714285714287,1.6428571428571428,1.8785714285714286,1.9142857142857141,1.8714285714285714,1.1357142857142857,1.0571428571428572,0.5142857142857143,0.20714285714285716,0.16428571428571428,0.07142857142857142,0.02142857142857143,0.0642857142857143,0.0642857142857143,0.10714285714285714,0.18571428571428572,0.22857142857142856,0.22857142857142856,0.15,0.11428571428571428,0.07857142857142857,0.07142857142857142,0.1,0.11428571428571428,0.17857142857142858,0.17857142857142858,0.0,0.2,0.07142857142857142,0.07142857142857142,0.0642857142857143,0.03571428571428571,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0642857142857143,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.02142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.5071428571428571,0.8785714285714287,0.02857142857142857,0.14285714285714285,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.34285714285714286,1.207142857142857,2.0714285714285716,1.7142857142857142,0.07142857142857142,0.07142857142857142,0.04285714285714286,0.02857142857142857,0.0,0.0,0.0,0.1,0.17142857142857143,1.9,1.0357142857142858,0.37142857142857144,0.11428571428571428,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.2928571428571428,0.07142857142857142,0.014285714285714285,0.014285714285714285,0.02142857142857143,0.04285714285714286,0.0642857142857143,0.08571428571428572,0.15,0.15,0.1285714285714286,0.0642857142857143,0.04285714285714286,0.02857142857142857
PH030801000,0.7,0.725,0.375,0.0,0.05,2.95,9.575,4.7,3.575,1.95,2.525,2.55,2.5,1.4,1.0,0.55,0.375,0.3,0.375,0.35,0.3,0.75,0.5,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.225,0.0,1.05,2.275,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.525,0.0,0.0,0.0,0.1,0.125,0.0,0.0,0.15,0.1,0.45,2.925,2.8,3.575,5.075,5.95,7.6,11.625,11.7,11.45,7.575,5.95,4.6,4.175,5.125,4.95,3.45,2.95,1.4,1.225,1.025,0.8,0.55,0.3,0.175,0.1,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.1,0.175,0.275,0.425,0.425,0.55,0.2,0.075,0.425
PH021501000,0.5,0.925,0.95,0.95,0.65,0.45,0.3,0.125,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.2,1.1,1.05,2.05,1.6,1.7,2.475,2.7,3.275,4.025,6.6,8.675,8.55,12.9,4.725,4.55,0.25,3.275,3.575,3.825,2.725,1.25,3.625,5.05,2.95,2.7,1.7,1.7,1.825,2.35,2.05,2.25,1.425,1.175,0.275,0.1,0.35,0.175,0.075,0.0,0.0,0.0,0.275,0.45,0.775,4.15,7.0,2.925,4.925,3.3,3.05,1.95,1.1,1.375,2.675,0.85,0.2,0.0,0.0,0.0,0.0,0.25,0.15
PH083701000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.075,0.175,0.375,0.5875,1.05,1.075,0.9125,0.4875,0.2625,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PH012801000,1.45,1.6,0.9166666666666666,0.9166666666666666,1.1166666666666667,0.5166666666666667,0.2833333333333333,0.13333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.08333333333333334,0.05,0.06666666666666667,0.03333333333333333,0.0,0.0,0.016666666666666666,0.1,0.3,0.21666666666666665,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333332,2.316666666666667,4.233333333333333,6.216666666666667,6.933333333333333,5.716666666666667,8.0,8.733333333333333,7.3,3.8666666666666663,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,1.7833333333333332,4.25,7.9,9.983333333333333,1.2666666666666666,0.16666666666666669,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.03333333333333333,0.0,0.0,0.0,0.08333333333333334,1.45,4.783333333333333,3.2333333333333334,1.3166666666666667,0.5833333333333333,0.6166666666666667,2.166666666666667,7.15,7.833333333333333,10.066666666666666,8.95,3.033333333333333,1.6666666666666667,1.7333333333333332,4.5,3.6166666666666663,3.05,3.066666666666667,2.0,1.3666666666666667,0.11666666666666667,0.03333333333333333,0.6333333333333333,2.65,1.5166666666666666,2.2,1.35,1.0666666666666667,0.25,0.16666666666666669,2.35,2.1333333333333333,0.18333333333333332,0.8166666666666667,0.31666666666666665,0.0,0.18333333333333332,0.36666666666666664,0.38333333333333336,0.5833333333333333,2.433333333333333,3.3,2.6333333333333333,1.0333333333333334,1.0,0.21666666666666665,2.25,0.8,0.6666666666666667,0.6166666666666667,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PH045601000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.1,0.0,0.1,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.33333333333333337,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PH025701000,0.15,0.1,0.0,0.0,0.02,0.51,0.45,0.05,0.01,0.03,0.0,0.0,0.0,0.25,0.38,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11000000000000001,0.21000000000000002,0.3,0.6799999999999999,0.72,1.42,1.86,1.33,0.6799999999999999,0.5599999999999999,0.06999999999999999,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.27999999999999997,0.25,0.73,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.64,0.16,0.27,0.25,0.05,0.11000000000000001,0.38,0.76,0.85,1.09,2.06,4.64,4.4799999999999995,4.9399999999999995,5.16,4.1,3.8200000000000003,6.859999999999999,11.14,8.77,7.99,6.7,6.68,11.02,15.85,15.62,9.2,5.4399999999999995,2.69,2.37,2.3,2.7,1.7399999999999998,0.97,0.6900000000000001,0.78,0.96,0.9400000000000001,0.65,0.52,0.64,0.6,0.61,0.25,0.13999999999999999,0.08,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.01,0.05
PH015501000,0.7166666666666667,1.3166666666666667,1.3,0.26666666666666666,2.0,1.2666666666666666,0.7333333333333333,0.23333333333333334,0.5,1.5,0.06666666666666667,0.06666666666666667,0.26666666666666666,1.0166666666666666,0.9333333333333333,1.4666666666666666,2.533333333333333,2.7666666666666666,1.75,0.7666666666666667,0.6,0.33333333333333337,0.2,0.15,0.0,0.016666666666666666,0.016666666666666666,0.7,2.833333333333333,3.0,2.6333333333333333,3.6833333333333336,1.7666666666666668,1.8166666666666669,2.7666666666666666,0.9166666666666666,0.15,0.21666666666666665,0.21666666666666665,0.31666666666666665,0.4666666666666667,0.6166666666666667,0.7666666666666667,1.1,1.1166666666666667,0.8833333333333334,0.5166666666666667,0.31666666666666665,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33333333333333337,0.5,0.75,0.5666666666666667,0.16666666666666669,0.08333333333333334,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,2.3666666666666667,0.25,0.0,0.0,0.11666666666666667,0.3,0.25,0.35,1.7833333333333332,3.6,5.1,9.116666666666667,8.383333333333333,3.9666666666666663,4.983333333333333,8.5,9.833333333333332,7.183333333333333,5.4,6.0,7.25,6.9,5.683333333333334,5.55,6.316666666666666,9.15,6.566666666666667,8.983333333333333,8.366666666666667,6.433333333333333,8.883333333333333,6.233333333333333,4.366666666666666,2.666666666666667,3.7833333333333337,3.6833333333333336,3.066666666666667,2.716666666666667,2.85,2.85,2.066666666666667,1.6333333333333333,1.25,1.1666666666666665,0.5166666666666667,0.2833333333333333,0.2,0.11666666666666667,0.08333333333333334,0.11666666666666667,0.11666666666666667,0.25,0.6,1.7166666666666668,3.2666666666666666
PH041001000,0.35,0.4,0.3,0.8,0.85,0.75,0.5,1.15,1.95,1.55,0.65,0.6,0.6,0.4,1.0,0.35,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.25,0.3,0.0,0.0,0.0,0.05,0.7,0.85,1.05,0.0,0.0,0.0,1.0,2.9,1.4,1.05,0.0,0.0,0.3,0.4,0.7,0.35,0.0,0.35,0.65,0.8,1.05,0.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
