,adm3_pcode,storm_id,value_count,v_max,dis_track_min,typhoon
0,PH012801000,2410,48,24.51238674267253,156.59082867212277,goni
1,PH012801000,2439,10,13.000298112559923,234.96476353219427,goni
2,PH012801000,2448,5,16.71887415360065,190.97162092833088,goni
3,PH012801000,245,14,16.786163156523504,165.01336309521872,goni
4,PH012802000,2410,12,26.50086738405142,142.1151344690641,goni
5,PH012802000,2439,3,14.088512960185035,212.3906962874454,goni
6,PH012802000,2448,1,19.241380121217926,159.02469147901544,goni
7,PH012802000,245,3,19.381935291215793,130.98470330537208,goni
8,PH012803000,2410,45,32.9040901525085,100.37054415564874,goni
9,PH012803000,243,7,13.253933546917276,270.3492299045644,goni
10,PH012803000,2439,12,17.10994665254718,167.6457527866651,goni
11,PH012803000,2443,8,14.629231744246107,274.7109844909879,goni
12,PH012803000,2448,7,24.2308644599244,118.77518680261603,goni
13,PH012803000,245,15,23.587042361528212,94.18662325403191,goni
14,PH012804000,2410,30,23.924834906973697,162.21600950442837,goni
15,PH012804000,2439,6,12.727063495258278,236.82847240624136,goni
16,PH012804000,2448,3,16.83869468637609,186.56587308507184,goni
17,PH012804000,245,9,17.045620335324525,158.73388107141926,goni
18,PH012805000,2410,66,30.478426539768215,114.93527759335234,goni
19,PH012805000,243,4,12.475849894828832,286.70766832102527,goni
20,PH012805000,2439,20,15.904675005879797,184.18934566204592,goni
21,PH012805000,2448,10,22.304417279431895,132.38815090481597,goni
22,PH012805000,245,25,22.093432841020928,106.03260111869673,goni
23,PH012806000,2410,50,23.899690340204796,162.6223935502131,goni
24,PH012806000,2439,10,12.809897808656245,235.1122500867422,goni
25,PH012806000,2448,5,17.13183192867277,181.2055876621794,goni
26,PH012806000,245,15,17.402796104761745,152.39778541696754,goni
27,PH012807000,2410,65,28.254948271837023,128.70902261862648,goni
28,PH012807000,2439,20,14.53385806787729,205.35737675324756,goni
29,PH012807000,2448,6,19.39327974006656,162.09420871824736,goni
30,PH012807000,245,20,19.23147860899129,137.4115442748357,goni
31,PH012808000,2410,14,30.04425225268698,117.92103851467773,goni
32,PH012808000,243,1,12.51243058249067,285.7556693469833,goni
33,PH012808000,2439,4,15.93306305974003,183.6745898449241,goni
34,PH012808000,2448,2,22.52539883060829,129.44713206555264,goni
35,PH012808000,245,5,22.36231032477663,102.33694347593604,goni
36,PH012809000,2410,52,29.920566255837016,117.61369027269922,goni
37,PH012809000,243,2,12.097575603951162,295.57842883491696,goni
38,PH012809000,2439,16,15.377051147398316,192.1635784955504,goni
39,PH012809000,2443,9,14.516844978132838,273.08030412317754,goni
40,PH012809000,2448,8,20.952434017104103,146.52420448511364,goni
41,PH012809000,245,20,20.699742765667093,121.72100270699285,goni
42,PH012810000,2410,10,23.90535837891685,161.9716964491685,goni
43,PH012810000,2439,2,12.680804518809383,239.0483226121799,goni
44,PH012810000,2448,1,16.500375726533104,192.4177876392785,goni
45,PH012810000,245,3,16.642195584945927,165.57241618094133,goni
46,PH012811000,2410,56,31.631861840558727,107.46525515068556,goni
47,PH012811000,243,4,12.685800409999946,282.3273713195132,goni
48,PH012811000,2439,16,16.25087082416497,179.3735476971335,goni
49,PH012811000,2443,14,14.662454666278556,271.4965607517109,goni
50,PH012811000,2448,8,22.662848276910832,130.98470330537083,goni
51,PH012811000,245,20,22.27761177515873,106.0326011186954,goni
52,PH012812000,2410,51,27.86169504688034,132.4163253747062,goni
53,PH012812000,2439,16,14.801636144529681,200.75053345736757,goni
54,PH012812000,2448,4,20.511867571334896,146.62927743120176,goni
55,PH012812000,245,13,20.56999426449628,118.77518680261728,goni
56,PH012813000,2410,42,30.790196548891068,112.38004984018376,goni
57,PH012813000,243,3,12.338632420671786,290.18247811418377,goni
58,PH012813000,2439,12,15.745625347581598,186.71750147628694,goni
59,PH012813000,2443,9,14.593644795069775,272.1764363423243,goni
60,PH012813000,2448,6,21.49953006638986,142.14935807099303,goni
61,PH012813000,245,15,21.137263623014288,117.73327906754344,goni
62,PH012814000,2410,230,33.49754450963447,96.4810276723993,goni
63,PH012814000,243,18,13.206462121490189,271.468774668704,goni
64,PH012814000,2439,75,17.05975338551946,168.39258750942443,goni
65,PH012814000,2443,92,15.063643104144118,261.96940661078503,goni
66,PH012814000,2448,41,23.906185561938614,122.22607127775984,goni
67,PH012814000,245,90,23.20962983366927,98.81494067192665,goni
68,PH012815000,2410,67,23.273893811830373,167.52129456448645,goni
69,PH012815000,2439,9,12.402709194795381,244.4625964976344,goni
70,PH012815000,2448,7,16.095344381234302,197.08361804065422,goni
71,PH012815000,245,20,16.273301101424103,169.88802930163988,goni
72,PH012816000,2410,40,29.2326669366854,123.20503239040175,goni
73,PH012816000,243,2,12.263619708836014,291.2336511325087,goni
74,PH012816000,2439,12,15.552671105829102,189.2082728037266,goni
75,PH012816000,2448,6,21.89166744453589,134.23659150915827,goni
76,PH012816000,245,13,21.830383141314574,106.61201855324249,goni
77,PH012817000,2410,100,25.873929412132988,146.70932479784793,goni
78,PH012817000,2439,21,13.763143630805716,217.90192383761604,goni
79,PH012817000,2448,9,18.723180740934865,163.8895359685787,goni
80,PH012817000,245,27,18.91353413080262,135.49276733463066,goni
81,PH012818000,2410,59,28.25031852295041,128.98223384599024,goni
82,PH012818000,2439,20,14.670233601487196,203.07261505567962,goni
83,PH012818000,2448,5,19.889497618308994,155.4990755599383,goni
84,PH012818000,245,17,19.81523117682248,129.56605458219278,goni
85,PH012819000,2410,29,31.136858027519434,110.97043974852359,goni
86,PH012819000,243,3,12.767325659485639,280.2805212209959,goni
87,PH012819000,2439,8,16.324980950903935,178.14192210715802,goni
88,PH012819000,2448,4,23.17645773656463,124.72073805104196,goni
89,PH012819000,245,10,22.89325961843782,98.18952337187982,goni
90,PH012820000,2410,13,28.012354865334927,131.2145536184172,goni
