,adm3_pcode,storm_id,value_count,v_max,dis_track_min,typhoon
0,PH012802000,3646,2,14.782280490512214,284.57386513779136,goni
1,PH012803000,3646,9,17.514266282586842,246.0593230917314,goni
2,PH012805000,3646,10,16.52672212737896,258.9851680410729,goni
3,PH012807000,3646,7,14.527081194422752,289.4049408360407,goni
4,PH012808000,3646,3,16.763260573800014,255.6135092659095,goni
5,PH012809000,3646,8,15.520509873540579,273.765141983024,goni
6,PH012811000,3646,8,16.60290753863515,258.1323810560357,goni
7,PH012812000,3646,8,15.57973472893072,272.3157892046741,goni
8,PH012813000,3646,6,15.81049179148907,269.5331161533799,goni
9,PH012814000,3646,36,17.242284565402546,249.68349289929162,goni
10,PH012816000,3646,6,16.4323129630574,260.0721407241981,goni
11,PH012817000,3646,8,14.494734507849449,289.11859501093284,goni
12,PH012818000,3646,10,14.950848042066907,282.3662028080789,goni
13,PH012819000,3646,5,17.09926016294136,251.19836555519086,goni
14,PH012820000,3646,2,15.371460780130962,275.59489326944004,goni
15,PH012821000,3646,4,15.453877206704748,274.56937935718486,goni
16,PH012822000,3646,6,15.01330961883395,281.58423495048294,goni
17,PH012823000,3646,9,14.589860404128318,287.82033608744786,goni
18,PH012901000,363,12,16.578586519319146,245.57811914916692,goni
19,PH012901000,3646,16,28.050651462702604,148.05623914842388,goni
20,PH012902000,363,1,14.13754388224889,280.0800887311868,goni
21,PH012902000,3646,4,22.618249571022137,187.6710278620457,goni
22,PH012903000,3646,11,20.25546263475748,214.18856349978833,goni
23,PH012904000,363,2,13.820919230554322,285.16465750829474,goni
24,PH012904000,3646,8,22.006578699836044,193.09713510474282,goni
25,PH012905000,3646,12,18.418709566226724,234.6995119864292,goni
26,PH012906000,363,6,14.795543918463919,269.96595994192,goni
27,PH012906000,3646,8,23.91422107611778,176.84188396720833,goni
28,PH012907000,3646,4,20.654446936086785,210.07601831829584,goni
29,PH012908000,363,22,15.664065747874172,257.9614081298792,goni
30,PH012908000,3646,36,26.249764840898536,160.3955840973808,goni
31,PH012909000,363,3,14.462347722144663,275.0135184232148,goni
32,PH012909000,3646,4,23.25369768234176,182.25238218452498,goni
33,PH012910000,363,2,14.498449041650018,274.8086649539342,goni
34,PH012910000,3646,4,23.651145379419578,179.67809624979523,goni
35,PH012911000,363,1,14.004977724374516,282.37058098688345,goni
36,PH012911000,3646,4,22.514344609137094,188.93172145575838,goni
37,PH012912000,3646,6,19.468789739478655,222.6009215106053,goni
38,PH012913000,3646,4,20.28033885188347,210.5449617532716,goni
39,PH012914000,363,4,13.211368937398792,295.3840694217109,goni
40,PH012914000,3646,16,21.064522724442256,203.96935151974293,goni
41,PH012915000,363,14,14.662704784090733,272.47401793347336,goni
42,PH012915000,3646,28,24.142709700119877,176.07082398434915,goni
43,PH012916000,363,9,15.325916848221295,262.3987268533442,goni
44,PH012916000,3646,12,25.173216470977223,167.4720568476604,goni
45,PH012917000,363,9,14.323064819956166,277.34585668207944,goni
46,PH012917000,3646,24,23.141466094933815,183.55029688173676,goni
47,PH012920000,3646,9,18.846853045541067,229.86182273146144,goni
48,PH012922000,3646,12,21.05634589496729,206.03089867987052,goni
49,PH012923000,3646,4,20.59740838920764,210.53860593267277,goni
50,PH012924000,363,12,16.013311391674275,252.53142034151134,goni
51,PH012924000,3646,16,26.189402316925236,159.37650263148677,goni
52,PH012925000,363,6,15.28659322091716,262.61326096754556,goni
53,PH012925000,3646,8,24.71006815563899,170.23102644573768,goni
54,PH012926000,363,2,13.628377924743587,288.1454993172302,goni
55,PH012926000,3646,8,21.83585646214716,197.48676360475986,goni
56,PH012927000,363,3,14.265711963759863,277.881579455114,goni
57,PH012927000,3646,8,22.70368296401316,186.56698267742112,goni
58,PH012928000,3646,6,19.860054525531332,218.364724705564,goni
59,PH012929000,363,6,15.159431434310081,264.9584604375874,goni
60,PH012929000,3646,8,25.00721998488631,169.06589099586452,goni
61,PH012930000,3646,9,18.055811526717346,239.03282868322066,goni
62,PH012931000,363,9,17.97149811014494,228.43990749687586,goni
63,PH012931000,3646,13,30.964946076194025,130.51493254316944,goni
64,PH012932000,363,18,16.21655346685618,249.98881249917608,goni
65,PH012932000,3646,24,26.835511538154293,155.29837854150733,goni
66,PH012933000,363,3,16.39126655934232,247.5231756251272,goni
67,PH012933000,3646,4,26.976484805147926,153.9623678181839,goni
68,PH013301000,363,12,23.01873016363376,179.01977382163798,goni
69,PH013301000,3632,9,16.277976519169577,253.49180347415756,goni
70,PH013301000,3635,8,16.22476880222396,263.2667276069636,goni
71,PH013301000,3646,15,41.49990811102175,81.33242789988148,goni
72,PH013302000,363,16,21.89773545507674,188.4588708324908,goni
73,PH013302000,3632,11,15.543953158870657,263.94161292215716,goni
74,PH013302000,3635,5,15.463639604992984,274.35725668716196,goni
75,PH013302000,3646,20,38.807430369160876,92.02041404935376,goni
76,PH013303000,363,9,18.878213041713035,217.71831738367487,goni
77,PH013303000,3632,1,13.570172488207747,295.5756025825823,goni
78,PH013303000,3646,12,31.770748486740704,124.5176891971169,goni
79,PH013304000,363,8,19.332160233967024,213.21794472903272,goni
80,PH013304000,3632,4,13.987463733971087,288.57964738756385,goni
81,PH013304000,3635,2,14.043523565451878,297.1630150109425,goni
82,PH013304000,3646,10,33.535505577047836,116.42224227416273,goni
83,PH013305000,363,6,17.979553247205438,227.7182739717778,goni
84,PH013305000,3646,8,29.80476890385418,135.4368033317197,goni
85,PH013306000,363,6,17.177629738206598,237.57892561260667,goni
86,PH013306000,3646,8,28.654309107631253,143.16531678607296,goni
87,PH013307000,363,8,20.834966443411354,198.07027180211696,goni
88,PH013307000,3632,5,14.849717518650358,274.4424814698314,goni
89,PH013307000,3635,2,14.748796574247535,285.4485220296846,goni
90,PH013307000,3646,10,36.2690103496404,102.79576535801266,goni
91,PH013308000,363,8,20.273475895185424,203.71643374594453,goni
92,PH013308000,3632,4,14.623302209671817,278.169538740247,goni
93,PH013308000,3635,2,14.712368877084208,286.0952342461642,goni
94,PH013308000,3646,10,35.79005961884923,105.87023057696032,goni
95,PH013309000,363,8,21.35912655818683,193.24462937844086,goni
96,PH013309000,3632,6,15.192033332714143,269.1860375904261,goni
97,PH013309000,3635,2,15.100687083547182,279.90280279575325,goni
98,PH013309000,3646,10,37.51552782438627,97.39897580917906,goni
99,PH013310000,363,3,17.36649998482057,235.11415736199265,goni
100,PH013310000,3646,4,28.788575348032424,141.9321572337187,goni
101,PH013311000,363,8,20.55770749196895,200.83651678657733,goni
102,PH013311000,3632,4,14.73913058019326,276.2565500746367,goni
103,PH013311000,3635,2,14.734040329607685,285.7181625197275,goni
104,PH013311000,3646,10,36.064303611852466,104.19661726265001,goni
105,PH013312000,363,4,22.43665567048893,184.12330200330123,goni
106,PH013312000,3632,4,16.212089127551625,254.61499189631581,goni
107,PH013312000,3635,3,16.53874478708937,258.9736553069066,goni
108,PH013312000,3646,5,41.50976452522028,82.67821334272764,goni
109,PH013313000,363,4,22.8295395239656,180.76146281051783,goni
110,PH013313000,3632,4,16.367605843003872,252.4016209823928,goni
111,PH013313000,3635,3,16.57612096213187,258.43787353695353,goni
112,PH013313000,3646,5,42.072881277571504,80.14057204753425,goni
113,PH013314000,363,6,19.829160181797405,207.83007277117412,goni
114,PH013314000,3632,4,14.192607352449635,284.9887651095876,goni
115,PH013314000,3635,2,14.076352399090688,296.54044102104757,goni
116,PH013314000,3646,10,33.922053744610956,113.63363124209617,goni
117,PH013315000,363,15,18.8788509785839,218.02534885335325,goni
118,PH013315000,3632,5,13.681751230879744,293.8036430815914,goni
119,PH013315000,3646,24,32.474528023658884,121.73480349927212,goni
120,PH013316000,363,9,19.346982403131882,212.7592534679163,goni
121,PH013316000,3632,3,13.877200634072075,290.27739154190454,goni
122,PH013316000,3646,12,32.82238720700931,119.07067664260268,goni
123,PH013318000,363,12,18.006223824949515,227.74149669951112,goni
124,PH013318000,3646,16,30.482425202963643,132.4183716737655,goni
125,PH013319000,363,9,17.380844571002058,235.26761147741442,goni
126,PH013319000,3646,12,29.362999052736985,139.27612759203794,goni
127,PH013320000,363,12,22.295659721097255,185.2474891207752,goni
128,PH013320000,3632,9,15.999954585015502,257.522253555346,goni
129,PH013320000,3635,8,16.179478993253856,263.96779006976476,goni
130,PH013320000,3646,15,40.770235976669596,85.1850936195328,goni
131,PH015501000,3612,4,14.898862990500028,287.20464386490914,goni
132,PH015501000,3615,1,13.37702170130244,297.92928220591807,goni
133,PH015501000,3617,7,13.899964280884353,290.2552329074514,goni
134,PH015501000,3623,7,13.924906640674836,286.51119088090763,goni
135,PH015501000,3629,11,15.491059901877858,275.55065323819525,goni
136,PH015501000,363,20,30.606825084977476,127.99303708864446,goni
137,PH015501000,3632,16,19.6343005464336,211.88521977269124,goni
138,PH015501000,3633,5,14.121555870775644,288.4398594161233,goni
139,PH015501000,3635,12,17.88796852668836,240.45018714901286,goni
140,PH015501000,3641,7,15.873431180220832,272.9714972409019,goni
141,PH015501000,3646,17,41.64633083297583,62.748521782914764,goni
142,PH015501000,366,3,14.211223719341008,292.8195260984972,goni
143,PH015502000,3610,3,14.408450102170843,288.92818584115804,goni
144,PH015502000,3612,8,16.004372314096926,269.50218524776346,goni
145,PH015502000,3615,7,13.97447849394386,288.58748733172877,goni
146,PH015502000,3617,6,14.272486921688078,282.8527194444091,goni
147,PH015502000,3621,4,14.483399074023993,293.49224121647586,goni
