,year,actual,predicted,typhoon
11222,,0.4003768252472915,0.19188923,mangkhut2018
11223,,0.4003768252472915,0.19188923,mangkhut2018
11226,,0.0,0.238006,mangkhut2018
11228,,0.0203314018501575,0.01474019,mangkhut2018
11229,,0.0203314018501575,0.01474019,mangkhut2018
11230,,0.8620689655172413,0.79019797,mangkhut2018
11231,,0.8620689655172413,0.79019797,mangkhut2018
11232,,2.289156626506024,3.8821306,mangkhut2018
11233,,2.289156626506024,3.8821306,mangkhut2018
11234,,0.0440528634361233,0.22202963,mangkhut2018
11235,,0.0440528634361233,0.22202963,mangkhut2018
11236,,0.3058103975535168,-0.05112759,mangkhut2018
11237,,0.3058103975535168,-0.05112759,mangkhut2018
11238,,2.8508124076809453,1.7605153,mangkhut2018
11239,,2.8508124076809453,1.7605153,mangkhut2018
11240,,0.611345859929875,0.055672433,mangkhut2018
11241,,0.611345859929875,0.055672433,mangkhut2018
11243,,0.233523611831863,0.03304464,mangkhut2018
11244,,0.233523611831863,0.03304464,mangkhut2018
11245,,0.0,0.31501287,mangkhut2018
11247,,1.7751117096162086,1.7375729,mangkhut2018
11248,,1.7751117096162086,1.7375729,mangkhut2018
11249,,0.0269142780244919,0.53242046,mangkhut2018
11250,,0.0269142780244919,0.53242046,mangkhut2018
11254,,0.0066511473229132,0.050204553,mangkhut2018
11255,,0.0066511473229132,0.050204553,mangkhut2018
11256,,0.0418118466898954,0.011007486,mangkhut2018
11257,,0.0418118466898954,0.011007486,mangkhut2018
11259,,0.4725897920604915,0.57995695,mangkhut2018
11260,,0.4725897920604915,0.57995695,mangkhut2018
11261,,0.312256049960968,3.1816137,mangkhut2018
11262,,0.312256049960968,3.1816137,mangkhut2018
11264,,0.0,-0.15688221,mekkhala2015
11265,,0.0,0.20112024,mekkhala2015
11271,,0.0,0.24999286,mekkhala2015
11272,,0.0,0.08905122,mekkhala2015
11273,,0.0,0.265741,mekkhala2015
11275,,0.0,0.2261983,mekkhala2015
11280,,0.0,0.07791563,mekkhala2015
11282,,0.0,0.16954482,mekkhala2015
11283,,0.0,0.21844943,mekkhala2015
11284,,0.0,0.07143068,mekkhala2015
11287,,0.0,0.26846182,mekkhala2015
11289,,0.0,0.32783222,mekkhala2015
11290,,0.0,0.14517675,mekkhala2015
11291,,0.0,-0.041748848,mekkhala2015
11294,,44.85760928713949,4.5346093,mekkhala2015
11297,,0.0,0.03111125,mekkhala2015
11298,,0.0,0.16016528,mekkhala2015
11300,,0.0,-0.11613112,mekkhala2015
11303,,0.0,0.24767624,mekkhala2015
11304,,0.0,0.1490438,mekkhala2015
11307,,0.0,0.9640997,mekkhala2015
11309,,0.0,0.22061463,mekkhala2015
11310,,0.0,0.30886027,mekkhala2015
11312,,0.0,0.016423145,mekkhala2015
11313,,0.0,0.07507703,mekkhala2015
11314,,0.0,0.011045366,mekkhala2015
11317,,0.0,0.11741564,mekkhala2015
11318,,0.0,-0.10346012,mekkhala2015
11319,,0.0,0.20145926,mekkhala2015
11321,,0.0,0.8470439,mekkhala2015
11326,,0.0,0.110985875,mekkhala2015
11327,,0.0,0.39796412,mekkhala2015
11328,,0.0,0.30207163,mekkhala2015
11331,,0.0,0.07778977,mekkhala2015
11332,,0.0,0.428911,mekkhala2015
11334,,0.0,0.24915817,mekkhala2015
11337,,0.0,0.7532312,mekkhala2015
11338,,0.0,0.066917926,mekkhala2015
11339,,0.0,0.057094004,mekkhala2015
11340,,0.0,0.13674152,mekkhala2015
11341,,0.0,-0.061631143,mekkhala2015
11344,,0.0,0.28120726,mekkhala2015
11347,,0.0,0.08333424,mekkhala2015
11352,,0.0,0.19439247,mekkhala2015
11353,,0.0,0.16894993,mekkhala2015
11356,,0.0,0.25698885,mekkhala2015
11357,,0.0,0.09550217,mekkhala2015
11358,,0.0,0.060019553,mekkhala2015
11359,,0.0,0.24305248,mekkhala2015
11361,,0.0,0.2505604,mekkhala2015
11362,,0.0,0.27110395,mekkhala2015
11363,,0.0,0.35648182,mekkhala2015
11364,,0.0,0.036940522,mekkhala2015
11365,,0.0,0.31430385,mekkhala2015
11366,,0.0,0.17668866,mekkhala2015
11367,,0.0,0.17749232,mekkhala2015
11368,,0.0,0.21947281,mekkhala2015
11372,,0.0,-0.006452025,mekkhala2015
11374,,0.0,0.061023578,mekkhala2015
11376,,0.0,0.085791,mekkhala2015
11377,,0.0,-0.0027487557,mekkhala2015
11381,,0.0,0.34649587,mekkhala2015
11384,,0.0,0.1968737,mekkhala2015
11390,,0.0,0.055121478,mekkhala2015
11392,,0.0,0.039304364,mekkhala2015
11393,,0.0,0.160323,mekkhala2015
11394,,0.0,0.19314155,mekkhala2015
11396,,0.0,0.34317937,mekkhala2015
11397,,0.0,0.13699076,mekkhala2015
11398,,0.0,0.061982132,mekkhala2015
11400,,0.0,-0.004801582,mekkhala2015
11401,,0.0,0.27205893,mekkhala2015
11402,,0.0,-0.047710747,mekkhala2015
11404,,0.0,0.11218432,mekkhala2015
11406,,0.0,0.09676733,mekkhala2015
11407,,0.0,0.0064566596,mekkhala2015
11411,,29.83184554702097,4.3511066,mekkhala2015
11412,,0.0,0.049367197,mekkhala2015
11413,,0.0,0.018743373,mekkhala2015
11417,,0.0,0.07814988,mekkhala2015
11421,,0.0,-0.02615171,mekkhala2015
11422,,0.0,0.28413627,mekkhala2015
11425,,0.0,-0.05838685,mekkhala2015
11426,,0.0,0.28939724,mekkhala2015
11428,,0.0,0.11906801,mekkhala2015
11429,,0.0,0.135683,mekkhala2015
11431,,0.0,0.057526328,mekkhala2015
11434,,0.0,0.094900675,mekkhala2015
11435,,0.0,0.19427553,mekkhala2015
11440,,0.0,0.2801125,mekkhala2015
11441,,0.0,0.094825014,mekkhala2015
11444,,0.0,0.14062074,mekkhala2015
11445,,0.0,0.3605012,mekkhala2015
11446,,0.0,0.1528744,mekkhala2015
11448,,0.0,0.05763029,mekkhala2015
11451,,0.0,-0.03371638,mekkhala2015
11452,,0.0,0.14076404,mekkhala2015
11454,,0.0,0.18661793,mekkhala2015
11458,,0.0,0.2846472,mekkhala2015
11463,,0.0,0.053403005,mekkhala2015
11465,,0.0,0.23764402,mekkhala2015
11466,,0.0,0.017948864,mekkhala2015
11467,,0.0,0.2227902,mekkhala2015
11474,,0.0,0.052895248,mekkhala2015
11475,,0.0,0.21352261,mekkhala2015
11476,,0.0,0.43691903,mekkhala2015
11478,,0.0,0.17136557,mekkhala2015
11479,,0.0,0.15763439,mekkhala2015
11483,,0.0,0.009612171,mekkhala2015
11486,,0.0,0.01079615,mekkhala2015
11487,,0.0,0.04098805,mekkhala2015
11489,,0.0,0.12510416,mekkhala2015
11490,,0.0,0.15514629,mekkhala2015
11491,,0.0,1.0626849,mekkhala2015
11493,,0.0,0.007854561,mekkhala2015
11502,,0.0,0.1644037,mekkhala2015
11504,,0.0,0.014835008,mekkhala2015
11506,,0.0,0.061393354,mekkhala2015
11513,,22.66089778258518,3.3239236,mekkhala2015
11514,,0.0,0.12762979,mekkhala2015
11518,,0.0,0.063884094,mekkhala2015
11520,,0.0,-0.074524134,mekkhala2015
11521,,0.0,0.005911384,mekkhala2015
11523,,0.0,0.108056694,mekkhala2015
11524,,0.0,0.039336655,mekkhala2015
11527,,0.0,-0.000687249,mekkhala2015
11529,,0.0,-0.06578285,mekkhala2015
11531,,0.0,0.04851754,mekkhala2015
11532,,0.0,0.11741564,mekkhala2015
11533,,0.0,-0.094546005,mekkhala2015
11543,,0.0,0.054710794,mekkhala2015
11544,,0.0,0.18886569,mekkhala2015
11546,,0.0,0.63855106,mekkhala2015
11548,,0.0,0.02939074,mekkhala2015
11550,,0.0,-0.05260589,mekkhala2015
11554,,0.0,0.121124774,mekkhala2015
11555,,0.0,0.034434885,mekkhala2015
11556,,0.0,0.99301267,mekkhala2015
11565,,0.0,-0.10728145,mekkhala2015
11567,,0.0,0.10685063,mekkhala2015
11568,,0.0,0.112021476,mekkhala2015
11570,,0.0,-0.012705898,mekkhala2015
11571,,0.0,0.010761041,mekkhala2015
11572,,0.0,1.023248,mekkhala2015
11573,,0.0,0.20486061,mekkhala2015
11577,,0.0,-0.013568304,mekkhala2015
11578,,0.0,0.084226,mekkhala2015
11579,,0.0,0.032554764,mekkhala2015
11580,,0.0,0.72943753,mekkhala2015
11582,,0.0,-0.04065466,mekkhala2015
11585,,0.0,0.026237205,mekkhala2015
11586,,0.0,0.22570585,mekkhala2015
11587,,0.0,0.17951518,mekkhala2015
11590,,0.0,0.013186089,mekkhala2015
11591,,0.0,0.053991966,mekkhala2015
11593,,0.0175415515502346,-0.17998017,mekkhala2015
11595,,0.0,0.28272665,mekkhala2015
11597,,0.0,0.0069361776,mekkhala2015
11598,,0.0,0.28414407,mekkhala2015
11599,,0.0,-0.07386544,mekkhala2015
11600,,0.0,0.22624147,mekkhala2015
11601,,0.0,0.19264908,mekkhala2015
11614,,0.0,0.08329722,mekkhala2015
11617,,0.0,0.12017099,mekkhala2015
11618,,0.0,0.24947214,mekkhala2015
11623,,0.0,0.09158821,mekkhala2015
11626,,0.0,0.04125718,mekkhala2015
11627,,0.0,0.13060571,mekkhala2015
11629,,0.0,0.19159918,mekkhala2015
11630,,0.0,0.3122573,mekkhala2015
11631,,0.0,0.03489948,mekkhala2015
11632,,0.0,0.10017105,mekkhala2015
11633,,0.0,0.0044886023,mekkhala2015
11642,,0.0,-0.05391226,mekkhala2015
11644,,0.0,0.07181063,mekkhala2015
11647,,0.0,0.24186097,mekkhala2015
11648,,0.7381507381507382,3.305796,mekkhala2015
11652,,0.0,0.014125272,mekkhala2015
11656,,0.0,0.1327258,mekkhala2015
11660,,0.0,0.03484827,mekkhala2015
11663,,0.0,0.012920598,mekkhala2015
11664,,0.0,0.15861243,mekkhala2015
11668,,0.0,0.1417805,mekkhala2015
11671,,0.0,1.029865,mekkhala2015
11672,,0.0,0.08771597,mekkhala2015
11674,,0.0,0.20548786,mekkhala2015
11675,,0.0,0.10494382,mekkhala2015
11677,,0.0,0.027364573,mekkhala2015
11681,,0.0,0.05245638,mekkhala2015
11682,,0.0,0.024928072,mekkhala2015
11690,,0.0,-0.048067186,mekkhala2015
11692,,0.0,0.090177126,mekkhala2015
11693,,0.0,-0.018453568,mekkhala2015
11696,,0.0,-0.024906212,mekkhala2015
11698,,0.0,0.23102696,mekkhala2015
11699,,0.0,0.07769524,mekkhala2015
11704,,0.0087757788503729,2.6814587,mekkhala2015
11706,,0.0,0.09129123,mekkhala2015
11707,,0.0,0.109626696,mekkhala2015
11708,,0.0,-0.14534567,mekkhala2015
11709,,0.0,0.2443405,mekkhala2015
11710,,0.0,-0.022390917,mekkhala2015
11712,,0.0,0.10033582,mekkhala2015
11713,,0.0,-0.061312743,mekkhala2015
11720,,0.0,0.048963774,mekkhala2015
11725,,0.0,0.001577212,mekkhala2015
11728,,0.0,0.04168075,mekkhala2015
11730,,0.0,0.044734634,mekkhala2015
11734,,0.0,-0.101281285,mekkhala2015
11736,,0.0,0.059215788,mekkhala2015
11737,,0.0,-0.029139897,mekkhala2015
11738,,0.0,0.14422962,mekkhala2015
11740,,0.0,0.080279656,mekkhala2015
11741,,0.0,0.7421893,mekkhala2015
11742,,0.0045043016080356,1.6402951,mekkhala2015
11743,,0.0,0.10136359,mekkhala2015
11750,,0.0,0.0010434284,mekkhala2015
11752,,0.0,0.22382836,mekkhala2015
11753,,0.0,0.20773062,mekkhala2015
11754,,0.0,0.3435167,mekkhala2015
11755,,0.0,0.15003163,mekkhala2015
11758,,0.0,-0.047487974,mekkhala2015
11761,,0.0,0.098619185,mekkhala2015
11763,,0.0,0.34477475,mekkhala2015
11766,,0.0,0.18360254,mekkhala2015
11768,,0.0,0.041302793,mekkhala2015
11769,,0.0,0.09754762,mekkhala2015
11770,,0.0,-0.08804351,mekkhala2015
11772,,0.0,0.1929639,mekkhala2015
11773,,0.0,0.1983821,mekkhala2015
11774,,0.0,0.067597665,mekkhala2015
11776,,0.0,0.14520451,mekkhala2015
11780,,0.0,0.1777566,mekkhala2015
11782,,0.0,0.3837574,mekkhala2015
11784,,0.0,-0.028983569,mekkhala2015
11786,,0.0,0.04369422,mekkhala2015
11787,,0.0,0.11062705,mekkhala2015
11788,,0.0,-0.06729325,mekkhala2015
11790,,0.0,0.20311962,mekkhala2015
11793,,0.0,0.11474759,mekkhala2015
11794,,0.0,0.339,mekkhala2015
11799,,0.0,0.05292183,mekkhala2015
11800,,0.0,0.15658434,mekkhala2015
11806,,0.0,0.33082312,mekkhala2015
11809,,0.0,0.07507703,mekkhala2015
11811,,0.0,0.2497312,mekkhala2015
11812,,0.0,-0.026159214,mekkhala2015
11813,,0.0,1.0225015,mekkhala2015
11814,,0.0,0.093913764,mekkhala2015
11815,,0.0,0.13770431,mekkhala2015
11817,,0.0,0.13966146,mekkhala2015
11821,,0.0,0.101902716,mekkhala2015
11822,,0.0,0.39780053,mekkhala2015
11824,,0.0,0.22837922,mekkhala2015
11826,,0.0,1.0061383,mekkhala2015
11827,,0.0,0.18313456,mekkhala2015
11832,,0.0,0.099602126,mekkhala2015
11833,,0.0,0.39683127,mekkhala2015
11835,,0.0,0.19335344,mekkhala2015
11837,,0.0,0.2596936,mekkhala2015
11838,,0.0,0.034195907,mekkhala2015
11840,,0.0,-0.06652594,mekkhala2015
11843,,0.0,0.22516635,mekkhala2015
11845,,0.0,0.2323662,mekkhala2015
11846,,0.0,-0.012178879,mekkhala2015
11849,,0.0,0.12131315,mekkhala2015
11850,,0.0,0.12398488,mekkhala2015
11851,,0.0,0.07801399,mekkhala2015
11852,,0.0,0.07266527,mekkhala2015
11854,,0.0,-0.091946214,mekkhala2015
11855,,0.0,0.120758,mekkhala2015
11856,,0.0,0.12544058,mekkhala2015
11857,,0.2966772151898734,1.1739964,mekkhala2015
11858,,0.0,0.10821426,mekkhala2015
11859,,0.0,0.0837402,mekkhala2015
11861,,0.0,1.0328077,mekkhala2015
11863,,0.0,0.1740714,mekkhala2015
11864,,0.0,0.3713501,mekkhala2015
11868,,0.0,0.004819002,mekkhala2015
11869,,0.0,0.2154617,mekkhala2015
11877,,0.0,0.2041559,mekkhala2015
11881,,0.0,0.3267794,mekkhala2015
11886,,0.0,0.98567224,mekkhala2015
11889,,0.0,0.17436859,mekkhala2015
11891,,0.0,0.2258525,mekkhala2015
11892,,0.0,0.041988656,mekkhala2015
11895,,0.0,0.12118497,mekkhala2015
11896,,86.25611206554777,2.1992548,mekkhala2015
11898,,0.0,0.0269384,mekkhala2015
11902,,0.0,-0.007946252,mekkhala2015
11905,,0.0,0.43136892,mekkhala2015
11908,,0.0,0.054043576,mekkhala2015
11910,,0.0,-0.024459206,mekkhala2015
11911,,0.0,0.311731,mekkhala2015
11912,,0.0,0.1580456,mekkhala2015
11913,,0.0,-0.0059861504,mekkhala2015
11914,,0.0,0.059374504,mekkhala2015
11916,,0.0,0.08723559,mekkhala2015
11918,,0.0,0.095358066,mekkhala2015
11919,,0.0,0.27312154,mekkhala2015
11923,,0.0,0.5953742,mekkhala2015
11925,,0.0,0.12585856,mekkhala2015
11927,,0.0,-0.07813296,mekkhala2015
11928,,0.0,-0.017662685,mekkhala2015
11929,,0.0,0.15087475,mekkhala2015
11931,,0.0,0.120970465,mekkhala2015
11933,,0.0,-0.0018372587,mekkhala2015
11936,,0.0,0.025376594,mekkhala2015
11942,,0.0,0.1062415,mekkhala2015
11946,,46.66666666666666,4.5560703,mekkhala2015
11947,,0.0,-0.007250213,mekkhala2015
11950,,0.0,0.19842306,mekkhala2015
11951,,36.59681475272423,9.637544,mekkhala2015
11957,,0.0,-0.021513665,mekkhala2015
11961,,0.0,0.07907223,mekkhala2015
11962,,0.0,0.15791959,mekkhala2015
11963,,0.0,0.008067305,mekkhala2015
11965,,0.0,0.2267252,mekkhala2015
11966,,0.0,0.16554524,mekkhala2015
11976,,0.0,0.025007425,mekkhala2015
11978,,0.0,0.3958036,mekkhala2015
11979,,0.0,0.118793584,mekkhala2015
11982,,0.0,0.13699774,mekkhala2015
11983,,0.0,0.29412222,mekkhala2015
11985,,0.0,2.1084883,mekkhala2015
11988,,0.0,0.2722327,mekkhala2015
11990,,0.0,-0.018420191,mekkhala2015
11995,,0.0,0.20108446,mekkhala2015
11996,,0.0,-0.022419697,mekkhala2015
11997,,0.0,0.32620192,mekkhala2015
11998,,0.0,0.04553652,mekkhala2015
12004,,0.0,0.2710487,mekkhala2015
12005,,0.0,0.17266591,mekkhala2015
12007,,0.0,0.14096417,mekkhala2015
12011,,0.0,0.014820985,mekkhala2015
12012,,0.0,0.28063068,mekkhala2015
12014,,0.0,-0.09622399,mekkhala2015
12015,,0.0,0.05660753,mekkhala2015
12016,,0.0,0.26005128,mekkhala2015
12021,,0.0,-0.022014748,mekkhala2015
12022,,0.0,0.14228806,mekkhala2015
12023,,0.0,0.0998235,mekkhala2015
12024,,0.0,0.25132602,mekkhala2015
12027,,0.0,0.22812636,mekkhala2015
12032,,0.0,0.050969325,mekkhala2015
12036,,0.0,0.25071263,mekkhala2015
12040,,0.0,-0.024616333,mekkhala2015
12045,,0.0,0.17655045,mekkhala2015
12048,,0.0,0.10645792,mekkhala2015
12049,,0.0,0.08232279,mekkhala2015
12051,,0.0,0.9928258,mekkhala2015
12052,,9.813542688910696,3.1359496,mekkhala2015
12054,,0.0,0.19268723,mekkhala2015
12056,,0.0,-0.022469167,mekkhala2015
12057,,0.0,0.020143002,mekkhala2015
12058,,0.0,-0.06537159,mekkhala2015
12060,,0.0,-0.028243363,mekkhala2015
12061,,0.0,0.14520451,mekkhala2015
12065,,0.0,0.061583415,mekkhala2015
12068,,0.0,0.1741226,mekkhala2015
12075,,0.0,0.20205894,mekkhala2015
12076,,0.0,0.14635427,mekkhala2015
12080,,0.0,0.03104443,mekkhala2015
12081,,0.0,0.03491538,mekkhala2015
12083,,0.0,-0.034551643,mekkhala2015
12084,,0.0,0.16113266,mekkhala2015
12085,,0.0,0.26782733,mekkhala2015
12086,,0.0,-0.032963496,mekkhala2015
12089,,0.0,-0.0523515,mekkhala2015
12092,,0.0,0.046006747,mekkhala2015
12093,,0.0,0.049696863,mekkhala2015
12094,,0.0,-0.00692272,mekkhala2015
12095,,0.0,-0.035894528,mekkhala2015
12097,,0.0,2.9924488,mekkhala2015
12100,,0.0,0.11660103,mekkhala2015
12101,,0.0,0.326656,mekkhala2015
12103,,13.21911632100992,2.2662868,mekkhala2015
12104,,0.0,0.13193892,mekkhala2015
12106,,0.0,0.1966054,mekkhala2015
12109,,0.0,-0.061040834,mekkhala2015
12114,,0.0,0.021264741,mekkhala2015
12115,,0.0,0.3165079,mekkhala2015
12116,,0.0,-0.006784836,mekkhala2015
12118,,0.0,0.39889532,mekkhala2015
12119,,0.0,0.19606324,mekkhala2015
12124,,0.0,0.08630685,mekkhala2015
12125,,0.0,0.23924877,mekkhala2015
12127,,0.0,0.12649684,mekkhala2015
12129,,0.0,0.27018034,mekkhala2015
12130,,0.0,0.07710945,mekkhala2015
12132,,0.0,0.33759493,mekkhala2015
12133,,0.0,0.099730864,mekkhala2015
12139,,0.0,0.0912561,mekkhala2015
12140,,0.0,0.33144364,mekkhala2015
12143,,0.0,0.051737603,mekkhala2015
12145,,0.0,1.1052895,mekkhala2015
12146,,0.0,0.09276373,mekkhala2015
12154,,0.0,0.09155888,mekkhala2015
12155,,0.0,0.4545438,mekkhala2015
12157,,0.0,0.23229913,mekkhala2015
12158,,0.0,-0.0018707733,mekkhala2015
12160,,0.0,0.025808327,mekkhala2015
12161,,15.57052297939778,2.7670147,mekkhala2015
12163,,0.0,0.16961576,mekkhala2015
12164,,0.0,-0.03035868,mekkhala2015
12165,,0.0,1.1050298,mekkhala2015
12167,,37.2333942717855,1.5567228,mekkhala2015
12169,,0.0,0.50816363,mekkhala2015
12171,,0.0,0.4772897,mekkhala2015
12173,,0.0,0.18128842,mekkhala2015
12174,,0.0,-0.0849512,mekkhala2015
12175,,0.0,1.39404,mekkhala2015
12176,,0.0,0.25721455,mekkhala2015
12177,,0.0,-0.01655049,mekkhala2015
12181,,0.0,0.18022732,mekkhala2015
12183,,0.0,-0.06488666,mekkhala2015
12186,,0.0,0.22076684,mekkhala2015
12187,,0.0,0.103207655,mekkhala2015
12188,,0.0,0.36306417,mekkhala2015
12192,,0.0,0.27147713,mekkhala2015
12193,,0.0,0.2786348,mekkhala2015
12197,,0.0,0.010856596,mekkhala2015
12200,,0.0,0.73868334,mekkhala2015
12202,,0.0,0.11446934,mekkhala2015
12204,,0.0,0.22957127,mekkhala2015
12205,,0.0,0.34920636,mekkhala2015
12206,,0.0,-0.09577753,mekkhala2015
12207,,0.0,0.25689206,mekkhala2015
12208,,0.0,0.20893635,mekkhala2015
12212,,0.0,0.16778947,mekkhala2015
12213,,0.0,0.2267252,mekkhala2015
12215,,0.0,0.3468799,mekkhala2015
12217,,0.0,-0.0005079759,mekkhala2015
12218,,0.0,0.2548237,mekkhala2015
12221,,0.0,0.9593502,mekkhala2015
12222,,0.0,0.36076784,mekkhala2015
12223,,0.0,0.3580591,mekkhala2015
12224,,0.0,0.097999215,mekkhala2015
12225,,0.0,-0.1841186,mekkhala2015
12226,,0.0,0.03062249,mekkhala2015
12227,,0.0,0.20410334,mekkhala2015
12228,,0.0,0.12911423,mekkhala2015
12229,,0.0,0.8892443,mekkhala2015
12230,,0.0,0.41163737,mekkhala2015
12234,,0.0,0.2633281,mekkhala2015
12238,,0.0,0.051767483,mekkhala2015
12239,,0.0,0.06557913,mekkhala2015
12241,,0.0,0.15888278,mekkhala2015
12246,,0.0,0.26239762,mekkhala2015
12247,,0.0,0.05855322,mekkhala2015
12248,,0.0,0.1324755,mekkhala2015
12249,,0.0,0.94630736,mekkhala2015
12252,,0.0,-0.028076265,mekkhala2015
12253,,0.0,0.116495416,mekkhala2015
12259,,0.0,0.020982023,mekkhala2015
12265,,0.0,0.18769036,mekkhala2015
12266,,0.0,0.2121508,mekkhala2015
12269,,0.0,0.06408863,mekkhala2015
12270,,0.0,0.025232974,mekkhala2015
12273,,0.0,0.20053679,mekkhala2015
12276,,0.0,0.42515475,mekkhala2015
12278,,0.0,0.019374998,mekkhala2015
12279,,0.0,0.07249369,mekkhala2015
12283,,0.0,0.08510763,mekkhala2015
12284,,0.0,0.16380653,mekkhala2015
12286,,0.0,0.20294225,mekkhala2015
12288,,0.0,0.11860311,mekkhala2015
12290,,0.0,0.01563508,mekkhala2015
12294,,0.0,0.26241285,mekkhala2015
12295,,0.0,-0.07307521,mekkhala2015
12297,,0.0,-0.085153304,mekkhala2015
12302,,0.0,0.23776579,mekkhala2015
12303,,0.0,0.06194819,mekkhala2015
12305,,0.0,0.065770015,mekkhala2015
12307,,0.0,0.3532695,mekkhala2015
12308,,0.0,0.19496562,mekkhala2015
12309,,0.0,-0.03092757,mekkhala2015
12310,,0.0,0.84244925,mekkhala2015
12311,,0.0,0.04082703,mekkhala2015
12312,,0.0,0.0015241043,mekkhala2015
12313,,0.0,-0.019217687,mekkhala2015
12314,,0.0,0.04460515,mekkhala2015
12315,,0.0,0.3464011,mekkhala2015
12319,,0.0,0.1825675,mekkhala2015
12320,,0.0,0.004473079,mekkhala2015
12321,,0.0,-0.04994113,mekkhala2015
12323,,0.0,0.20104355,mekkhala2015
12325,,0.0,0.044612687,mekkhala2015
12326,,0.0,0.100162625,mekkhala2015
12327,,0.0,0.11039768,mekkhala2015
12329,,10.965732087227414,1.9612889,mekkhala2015
12330,,0.0,0.15536197,mekkhala2015
12331,,0.1621120889300602,1.0687695,mekkhala2015
12334,,0.0,0.07972445,mekkhala2015
12336,,0.0,0.09484958,mekkhala2015
12337,,0.0,0.07181211,mekkhala2015
12340,,0.0,0.106917776,mekkhala2015
12341,,0.0,0.55592227,mekkhala2015
12343,,0.6958942240779402,4.620192,melor2015
12345,,0.0,0.21999347,melor2015
12353,,0.0,0.23267391,melor2015
12357,,0.0,0.22875212,melor2015
12366,,45.34736078360239,10.981461,melor2015
12369,,0.0,0.16303807,melor2015
12373,,0.0,0.08899228,melor2015
12379,,0.0,0.23868649,melor2015
12380,,0.0,0.22894572,melor2015
12382,,0.0,0.33421615,melor2015
12386,,0.5437893531768746,7.534537,melor2015
12389,,0.0,0.21680595,melor2015
12396,,29.728419010669256,5.097079,melor2015
12407,,0.0,0.09148019,melor2015
12419,,0.4590080326405712,0.7261365,melor2015
12423,,0.0,0.24895534,melor2015
12427,,9.02230971128609,7.092582,melor2015
12428,,0.0,0.20669149,melor2015
12429,,18.040873854827343,7.2776217,melor2015
12431,,0.6075768406004289,1.0711747,melor2015
12433,,31.641604010025063,11.882467,melor2015
12434,,0.0,0.17234452,melor2015
12435,,0.0,0.21555313,melor2015
12436,,0.0,0.19349252,melor2015
12444,,0.0052990660396105,1.5670718,melor2015
12447,,0.0,0.23239021,melor2015
12448,,0.5854474491218289,3.9836679,melor2015
12457,,0.0,0.2858345,melor2015
12464,,98.54111405835545,11.896425,melor2015
12465,,0.1817894404046791,1.4298947,melor2015
12466,,54.45297903259289,9.1991415,melor2015
12473,,0.0,0.15736909,melor2015
12474,,0.0,0.22104199,melor2015
12477,,0.0,0.10590208,melor2015
12478,,0.0,0.23214026,melor2015
12479,,8.758711621774346,5.974849,melor2015
12487,,29.94950966113215,9.4583,melor2015
12488,,30.02838221381268,7.8155274,melor2015
12501,,0.0,0.1147248,melor2015
12506,,0.0,0.25355014,melor2015
12510,,0.0403958796202787,2.0617206,melor2015
12514,,0.0,3.391347,melor2015
12515,,0.3479773814702044,3.4452515,melor2015
12537,,12.63073209975865,4.342704,melor2015
12543,,0.0,0.053871714,melor2015
12547,,24.44977426636569,13.674289,melor2015
12548,,10.49241806619925,16.16575,melor2015
12552,,9.177934018388315,8.962497,melor2015
12553,,0.0,0.13835946,melor2015
12554,,6.566283762806583,10.495313,melor2015
12558,,0.0,0.08046216,melor2015
12563,,0.0,0.09288578,melor2015
12565,,0.0,0.16500618,melor2015
12568,,3.7264213164490174,3.0352418,melor2015
12569,,0.0,0.0804385,melor2015
12576,,0.0,0.04941549,melor2015
12585,,0.0,0.06565635,melor2015
12597,,9.353253614338058,8.099865,melor2015
12599,,0.0,0.10595115,melor2015
12605,,18.102412927175457,9.51545,melor2015
12606,,0.0,0.110597216,melor2015
12609,,73.92550143266476,10.873008,melor2015
12610,,0.0,0.114138186,melor2015
12611,,16.538305634373735,8.795566,melor2015
12613,,0.0,0.16184738,melor2015
12621,,0.0,0.27461347,melor2015
12622,,0.0,0.28747916,melor2015
12626,,0.0,0.08016018,melor2015
12647,,7.032774092859929,10.539165,melor2015
12651,,0.0,0.18582463,melor2015
12665,,24.3978243978244,10.5878935,melor2015
12668,,0.3126172314617982,4.193127,melor2015
12678,,0.0,0.21844378,melor2015
12681,,28.78611595889083,8.356647,melor2015
12684,,5.463059313215401,22.71263,melor2015
12687,,0.0,0.1579231,melor2015
12690,,0.0,0.32865155,melor2015
12693,,0.0,0.24459574,melor2015
12696,,0.0,0.17627105,melor2015
12698,,0.0,0.23109555,melor2015
12700,,0.0,0.14612229,melor2015
12701,,0.0,0.1514203,melor2015
12704,,0.0166597251145356,1.2757863,melor2015
12707,,0.0,0.12980174,melor2015
12709,,0.0,0.22195819,melor2015
12713,,0.0,0.26575547,melor2015
12716,,30.18867924528302,9.033479,melor2015
12717,,0.0,0.18438779,melor2015
12725,,0.0,0.19144535,melor2015
12727,,1.7431725740848345,9.153895,melor2015
12730,,0.0,0.17683782,melor2015
12733,,16.847498493068112,14.625541,melor2015
12756,,67.93861808632857,11.632396,melor2015
12757,,1.499189627228525,13.597349,melor2015
12758,,0.0,0.13620552,melor2015
12759,,10.002809778027537,8.960171,melor2015
12763,,51.03720777082648,9.185486,melor2015
12765,,0.0,0.187709,melor2015
12768,,0.0,0.21604311,melor2015
