,typhoon,actual,predicted
1925,bopha2012,0.0,2.5272047712129133
1927,bopha2012,0.0,2.5272047712129133
1928,bopha2012,0.0,2.5272047712129133
1929,bopha2012,0.0,2.5272047712129133
1930,bopha2012,0.0,2.5272047712129133
1931,bopha2012,0.0,2.5272047712129133
1932,bopha2012,0.0,2.5272047712129133
1934,bopha2012,0.0,2.5272047712129133
1935,bopha2012,0.0,2.5272047712129133
1937,bopha2012,0.0,2.5272047712129133
1941,bopha2012,0.0417536534446764,2.5272047712129133
1942,bopha2012,0.0,2.5272047712129133
1943,bopha2012,0.0,2.5272047712129133
1945,bopha2012,0.5025125628140703,2.5272047712129133
1946,bopha2012,0.8854900382370698,2.5272047712129133
1949,bopha2012,0.0,2.5272047712129133
1950,bopha2012,0.0,2.5272047712129133
1953,bopha2012,0.0,2.5272047712129133
1954,bopha2012,0.0,2.5272047712129133
1955,bopha2012,0.0,2.5272047712129133
1957,bopha2012,0.0950419768731189,2.5272047712129133
1958,bopha2012,0.0,2.5272047712129133
1959,bopha2012,0.065556575324505,2.5272047712129133
1960,bopha2012,0.0,2.5272047712129133
1964,bopha2012,0.0,2.5272047712129133
1966,bopha2012,0.0,2.5272047712129133
1967,bopha2012,0.0,2.5272047712129133
1971,bopha2012,0.0,2.5272047712129133
1972,bopha2012,0.3742981908920773,2.5272047712129133
1974,bopha2012,0.0060591371788657,2.5272047712129133
1975,bopha2012,0.0,2.5272047712129133
1976,bopha2012,0.0,2.5272047712129133
1977,bopha2012,0.0,2.5272047712129133
1978,bopha2012,0.0,2.5272047712129133
1980,bopha2012,0.0072992700729927,2.5272047712129133
1981,bopha2012,0.0,2.5272047712129133
1982,bopha2012,0.0,2.5272047712129133
1984,bopha2012,0.0,2.5272047712129133
1986,bopha2012,0.0,2.5272047712129133
1987,bopha2012,0.1763322884012539,2.5272047712129133
1988,bopha2012,0.3354096789650215,2.5272047712129133
1989,bopha2012,0.0336587007741501,2.5272047712129133
1991,bopha2012,0.1707317073170731,2.5272047712129133
1992,bopha2012,0.0,2.5272047712129133
1994,bopha2012,0.0,2.5272047712129133
1995,bopha2012,52.04012368956935,2.5272047712129133
1996,bopha2012,0.0,2.5272047712129133
1997,bopha2012,0.0,2.5272047712129133
1998,bopha2012,0.0,2.5272047712129133
1999,bopha2012,0.0,2.5272047712129133
2000,bopha2012,0.0,2.5272047712129133
2003,bopha2012,0.0,2.5272047712129133
2004,bopha2012,0.0,2.5272047712129133
2005,bopha2012,0.0,2.5272047712129133
2006,bopha2012,0.0,2.5272047712129133
2007,bopha2012,0.1562093204894558,2.5272047712129133
2010,bopha2012,0.1262626262626262,2.5272047712129133
2012,bopha2012,0.0445831475702184,2.5272047712129133
2013,bopha2012,0.0,2.5272047712129133
2015,bopha2012,0.0,2.5272047712129133
2016,bopha2012,0.0,2.5272047712129133
2017,bopha2012,0.0,2.5272047712129133
2018,bopha2012,0.0,2.5272047712129133
2020,bopha2012,0.0,2.5272047712129133
2021,bopha2012,0.0,2.5272047712129133
2023,bopha2012,0.0131095962244362,2.5272047712129133
2024,bopha2012,0.0,2.5272047712129133
2025,bopha2012,0.0,2.5272047712129133
2026,bopha2012,0.0,2.5272047712129133
2030,bopha2012,0.0,2.5272047712129133
2031,bopha2012,0.0,2.5272047712129133
2032,bopha2012,0.0,2.5272047712129133
2036,bopha2012,0.3974638024037097,2.5272047712129133
2037,bopha2012,0.0,2.5272047712129133
2038,bopha2012,0.0,2.5272047712129133
2041,bopha2012,0.0,2.5272047712129133
2042,bopha2012,0.0,2.5272047712129133
2043,bopha2012,0.0,2.5272047712129133
2044,bopha2012,0.0,2.5272047712129133
2047,bopha2012,0.0,2.5272047712129133
2048,bopha2012,0.0,2.5272047712129133
2049,bopha2012,0.6108897742363878,2.5272047712129133
2050,bopha2012,0.0,2.5272047712129133
2051,bopha2012,0.175438596491228,2.5272047712129133
2052,bopha2012,0.0,2.5272047712129133
2055,bopha2012,0.0,2.5272047712129133
2057,bopha2012,0.0,2.5272047712129133
2058,bopha2012,0.0,2.5272047712129133
2061,bopha2012,0.0,2.5272047712129133
2062,bopha2012,0.0,2.5272047712129133
2064,bopha2012,0.0,2.5272047712129133
2065,bopha2012,0.7222586999343401,2.5272047712129133
2066,bopha2012,0.0,2.5272047712129133
2067,bopha2012,0.0,2.5272047712129133
2068,bopha2012,0.0,2.5272047712129133
2069,bopha2012,0.6263048016701461,2.5272047712129133
2072,bopha2012,0.0,2.5272047712129133
2074,bopha2012,92.77708592777088,2.5272047712129133
2076,bopha2012,0.0,2.5272047712129133
2077,bopha2012,0.6451612903225806,2.5272047712129133
2078,bopha2012,0.673551863493489,2.5272047712129133
2079,bopha2012,0.0,2.5272047712129133
2080,bopha2012,0.0,2.5272047712129133
2082,bopha2012,0.1704158145875937,2.5272047712129133
2083,bopha2012,0.0073152889539136,2.5272047712129133
2084,bopha2012,0.0,2.5272047712129133
2085,bopha2012,0.0,2.5272047712129133
2086,bopha2012,0.0,2.5272047712129133
2087,bopha2012,0.0,2.5272047712129133
2088,bopha2012,0.0,2.5272047712129133
2092,bopha2012,17.421259842519685,2.5272047712129133
2094,bopha2012,0.0,2.5272047712129133
2095,bopha2012,0.0,2.5272047712129133
2096,bopha2012,0.0,2.5272047712129133
2097,bopha2012,0.0,2.5272047712129133
2098,bopha2012,0.0,2.5272047712129133
2100,bopha2012,0.0,2.5272047712129133
2101,bopha2012,0.0,2.5272047712129133
2103,bopha2012,0.0160059755642106,2.5272047712129133
2105,bopha2012,0.0,2.5272047712129133
2106,bopha2012,0.0,2.5272047712129133
2107,bopha2012,0.7804596039890157,2.5272047712129133
2108,bopha2012,0.0,2.5272047712129133
