,typhoon,actual,predicted
2421,bopha2012,0.0,1.4355539609835173
2429,bopha2012,0.0,0.5629864096039636
2430,bopha2012,52.43359655419957,8.197758545200893
2431,bopha2012,0.0280741156653565,3.8624320892166386
2433,bopha2012,0.0,-0.6829834862361404
2434,bopha2012,0.0100765820233776,3.2191984593351117
2435,bopha2012,0.0172324659658797,8.39542207635317
2436,bopha2012,56.041131105398456,13.413613548291226
2438,bopha2012,0.0,1.24327732755535
2440,bopha2012,0.3430924062214089,8.636058128637933
2441,bopha2012,0.0299760191846522,4.743556266816428
2445,bopha2012,0.0,1.344443978810843
2446,bopha2012,0.0,-1.863711944253479
2447,bopha2012,0.0,0.1280388539275652
2448,bopha2012,0.0,-3.2376576338715846
2450,bopha2012,0.0,-0.47976967990408204
2452,bopha2012,0.0,0.25777931596341963
2453,bopha2012,0.0,-1.4493029258031092
2454,bopha2012,0.0,1.69893323265297
2455,bopha2012,0.0,1.0893759075602922
2457,bopha2012,0.5926388022457891,5.237537375465211
2460,bopha2012,1.4679095681988643,7.202986742650118
2461,bopha2012,0.0,-2.7827164182133135
2463,bopha2012,0.0,0.5902816423273656
2466,bopha2012,0.0,-3.3389335226885377
2468,bopha2012,0.0,-0.445339483688616
2472,bopha2012,0.8034433285509325,4.380100874451189
2474,bopha2012,0.0,-0.3431802943051938
2476,bopha2012,0.0,1.9760638184921264
2480,bopha2012,0.0319081046585832,4.227023795691846
2482,bopha2012,0.0168180289270097,0.8346060770187993
2483,bopha2012,0.0,-1.4448166560493547
2484,bopha2012,0.0,0.023645212642952718
2486,bopha2012,2.3817239144523654,2.064927476021042
2487,bopha2012,0.6138243928476115,6.312230811655722
2490,bopha2012,0.0,-1.1516973046711927
2491,bopha2012,0.0,0.14730416342250807
2492,bopha2012,0.0,-0.14454011089675722
2493,bopha2012,0.0,0.6287078953211518
2495,bopha2012,0.0,0.22890704768914283
2498,bopha2012,5.166867712102935,13.141646719868826
2499,bopha2012,0.0,-0.952335959312637
2502,bopha2012,0.0351205806602669,4.317109915389328
2503,bopha2012,0.0,0.2640119234895093
2504,bopha2012,0.0,1.1806952695125101
2505,bopha2012,0.0,0.21193747087779746
2506,bopha2012,0.8396305625524769,5.669052642223312
2508,bopha2012,0.0,0.3919837978410925
2509,bopha2012,0.0,0.1786714283954156
2511,bopha2012,0.0,0.6521270427765966
2512,bopha2012,0.1419446415897799,13.313674633032443
2513,bopha2012,0.0,-0.6745414168506074
2514,bopha2012,0.0156641604010025,9.654314463959498
2516,bopha2012,0.0,0.2698035871246218
2517,bopha2012,1.0483525887890457,7.648550237205329
2523,bopha2012,2.0939086294416245,10.915762698315547
2525,bopha2012,0.6815703380588877,1.4703411584007107
2526,bopha2012,1.0752688172043012,2.6369699321318434
2527,bopha2012,0.0,0.14844639684564154
2535,bopha2012,8.583172147001934,9.109537321724392
2536,bopha2012,0.0,-3.3067898003526133
2538,bopha2012,0.0,0.07661697537662837
2545,bopha2012,0.0,1.411830448003352
2549,bopha2012,0.0,-3.074065611796292
2550,bopha2012,31.80495588511357,13.657848550994652
2551,bopha2012,54.59579180509413,12.124901959643886
2556,bopha2012,0.0,-0.11559146864341896
2557,bopha2012,13.997873471557682,10.711271628201468
2559,bopha2012,0.0,1.517956340813436
2560,bopha2012,0.0,0.9740841210734068
2561,bopha2012,0.0,-2.7289855256304105
2563,bopha2012,0.0,1.6600457783369267
2565,bopha2012,0.0,-0.5878446549343987
2567,bopha2012,66.51697037740738,11.940018621627969
2568,bopha2012,0.7034850812646559,10.64861549165754
2569,bopha2012,0.0,1.5556960360992118
2570,bopha2012,0.0,0.025631394701385535
2571,bopha2012,0.0,-0.7674016038591773
2575,bopha2012,0.0,-0.11183167844035813
2578,bopha2012,0.0143081985977965,10.955080605643017
2580,bopha2012,0.0734394124847001,7.996082345747613
2581,bopha2012,0.9033121445299432,7.8133359107284654
2583,bopha2012,0.0776345102275028,5.584137228647121
2591,bopha2012,0.0,0.6161475659999267
2592,bopha2012,0.0,0.006184900261866133
2593,bopha2012,0.0,-1.1424277678225851
2596,bopha2012,0.0,-0.019433322097799355
2597,bopha2012,0.0415627597672485,7.54048947959236
2598,bopha2012,0.0,-0.057820690394024155
2600,bopha2012,0.0,-0.004827958756057793
2603,bopha2012,0.0,-3.309714045107146
2604,bopha2012,0.0,0.14347599091352814
2605,bopha2012,1.5845824411134906,5.937364242019612
2607,bopha2012,0.2927033242734685,5.168908314169082
2608,bopha2012,0.0,1.5281672000273971
2609,bopha2012,0.0,-0.3217830443515761
2611,bopha2012,0.0,0.6264595666634971
2613,bopha2012,0.0,1.1679357479297598
2617,bopha2012,0.0,-1.2998050984491951
2618,bopha2012,0.0,1.324910734150305
2621,bopha2012,0.6831767719897524,2.5500890627524253
2622,bopha2012,0.0,1.0423908043931407
2623,bopha2012,0.0,1.4532475333075778
2626,bopha2012,0.0,-0.025124905021790322
2629,bopha2012,0.0,1.4021216962593188
2630,bopha2012,0.0424989375265618,-0.7190738844041853
2633,bopha2012,0.0,1.6871397005123043
2637,bopha2012,0.1708233686368295,0.30635160477401024
2641,bopha2012,0.0,0.13190033493242082
2642,bopha2012,0.1215066828675577,4.19269108908606
2645,bopha2012,0.0,1.5057452323576985
2646,bopha2012,0.0,0.2699667633431604
2650,bopha2012,0.0,0.04645697782078795
2652,bopha2012,0.0328048113723346,4.377235989615493
2653,bopha2012,0.0706713780918728,3.30744237950321
2654,bopha2012,0.0,0.14274529560198657
2656,bopha2012,0.0,0.572754606419009
2657,bopha2012,0.0,-0.8564665841829093
2658,bopha2012,0.0,-1.0594857801164772
2661,bopha2012,0.0,1.0521332772299257
2662,bopha2012,0.0,-1.3577447367301545
2664,bopha2012,0.0,-1.2794213002139765
2666,bopha2012,0.0,-2.4018833381118014
2668,bopha2012,0.0,0.04231421689024151
2670,bopha2012,0.0,-0.5807485215133452
2671,bopha2012,0.0,-0.5453016247057727
2672,bopha2012,0.0,0.23735364519440427
2674,bopha2012,0.0,-2.7829754811817784
2675,bopha2012,0.0,0.518557305232223
2676,bopha2012,1.9169646404449745,6.672719498322834
2678,bopha2012,0.0,-0.9701933547546937
2680,bopha2012,0.0,-0.00339732749512045
2681,bopha2012,0.0,0.4990485917971874
2682,bopha2012,0.0,0.7523636258178632
2685,bopha2012,0.417391304347826,4.838622258671851
2687,bopha2012,0.0,-2.84180472612982
2690,bopha2012,1.074743527112848,6.873933029085663
2691,bopha2012,0.0,1.3283057556460323
2692,bopha2012,0.0,1.0017982507323815
2694,bopha2012,0.0439238653001464,3.6731271447245506
2695,bopha2012,2.047174009790832,8.115684180740818
2696,bopha2012,0.109938434476693,1.7664853314532039
2698,bopha2012,0.0,0.3106786378005757
2699,bopha2012,0.0,-0.04468993955397815
2700,bopha2012,0.0,0.1819765613986788
2701,bopha2012,0.0,1.3242254820807027
2702,bopha2012,0.0,0.9372112020597543
2703,bopha2012,0.0,1.582335900835762
2704,bopha2012,0.0,0.45605619674006803
2705,bopha2012,0.0070308654995429,1.9787373094498442
2706,bopha2012,1.1371020142949968,10.575347280610497
2709,bopha2012,0.0236658383623239,5.353879121917089
2711,bopha2012,0.0,1.1320930935094697
2712,bopha2012,0.0,-3.1929817268851584
2713,bopha2012,0.0,1.8345849340050497
2714,bopha2012,0.0,-2.642076328750344
2717,bopha2012,1.9644821625019644,10.862040981186981
2719,bopha2012,0.0,1.3087892446638065
2720,bopha2012,0.0635324015247776,-0.8418042686977096
2721,bopha2012,0.0,0.331615724646638
2725,bopha2012,0.0,-0.1952309993929906
2726,bopha2012,0.0,-0.443398370011284
2727,bopha2012,0.0,1.8484742899941926
2728,bopha2012,0.0,1.1633944771187803
2729,bopha2012,1.287793952967525,11.669064827801193
2731,bopha2012,0.0,1.1366651651546045
2733,bopha2012,0.1356852103120759,12.05598611424846
2734,bopha2012,0.0,0.14051487833804277
2735,bopha2012,0.0,-1.2822343299346426
2736,bopha2012,0.0,-2.855414774162829
2737,bopha2012,0.0,-3.1993648089923123
2738,bopha2012,0.0,-1.3765653002262255
2743,bopha2012,0.0,1.3896663438661827
2744,bopha2012,0.0,0.07926575319988904
2745,bopha2012,0.0,-1.4201228305157145
2747,bopha2012,0.0,-2.743955148381059
2748,bopha2012,0.0,1.679245337743657
2749,bopha2012,0.0,0.6938009072791207
2753,bopha2012,0.0,1.9665469355087595
2755,bopha2012,0.0,0.08317025034058734
2756,bopha2012,0.0,1.8050968260581275
2757,bopha2012,0.0,-2.6787808599494607
2758,bopha2012,0.0,0.20834995150531643
2759,bopha2012,0.0,1.7557935510597078
2760,bopha2012,0.0,1.9528795262702872
2761,bopha2012,0.0,1.3940344397933293
2762,bopha2012,0.0,0.505318043177871
2764,bopha2012,0.0,0.06741094674293446
2765,bopha2012,0.0,-0.3704595193857063
2767,bopha2012,0.0,-0.5996272415100243
2768,bopha2012,28.993678455492912,12.466173277766844
2769,bopha2012,0.0,1.436847683281795
2770,bopha2012,0.0,-0.37863774508134673
2771,bopha2012,0.0,1.6114697414198123
2772,bopha2012,0.0,-0.06887259889253139
2773,bopha2012,0.0,-1.0651072104943378
2775,bopha2012,0.0506585612968591,-0.8437264287626984
2776,bopha2012,0.0,0.42464676025337234
2777,bopha2012,0.0,-1.3911032683930245
2778,bopha2012,1.5294117647058825,8.806721383962167
2779,bopha2012,0.0,1.6681592591945629
2781,bopha2012,0.0,1.8345849340050497
2782,bopha2012,0.0,-0.11039001238699697
2783,bopha2012,0.0104231811548884,-0.9212553507782975
2784,bopha2012,0.0,0.6504584051734454
2785,bopha2012,0.0,-0.0697796366095762
2786,bopha2012,0.0,-1.1696198071949784
2788,bopha2012,0.0,1.0960052504967868
2789,bopha2012,0.6201194304088194,3.3003658818903796
2791,bopha2012,0.0,0.17119717689360892
2792,bopha2012,0.0,0.35993373074269464
2794,bopha2012,0.0,1.2777154327922133
2795,bopha2012,0.0,0.3544852474644826
2796,bopha2012,0.0,-0.9710003278119874
2803,bopha2012,0.0150784077201447,3.104824802792127
2805,bopha2012,0.0089405453732677,2.896490896731887
2810,bopha2012,0.0,1.1840959439922152
2811,bopha2012,0.0,0.3281511084815856
2818,bopha2012,0.8016347060672745,11.579984138348799
2820,bopha2012,0.0,0.3918228769113723
2827,bopha2012,0.0,-0.49291838881510186
2828,bopha2012,0.0,0.9787248040465295
2831,bopha2012,0.0,0.9001066757731726
2832,bopha2012,0.0,1.2020671779716503
2833,bopha2012,0.2110817941952506,6.239903711965603
2834,bopha2012,0.0,0.9630262563818919
2841,bopha2012,0.4688063469166967,12.640111194485497
2842,bopha2012,0.0,-1.48552860944196
2844,bopha2012,0.0028925141733194,0.36231258290621593
2845,bopha2012,0.0,1.3018536759877435
2852,bopha2012,0.0,0.761797907162638
2855,bopha2012,16.229862947823996,4.630510657710156
2857,bopha2012,0.0392772977219167,8.199678702776923
2858,bopha2012,0.0180061220815077,13.167553311931185
2860,bopha2012,0.0,1.354395031575148
2861,bopha2012,3.031784841075795,6.810383178383418
2863,bopha2012,0.0856408792463602,9.660006580051745
2865,bopha2012,0.0070067264573991,1.4029367163835964
2866,bopha2012,0.0564971751412429,5.630275417473566
2871,bopha2012,0.049455984174085,4.462230718409769
2874,bopha2012,0.0,-0.05916347356328977
2877,bopha2012,0.0,-0.6102697407779201
2879,bopha2012,0.0,1.0477033750671856
2880,bopha2012,0.2013085052843482,4.462230718409769
2881,bopha2012,3.4090909090909087,3.170455878342886
2882,bopha2012,5.302319764897143,8.99519770976904
2883,bopha2012,0.0,-0.07260334740122687
2884,bopha2012,0.0,1.348124596961899
2885,bopha2012,0.0,0.9196897426222144
2888,bopha2012,0.0,1.1299724688168435
2890,bopha2012,0.0,0.33327689932703475
2891,bopha2012,0.0,-1.4313636790807331
2897,bopha2012,47.57701773741832,11.93351833818013
2900,bopha2012,0.0,0.6927995274140679
2902,bopha2012,0.0,0.7062368539482051
2904,bopha2012,0.0386100386100386,1.639063349874914
2906,bopha2012,0.0,0.6536174102565111
2907,bopha2012,0.0,1.008612801291263
2908,bopha2012,0.0091332541784637,4.607578341342725
2912,bopha2012,0.0,-1.2703848023270328
2914,bopha2012,0.1546072974644403,6.477576458406661
2916,bopha2012,0.0,-1.1607282911832195
2919,bopha2012,0.0,-1.633501423151151
2921,bopha2012,0.0181290790427846,-0.795898749678889
2923,bopha2012,0.0,-2.7843262403560205
2924,bopha2012,0.0,-1.4729939914799455
2926,bopha2012,0.0,0.12798982465239161
2927,bopha2012,0.0,1.7301741815432283
2929,bopha2012,34.73188483356523,13.347730425109178
2930,bopha2012,2.3547040565128974,13.347730425109178
2932,bopha2012,0.0117398450340455,12.365858132329922
2933,bopha2012,0.0,0.039160198669903945
2934,bopha2012,0.0,-0.058650574932381794
2935,bopha2012,0.0,1.3087892446638065
2937,bopha2012,0.0,1.2280128254964113
2940,bopha2012,0.0,1.6518137502859531
24629,conson2010,0.0384319754035357,2.913246058694922
24631,conson2010,0.0,-0.07329509507753507
24632,conson2010,0.0,-1.7277595562293142
24633,conson2010,0.0282565696524441,3.531423977577277
24634,conson2010,0.0,3.599643218294643
24637,conson2010,0.0,3.8674321329357486
24639,conson2010,0.0,-1.7079624045134059
24641,conson2010,0.0,-1.5622536763846657
24654,conson2010,0.4415188247571647,6.053756457431928
24665,conson2010,0.0,-1.7876365503203084
24671,conson2010,0.073251466756964,5.3663941542387485
24681,conson2010,0.0146957970020574,2.6314020104442664
24684,conson2010,0.0218340611353711,3.3076608789944935
24690,conson2010,0.0,-1.840102515351078
24696,conson2010,0.2965525763005066,6.198526952696098
24699,conson2010,0.0,-1.9793306973531584
24711,conson2010,0.306932674984987,4.072425255318678
24715,conson2010,0.0,-1.7377300448375794
24718,conson2010,0.0659334072586687,6.053756457431928
24719,conson2010,0.0,-0.42783880349241876
24730,conson2010,0.0,-2.0214707376833214
24734,conson2010,0.0,-0.05545146943849977
24746,conson2010,0.0,-1.8545714419336568
24753,conson2010,0.0,-1.1326277355326213
24754,conson2010,0.0,-1.7219769857235192
