,typhoon,actual,predicted
0,durian2006,3.632567849686848,0.0
4,durian2006,0.2721088435374149,0.0
9,durian2006,0.0,0.0
10,durian2006,1.0535557506584723,0.0
11,durian2006,39.36437134095344,0.0
12,durian2006,16.58583899127061,0.0
14,durian2006,9.343853820598008,0.0
15,durian2006,0.1723840717117738,0.0
20,durian2006,47.140814867762685,0.0
22,durian2006,0.5617977528089888,0.0
23,durian2006,0.1112803868318208,0.0
24,durian2006,50.15432098765432,0.0
25,durian2006,51.07372149656852,76.85810927522853
26,durian2006,0.004940467368213,0.0
30,durian2006,2.750553272209927,0.0
32,durian2006,21.679744260389423,74.20572251860548
33,durian2006,0.0,0.0
35,durian2006,2.957242418534564,0.0
36,durian2006,43.8522070576663,0.0
37,durian2006,11.585818127874202,0.0
39,durian2006,0.7190160832544938,0.0
40,durian2006,49.62791891198358,0.0
42,durian2006,20.945113002641623,0.0
49,durian2006,44.2051073630021,0.0
50,durian2006,25.50137217648301,72.08435018283105
51,durian2006,6.396453451551615,72.08435018283105
52,durian2006,12.916188289322616,0.0
55,durian2006,5.56792873051225,0.0
56,durian2006,9.17306052855925,0.0
59,durian2006,4.881489841986456,0.0
68,durian2006,0.936551906080992,0.0
71,durian2006,16.864523587212663,0.0
76,durian2006,32.343006573929465,0.0
77,durian2006,0.0267193929353925,0.0
79,durian2006,0.3275466754012447,0.0
83,durian2006,0.0,0.0
84,durian2006,20.27512612972306,0.0
85,durian2006,1.544917032233454,0.0
86,durian2006,0.417762648924648,0.0
88,durian2006,19.17497733454216,72.60684331164946
90,durian2006,4.377699254024343,0.0
91,durian2006,2.963611354257847,0.0
94,durian2006,2.947405577126721,0.0
95,durian2006,14.105504587155965,0.0
96,durian2006,0.3684312584836145,0.0
97,durian2006,14.76037839105621,0.0
100,durian2006,28.537076389665582,0.0
102,durian2006,0.0333194502290712,0.0
105,durian2006,1.3675922088686283,0.0
108,durian2006,0.0074732830132277,0.0
109,durian2006,55.73340330621884,0.0
112,durian2006,1.3693076888428448,0.0
113,durian2006,13.636363636363637,0.0
117,durian2006,11.265294302193691,0.0
120,durian2006,20.665724199974296,0.0
121,durian2006,14.326369575059829,0.0
123,durian2006,0.0,0.0
127,durian2006,0.0,0.0
128,durian2006,0.1507970702283498,0.0
130,durian2006,0.0086590582408257,0.0
133,durian2006,3.187535734705546,0.0
135,durian2006,1.249788887012329,0.0
138,durian2006,18.149332330261423,73.89630718235395
141,durian2006,76.77131157711875,0.0
142,durian2006,71.8096019696348,0.0
144,durian2006,0.3531073446327684,0.0
145,durian2006,59.86946202531646,0.0
148,durian2006,0.0,0.0
150,durian2006,1.6293279022403258,0.0
154,durian2006,1.1049723756906076,0.0
155,durian2006,28.178895059924,0.0
156,durian2006,3.02956564058888,0.0
159,durian2006,4.927086029855897,0.0
160,durian2006,18.499000545157188,0.0
161,durian2006,7.218992248062015,0.0
165,durian2006,11.75659962964558,0.0
166,durian2006,49.30179538330008,0.0
167,durian2006,100.0,0.0
169,durian2006,0.1483954739380449,0.0
171,durian2006,0.0700525394045534,0.0
175,durian2006,0.8043665613329504,0.0
178,durian2006,2.242366412213741,0.0
179,durian2006,7.573492775286497,0.0
181,durian2006,39.286440333401096,0.0
184,durian2006,10.56149732620321,0.0
185,durian2006,13.841213597608238,0.0
186,durian2006,0.0,0.0
187,durian2006,21.328819297503173,0.0
188,durian2006,1.6448672215616331,0.0
190,durian2006,1.4444852491124986,0.0
191,durian2006,26.22608313173521,0.0
192,durian2006,18.152550767706785,0.0
194,durian2006,5.451037144235408,0.0
196,durian2006,6.263550951577932,0.0
197,durian2006,35.86206896551724,0.0
201,durian2006,0.1732701859766662,0.0
204,durian2006,0.2435987657662534,0.0
205,durian2006,47.315387937239095,0.0
208,durian2006,45.4747580434214,76.31870052318351
210,durian2006,25.50596063210424,0.0
213,durian2006,2.1053855996277773,74.98675237052653
216,durian2006,0.0,0.0
217,durian2006,0.0634115409004438,0.0
219,durian2006,53.350940904588974,70.75544913937628
221,durian2006,0.2012072434607646,0.0
224,durian2006,28.078215704246865,0.0
226,durian2006,4.753651894033176,0.0
227,durian2006,0.2506265664160401,0.0
229,durian2006,3.321060936208581,0.0
230,durian2006,1.62016201620162,0.0
233,durian2006,0.0,0.0
234,durian2006,51.46325016857721,0.0
236,durian2006,0.0673026277286826,0.0
238,durian2006,1.3732185273159143,0.0
239,durian2006,9.516214779372676,0.0
241,durian2006,0.0084033613445378,0.0
247,durian2006,0.4363722137044463,0.0
249,durian2006,0.0314084443846188,0.0
250,durian2006,60.14505417686124,0.0
251,durian2006,11.644196731189274,0.0
253,durian2006,38.123006833712985,0.0
254,durian2006,3.223924142961342,0.0
260,durian2006,5.07179249652617,0.0
262,durian2006,38.37411418638855,0.0
265,fengshen2008,0.0,0.0
266,fengshen2008,15.050697084917616,0.0
268,fengshen2008,0.0128106584678452,0.0
271,fengshen2008,1.4964643973030751,0.0
273,fengshen2008,0.0090702947845804,0.0
275,fengshen2008,0.0,0.0
277,fengshen2008,6.41025641025641,0.0
283,fengshen2008,1.8582755203171455,0.0
284,fengshen2008,1.3445378151260503,0.0
291,fengshen2008,7.681671531725303,0.0
297,fengshen2008,0.0,0.0
299,fengshen2008,0.6240465954791291,0.0
