,year,actual,predicted,typhoon
1236,,0.4534815681685196,1.1092806,fengshen2008
1237,,0.351288056206089,4.6734576,fengshen2008
1238,,15.39298143851508,6.080005,fengshen2008
1244,,0.0,0.14748256,fengshen2008
1245,,0.0842967244701348,0.8198825,fengshen2008
1251,,0.0,0.11774896,fengshen2008
1252,,1.5854374633000587,2.3764138,fengshen2008
1253,,24.76945569050832,3.2986922,fengshen2008
1254,,1.1889862327909888,1.6943953,fengshen2008
1257,,1.1287171695246363,2.8593183,fengshen2008
1260,,0.0,0.14906685,fengshen2008
1266,,0.0,0.121661015,fengshen2008
1270,,0.0,0.11774896,fengshen2008
1271,,0.0,0.118574426,fengshen2008
1272,,0.0,0.13466533,fengshen2008
1273,,0.0,0.11774896,fengshen2008
1276,,0.0,0.13315777,fengshen2008
1277,,1.9309202141218456,1.7672577,fengshen2008
1278,,0.0,0.13109158,fengshen2008
1279,,0.0,0.121661015,fengshen2008
1282,,0.0,0.1443254,fengshen2008
1289,,0.0,0.12340764,fengshen2008
1290,,7.015477792732167,1.8143517,fengshen2008
1294,,0.7316262055204523,7.3002934,fengshen2008
1296,,14.035337703049304,0.91340995,fengshen2008
1300,,2.0020486078778283,0.99566865,fengshen2008
1302,,6.101403609281008,5.3205457,fengshen2008
1305,,3.050640634533252,4.081682,fengshen2008
1307,,0.2477291494632535,3.081776,fengshen2008
1312,,0.0,0.11774896,fengshen2008
1313,,0.0,0.13232134,fengshen2008
1315,,0.7675194660734149,1.7193428,fengshen2008
1322,,0.0,1.3219354,fengshen2008
1324,,0.3618561089825458,3.6965518,fengshen2008
1328,,3.5729847494553377,0.46078378,fengshen2008
1334,,0.0,0.8857809,fengshen2008
1335,,0.0,0.13232134,fengshen2008
1338,,0.0,0.12091841,fengshen2008
1340,,0.0,1.8568786,fengshen2008
1344,,0.0,0.13025662,fengshen2008
1345,,0.0,0.121661015,fengshen2008
1348,,2.888047593293672,8.29148,fengshen2008
1349,,2.8136468669294548,5.327837,fengshen2008
1352,,0.0102490519626934,0.54924387,fengshen2008
1356,,1.013342340820807,1.8039705,fengshen2008
1358,,0.0,0.1602784,fengshen2008
1360,,5.897617362585515,4.611373,fengshen2008
1361,,0.0,0.29459074,fengshen2008
1363,,16.904378023068336,7.4186573,fengshen2008
1369,,0.1737921445950643,2.0654657,fengshen2008
1374,,0.0,0.16485094,fengshen2008
1375,,0.0,0.6150543,fengshen2008
1378,,0.5569306930693069,1.6674386,fengshen2008
1379,,8.978280819822576,15.227523,fengshen2008
1383,,0.0554763036931367,2.550629,fengshen2008
1384,,0.0,0.12313845,fengshen2008
1390,,0.0,0.12340764,fengshen2008
1394,,0.2277196977538557,4.3346515,fengshen2008
1395,,0.0,0.121661015,fengshen2008
1397,,0.0229252636405318,5.2041965,fengshen2008
1403,,0.017826900793297,0.89674056,fengshen2008
1406,,7.550969041026932,4.2506127,fengshen2008
1408,,0.0,0.12467215,fengshen2008
1414,,0.963275135460566,4.383634,fengshen2008
1416,,0.0,1.142043,fengshen2008
1420,,1.4361467079098542,2.2877538,fengshen2008
1424,,1.7981201471189212,3.696178,fengshen2008
1426,,0.7754342431761787,5.1102333,fengshen2008
1428,,0.0,0.13149588,fengshen2008
1429,,2.2101191885705265,6.977901,fengshen2008
1434,,0.2435273006921302,9.54432,fengshen2008
1435,,0.0,1.2535994,fengshen2008
1436,,0.0427380867583161,0.8939372,fengshen2008
1437,,0.4808112597255005,4.6691127,fengshen2008
1439,,5.741818911865088,1.4168724,fengshen2008
1444,,0.0647584509778526,2.6147027,fengshen2008
1445,,0.2798393965202579,2.936205,fengshen2008
1449,,0.0,0.53301394,fengshen2008
1451,,0.0,9.016303,fengshen2008
1453,,0.9452037297228254,3.0401351,fengshen2008
1456,,0.0,0.12443472,fengshen2008
1457,,0.138048908756245,1.5449041,fengshen2008
1460,,0.0,0.12340764,fengshen2008
1461,,0.0,1.135554,fengshen2008
1463,,0.0,0.14961247,fengshen2008
1465,,0.0,0.8490742,fengshen2008
1467,,0.0,0.12091841,fengshen2008
1469,,1.163185600271693,3.7374008,fengshen2008
1470,,0.599880023995201,1.4891417,fengshen2008
1471,,8.743068391866913,7.5648537,fengshen2008
1474,,0.0,0.12483046,fengshen2008
1475,,0.22933275090095,0.87872344,fengshen2008
1476,,49.29078014184397,3.140532,fengshen2008
1480,,0.1404987706357569,4.950295,fengshen2008
1485,,0.0952728452120327,0.92367184,fengshen2008
1487,,0.742463990496461,1.2491181,fengshen2008
1489,,10.37553232675184,2.9234812,fengshen2008
1491,,0.0092747171211278,1.3898258,fengshen2008
1492,,0.1105990783410138,1.6557232,fengshen2008
1493,,0.2685347343841214,1.9726617,fengshen2008
1495,,0.1461225341822356,1.4135722,fengshen2008
1496,,0.0,0.16867083,fengshen2008
1497,,0.0,1.3485711,fengshen2008
1498,,0.0,0.12521681,fengshen2008
1499,,0.0855724798904672,6.828707,fengshen2008
1503,,0.0064168377823408,2.181975,fengshen2008
1504,,0.318758228812972,1.501667,fengshen2008
1508,,8.539038215395868,10.144418,fengshen2008
1514,,0.667531985907658,1.8133498,fengshen2008
1517,,2.9608704749947687,4.138978,fengshen2008
1520,,0.0,0.12688057,fengshen2008
1523,,0.0,0.11774896,fengshen2008
1527,,0.0,0.12091841,fengshen2008
1529,,0.0,0.16569406,fengshen2008
1532,,1.1826697892271665,0.8387799,fengshen2008
1533,,9.304888608990003,5.9636245,fengshen2008
1534,,0.0,0.12483046,fengshen2008
1536,,0.0,0.121661015,fengshen2008
1537,,1.3778100072516315,3.708624,fengshen2008
1538,,0.0,0.12340764,fengshen2008
1539,,0.0,0.121661015,fengshen2008
1540,,0.0,0.121661015,fengshen2008
1541,,0.3178527282359173,1.7414193,fengshen2008
1544,,9.77711181869264,13.777416,fengshen2008
1547,,0.0,0.1284093,fengshen2008
1551,,20.39258451472192,6.589282,fengshen2008
1552,,0.1296613246200923,1.6208539,fengshen2008
1554,,0.0,0.13114111,fengshen2008
1556,,0.0,0.1263079,fengshen2008
1558,,0.1708104004554944,4.448575,fengshen2008
1559,,4.320253666270313,4.6079283,fengshen2008
1560,,1.7345399698340875,10.357217,fengshen2008
1567,,2.3856502242152464,4.3102026,fengshen2008
1569,,0.0,0.88958085,fengshen2008
1571,,3.4125839031428398,12.913934,fengshen2008
1575,,4.067993607438617,6.437644,fengshen2008
1578,,0.0,0.12083554,fengshen2008
1583,,0.0,0.121661015,fengshen2008
1589,,0.0,6.5530815,fengshen2008
1591,,0.0,0.12340764,fengshen2008
1593,,0.0,0.13593148,fengshen2008
1597,,0.0,0.12340764,fengshen2008
1599,,0.1239771881973716,0.11774896,fengshen2008
1602,,0.0,0.12532546,fengshen2008
1609,,0.015401794309037,1.3270718,fengshen2008
1613,,0.0,0.12889293,fengshen2008
1615,,8.964629535276607,4.1044555,fengshen2008
1616,,0.0,0.13426103,fengshen2008
1619,,0.0,0.12451758,fengshen2008
1620,,0.0,0.13549079,fengshen2008
1624,,0.0,0.13598578,fengshen2008
1625,,0.0,0.3688537,fengshen2008
1627,,0.0,0.13426103,fengshen2008
1628,,0.8652182272639877,5.8919587,fengshen2008
1629,,0.0,0.12083554,fengshen2008
1634,,0.0,0.14381813,fengshen2008
1639,,0.1975169300225733,5.877196,fengshen2008
1647,,3.928133020868207,9.532044,fengshen2008
1648,,0.0,0.13232134,fengshen2008
1649,,2.349698083486479,1.8422493,fengshen2008
1650,,0.0,0.14830166,fengshen2008
1652,,0.0537153088630259,0.53301394,fengshen2008
1658,,0.0327546675401244,0.9726458,fengshen2008
1663,,0.0,0.12083554,fengshen2008
1664,,0.0,0.21669038,fengshen2008
1666,,0.0,0.12899211,fengshen2008
1671,,0.0,0.11774896,fengshen2008
1675,,0.1985738785088907,0.7709207,fengshen2008
1680,,2.750593119810202,0.67374283,fengshen2008
1687,,0.0,0.15868342,fengshen2008
1689,,0.1813351326276726,1.5431203,fengshen2008
1692,,0.0,0.121661015,fengshen2008
1693,,1.27862027951234,12.19569,fengshen2008
1695,,0.0166917042230011,1.1330985,fengshen2008
1702,,0.0,0.12340764,fengshen2008
1705,,0.0,0.12083554,fengshen2008
1706,,0.0,0.13626811,fengshen2008
1710,,9.62176509621765,1.295105,fengshen2008
1717,,0.0,0.13894755,fengshen2008
1721,,0.0,0.12483046,fengshen2008
1722,,0.0,1.3517036,fengshen2008
1723,,0.0068544794022893,0.84614915,fengshen2008
1727,,0.0,0.121661015,fengshen2008
1729,,1.986408782017773,5.240383,fengshen2008
1730,,10.639914880680957,3.4318888,fengshen2008
1734,,1.6148325358851676,8.889991,fengshen2008
1737,,0.0,0.1717966,fengshen2008
1740,,0.0,0.17096797,fengshen2008
1745,,0.0,0.22815034,fengshen2008
1748,,0.1404234876759912,1.3591,fengshen2008
1758,,0.0,0.19864403,fengshen2008
1760,,0.0,0.12340764,fengshen2008
1761,,0.0534664052753519,5.0869126,fengshen2008
1762,,0.0,0.21323878,fengshen2008
1764,,0.0,0.12340764,fengshen2008
1767,,5.531914893617021,7.359638,fengshen2008
1769,,0.0,0.14137997,fengshen2008
1773,,0.0,0.40334564,fengshen2008
1775,,0.0,0.14830166,fengshen2008
1777,,0.0,0.13114111,fengshen2008
1780,,0.0,0.12083554,fengshen2008
1784,,0.0,0.12340764,fengshen2008
1788,,4.552898788077301,15.791045,fengshen2008
1789,,1.455570797134583,6.3035684,fengshen2008
1790,,0.8632293556504945,1.9811431,fengshen2008
1791,,0.0,0.13293606,fengshen2008
1794,,2.7366306803916647,1.7745577,fengshen2008
1797,,2.6998331563779767,1.3309504,fengshen2008
1799,,0.1409017713365539,2.5292768,fengshen2008
1801,,0.0,0.1723904,fengshen2008
1802,,0.0,7.403791,fengshen2008
1804,,0.0,0.7031481,fengshen2008
1807,,0.0,0.16744068,fengshen2008
1808,,0.52916416115454,1.0810732,fengshen2008
1818,,0.0,0.12340764,fengshen2008
1820,,0.0,0.12292553,fengshen2008
1826,,0.0,9.62988,fengshen2008
1830,,2.0163754124404254,4.2406745,fengshen2008
1831,,0.1678908709338929,5.3044224,fengshen2008
1833,,0.1258851298190401,7.9680457,fengshen2008
1834,,0.4420580932964614,1.9216421,fengshen2008
1835,,0.0,0.13839234,fengshen2008
1836,,0.0,10.285311,fengshen2008
1847,,0.0,9.843935,fengshen2008
1854,,0.0,1.8447819,fengshen2008
1855,,0.0274908691041903,0.8976355,fengshen2008
1856,,6.646341463414634,3.7896662,fengshen2008
1857,,0.0,0.11774896,fengshen2008
1859,,0.2893997023317347,1.8595444,fengshen2008
1861,,0.0,1.0890076,fengshen2008
1864,,0.0,0.12340764,fengshen2008
1868,,5.133964383122092,1.7050986,fengshen2008
1870,,2.781118460613349,0.9872961,fengshen2008
1872,,0.0,0.121413395,fengshen2008
1873,,0.0,0.12091841,fengshen2008
1877,,0.0145708873670406,1.0695585,fengshen2008
1879,,0.1192368839427662,1.8229318,fengshen2008
1880,,0.0,0.48264313,fengshen2008
1882,,0.0583515681983953,3.895059,fengshen2008
1885,,0.0,0.12340764,fengshen2008
1892,,0.0,0.12923476,fengshen2008
1894,,0.8264462809917356,0.94286025,fengshen2008
1895,,0.0200347268598904,1.3148011,fengshen2008
1897,,0.0,0.13894755,fengshen2008
1898,,0.0,0.121661015,fengshen2008
1899,,0.628930817610063,7.247456,fengshen2008
1903,,9.397278029812057,4.166012,fengshen2008
1905,,0.2514305531472169,4.7849774,fengshen2008
1906,,3.830402312695736,4.7394295,fengshen2008
1907,,0.0,0.33801278,fengshen2008
1913,,0.6690241804453789,3.0709357,fengshen2008
1914,,13.848224802288406,9.231826,fengshen2008
1917,,0.0,0.12134813,fengshen2008
1918,,0.0,0.1288736,fengshen2008
1922,,90.62927496580028,0.82352966,fengshen2008
1923,,4.152568440479852,7.6108522,fengshen2008
2942,,0.0,0.5283323,fung-wong2014
2945,,0.0820650552074007,0.36039463,fung-wong2014
2951,,0.0677966101694915,0.4638295,fung-wong2014
2953,,0.0282885431400282,0.29903752,fung-wong2014
2958,,0.0094153092929102,0.38315922,fung-wong2014
2964,,0.0129584035246857,0.42515782,fung-wong2014
2965,,0.4127115146512587,0.3840759,fung-wong2014
2966,,0.1397624039133473,0.51756483,fung-wong2014
2970,,0.0022796958885684,0.26251066,fung-wong2014
2971,,0.2360080917060013,0.44940847,fung-wong2014
2981,,0.091767173571054,0.6706053,fung-wong2014
2982,,0.1854083619171224,0.69875526,fung-wong2014
2983,,0.0,0.08180724,fung-wong2014
2984,,0.081799591002045,0.6511761,fung-wong2014
2985,,0.0,0.3122236,fung-wong2014
2986,,0.4019709543568464,0.9238492,fung-wong2014
2991,,0.006032454605779,0.39884058,fung-wong2014
2992,,0.117820324005891,0.31023356,fung-wong2014
3003,,0.0,0.6718056,fung-wong2014
3009,,0.042517006802721,0.3001854,fung-wong2014
3010,,0.0,0.3001854,fung-wong2014
3015,,0.019723865877712,0.4745187,fung-wong2014
3019,,0.9374208259437548,0.71472067,fung-wong2014
3020,,0.0,0.03186836,fung-wong2014
3024,,1.8063918480778136,0.7134274,fung-wong2014
3032,,0.2105604146420473,0.3312217,fung-wong2014
3033,,0.2012822424332787,0.60676825,fung-wong2014
3035,,0.0035826884494124,0.34009656,fung-wong2014
3039,,0.1980911219160814,0.7221143,fung-wong2014
3043,,0.4514672686230248,0.38286865,fung-wong2014
3047,,0.0,0.82323015,fung-wong2014
3056,,0.0238265427686442,0.35550502,fung-wong2014
3059,,0.1207729468599033,0.7045495,fung-wong2014
3060,,0.0,0.18280745,fung-wong2014
3075,,0.0,0.6345338,fung-wong2014
3089,,0.0181290790427846,0.3402017,fung-wong2014
3091,,0.0,0.4846705,fung-wong2014
3092,,0.0902255639097744,0.71249807,fung-wong2014
3095,,0.0,0.667746,fung-wong2014
3096,,0.0328083989501312,0.66750574,fung-wong2014
3097,,0.0253549695740365,0.2766287,fung-wong2014
3104,,0.0129148908691721,0.42245746,fung-wong2014
3107,,0.0,0.6346352,fung-wong2014
3109,,0.0094184129974099,0.3592049,fung-wong2014
3111,,0.1472754050073637,0.38886547,fung-wong2014
3112,,0.1157407407407407,0.44022143,fung-wong2014
3113,,0.1099035291244352,0.56538206,fung-wong2014
3120,,16.84342729556238,0.72266924,fung-wong2014
3125,,0.2074688796680498,0.5814294,fung-wong2014
3130,,0.5358509823934677,0.36858746,fung-wong2014
3134,,0.338409475465313,0.73796123,fung-wong2014
3136,,0.0,0.35682625,fung-wong2014
3138,,1.6970327954190525,0.6533753,fung-wong2014
3141,,4.36702649656526,0.39996096,fung-wong2014
3142,,0.1474110926847245,0.4774344,fung-wong2014
3150,,0.0551876379690949,0.9831244,fung-wong2014
3154,,0.0,0.24502626,fung-wong2014
3159,,0.0,0.3921086,fung-wong2014
3160,,0.1538461538461538,0.68937063,fung-wong2014
3162,,0.0,0.4485596,fung-wong2014
3169,,0.0,0.29389256,fung-wong2014
3191,,0.0,0.6312593,fung-wong2014
3192,,0.2653927813163482,0.67376226,fung-wong2014
3194,,0.0,0.42386168,fung-wong2014
3196,,7.424867413081909,0.83423483,fung-wong2014
3198,,0.0,0.8036998,fung-wong2014
3202,,2.6174605755161764,0.72340757,fung-wong2014
3203,,0.0118175372252422,0.46562332,fung-wong2014
3204,,0.0,0.73384464,fung-wong2014
3211,,0.0254906958959979,1.2174586,fung-wong2014
3215,,0.1614205004035512,1.1420243,fung-wong2014
3216,,1.4125316914161534,0.7134274,fung-wong2014
3218,,0.8792497069167644,0.9251423,fung-wong2014
3222,,0.542311603208677,0.5719617,fung-wong2014
3223,,0.3224939532383767,0.33724403,fung-wong2014
3225,,0.0,0.7545267,fung-wong2014
3226,,0.9025270758122744,0.70838785,fung-wong2014
3231,,8.335273573923166,0.642969,fung-wong2014
3232,,0.5405405405405406,0.7221143,fung-wong2014
3236,,0.0,0.4611653,fung-wong2014
3237,,0.0178762960314622,0.74606174,fung-wong2014
3239,,0.0,0.60371494,fung-wong2014
3245,,0.0,0.69643646,fung-wong2014
3247,,0.0798296966471527,0.32304472,fung-wong2014
3248,,0.0,0.4970369,fung-wong2014
3249,,0.0,0.5938244,fung-wong2014
3251,,0.0824305228450306,0.5567539,fung-wong2014
3255,,0.0,0.6763066,fung-wong2014
3259,,0.2224075618571031,0.2826913,fung-wong2014
3261,,0.0,0.2962874,fung-wong2014
3272,,0.1890359168241966,0.7273407,fung-wong2014
3273,,0.0,0.08838907,fung-wong2014
3277,,0.0,0.36479774,goni2015
3285,,0.108499095840868,0.4247587,goni2015
3287,,0.0259168070493715,0.48481107,goni2015
3290,,0.4345936549326379,0.33931914,goni2015
3291,,0.1003386429198545,0.48494908,goni2015
3293,,0.0092704180958561,1.6713771,goni2015
3294,,0.0282965478211658,1.7754604,goni2015
3295,,0.0,0.83318,goni2015
3299,,0.0,0.27898765,goni2015
3307,,0.042517006802721,0.5021812,goni2015
3313,,0.0,0.39103732,goni2015
3315,,0.0743080066877206,0.32721666,goni2015
3318,,0.0,0.805819,goni2015
3323,,0.0,0.40937343,goni2015
3324,,0.0182949140139041,0.24990359,goni2015
3331,,0.0,1.8784881,goni2015
3346,,12.324929971988796,0.50475854,goni2015
3354,,0.0,1.7252078,goni2015
3359,,0.2314814814814814,0.36483526,goni2015
3368,,0.1020668537892319,0.8070598,goni2015
3375,,0.0921319329279528,0.46068788,goni2015
3380,,0.2225932109070673,0.33149976,goni2015
3381,,0.015525539512498,0.4640819,goni2015
3385,,0.0205507603781339,0.36036748,goni2015
3389,,0.0,0.52577317,goni2015
3399,,0.0451467268623024,0.29792085,goni2015
3401,,0.2267573696145124,0.30158383,goni2015
3402,,0.0,0.28923473,goni2015
3407,,0.0,3.6549792,goni2015
3410,,0.0,2.6286077,goni2015
3418,,0.7243752263672582,2.6762056,goni2015
3419,,0.2145155523775473,0.4485982,goni2015
3421,,0.0647416806940308,0.4984649,goni2015
3424,,0.0,2.7191904,goni2015
3426,,0.5102040816326531,0.43399402,goni2015
3427,,0.0,0.5077317,goni2015
3431,,0.0893814801573114,1.8833013,goni2015
3434,,0.0,1.8600993,goni2015
3439,,0.0886262924667651,0.34579116,goni2015
3445,,0.0,0.3317791,goni2015
3448,,0.2217997465145754,2.6175551,goni2020
3450,,0.0,0.1336499,goni2020
3451,,0.0,0.3461641,goni2020
3452,,0.0,0.117528126,goni2020
3453,,0.0,0.14012453,goni2020
3456,,0.0,0.74895173,goni2020
3457,,0.0090702947845804,0.29450628,goni2020
3467,,0.0,0.12671112,goni2020
3469,,0.0196502259775987,0.51077884,goni2020
3477,,0.0,0.14529541,goni2020
3485,,0.0,0.12555139,goni2020
3491,,0.1040077659131881,0.71864533,goni2020
3493,,5.3731343283582085,6.376558,goni2020
3495,,14.092556453861166,4.241519,goni2020
3496,,0.0,0.14217803,goni2020
3503,,5.0664451827242525,1.1935811,goni2020
3504,,0.0,0.123748966,goni2020
3505,,0.0,0.12671112,goni2020
3506,,0.0,0.12860589,goni2020
3510,,0.0,0.12555139,goni2020
3512,,7.4987071194621615,5.1785483,goni2020
3513,,0.0,0.40600216,goni2020
3515,,0.0,0.15521456,goni2020
3516,,0.0,1.1729629,goni2020
3527,,0.0,0.21888605,goni2020
3528,,0.0,0.21939112,goni2020
3530,,0.0,0.13151115,goni2020
3532,,12.18336834301248,0.2700302,goni2020
3535,,0.9398496240601504,0.54919535,goni2020
3541,,0.0,0.1247608,goni2020
3542,,2.8200044062568845,0.9318302,goni2020
3545,,0.5431542690600781,0.5152143,goni2020
3546,,9.34156378600823,4.110136,goni2020
3547,,22.67489711934157,4.110136,goni2020
3550,,0.0345832715774912,0.46704456,goni2020
3551,,0.0,0.13789645,goni2020
3553,,0.0,0.12485876,goni2020
3555,,0.0,0.113610074,goni2020
3562,,0.0,0.23721156,goni2020
3565,,0.0711349984192222,0.5420996,goni2020
3569,,0.0,0.12201013,goni2020
3570,,8.020924149956409,2.7419548,goni2020
3572,,0.0,0.34261876,goni2020
3576,,1.7471128220313887,2.4918787,goni2020
3577,,0.133254367782055,2.4918787,goni2020
3579,,0.0,0.120421484,goni2020
3582,,16.365424812492314,6.0388856,goni2020
3583,,13.951935914552738,8.9135275,goni2020
3587,,0.0,0.5940722,goni2020
3589,,0.0,0.5114044,goni2020
3590,,0.0,0.13206126,goni2020
3591,,0.0,0.13169958,goni2020
3594,,0.0,0.1247608,goni2020
3595,,0.0,0.1564464,goni2020
3602,,7.569925583782397,1.9670593,goni2020
3607,,8.811270912826535,2.2951868,goni2020
3609,,0.0,0.114009574,goni2020
3610,,0.0149958761340631,0.53782,goni2020
3612,,0.3282475229469333,1.1458813,goni2020
3622,,1.7543859649122806,1.572029,goni2020
3623,,6.058686932657801,3.2075686,goni2020
3624,,0.0,0.13755581,goni2020
3626,,10.361653272101034,4.7661414,goni2020
3628,,0.0,0.22240904,goni2020
3630,,0.0564095332111126,0.5610232,goni2020
3634,,5.800769386515489,4.7666883,goni2020
3635,,4.569479965899403,1.8096097,goni2020
3641,,1.9528501055594647,0.39775893,goni2020
3643,,0.2038154247513452,0.5840702,goni2020
3646,,0.52524456700151,3.4655454,goni2020
3653,,0.0,0.12201013,goni2020
3657,,0.0,0.288055,goni2020
3667,,5.499977768885332,1.4915226,goni2020
3680,,0.0,0.14054726,goni2020
3685,,0.003180560414745,0.3836362,goni2020
3687,,0.3067571789700912,0.6319315,goni2020
3688,,21.39251080521556,2.751181,goni2020
3689,,0.021375514348314,0.23924056,goni2020
3691,,0.0387964479696525,0.48455626,goni2020
3700,,0.0,0.117528126,goni2020
3702,,0.0,0.24147041,goni2020
3705,,0.0,0.13011093,goni2020
3707,,0.0,0.13151115,goni2020
3708,,0.3639871946673683,0.34837136,goni2020
3710,,0.0,0.23721156,goni2020
3712,,1.2740009437044029,0.774185,goni2020
3714,,0.0,0.17202969,goni2020
3715,,1.7928666793820331,0.8211486,goni2020
3726,,0.2320903605136933,0.42982033,goni2020
3729,,0.5852516582130316,0.8691376,goni2020
3745,,8.29555757026292,5.057626,goni2020
3749,,10.031409501374164,0.58245033,goni2020
3750,,0.1500562711016631,0.5400987,goni2020
3753,,0.6706671373102718,2.6773283,goni2020
3758,,0.0,0.12848474,goni2020
3759,,42.48853211009174,5.5155864,goni2020
3762,,5.621139863966851,4.149332,goni2020
3765,,0.0,0.56097776,goni2020
3769,,4.949110837713902,0.88840616,goni2020
3771,,0.2134533287181262,2.8732533,goni2020
3783,,0.0,0.21123023,goni2020
3786,,5.60850946263296,3.9483626,goni2020
3800,,0.3138778865555638,0.49022666,goni2020
3801,,1.9155077407504597,2.0110388,goni2020
3802,,0.0452079566003616,0.6788556,goni2020
3808,,0.0,0.12860589,goni2020
3817,,0.0,0.12569928,goni2020
3818,,0.2117021755776766,0.37700477,goni2020
3819,,0.0,0.19878946,goni2020
3821,,2.1653543307086616,1.1036981,goni2020
3833,,0.0024133021212925,0.9893875,goni2020
3834,,0.9049882954847116,0.9893875,goni2020
3835,,0.0101858925388337,0.1324642,goni2020
3840,,0.0,0.41957542,goni2020
3843,,1.152379728398235,4.8535657,goni2020
3844,,7.703253347131492,4.5645638,goni2020
3848,,0.0,0.16316828,goni2020
3849,,0.0,0.2514371,goni2020
3852,,0.0,0.42828164,goni2020
3856,,0.5320692657444133,2.0886188,goni2020
3860,,0.0,0.39664963,goni2020
3864,,0.0,0.13053252,goni2020
3865,,0.0,0.12555139,goni2020
3866,,2.144082332761578,1.6818836,goni2020
3870,,0.119535519125683,0.12524985,goni2020
3874,,0.287113663232562,2.1093037,goni2020
3877,,0.0,0.27734208,goni2020
3879,,0.1888375996642887,0.23136769,goni2020
3881,,9.61068271581719,3.1963043,goni2020
3887,,0.0,0.113911614,goni2020
3890,,22.86884228812508,2.3110204,goni2020
3891,,34.45835043085761,12.322722,goni2020
3899,,0.0,0.12848474,goni2020
3900,,3.3030063291139244,2.5018296,goni2020
3904,,0.0,0.12665556,goni2020
3907,,0.0,0.12555139,goni2020
3914,,0.0,0.23434876,goni2020
3918,,0.0476774281433047,1.0267442,goni2020
3922,,0.0,0.117528126,goni2020
3924,,0.8558807288790724,1.2539222,goni2020
3931,,9.997076878105815,9.200265,goni2020
3934,,0.717848886725879,0.568196,goni2020
3941,,2.1658469238070586,2.4845667,goni2020
3943,,13.186746623054091,3.2421315,goni2020
3947,,0.0,0.117528126,goni2020
3950,,0.0,0.26847118,goni2020
3957,,0.0,0.3478008,goni2020
3959,,5.692504987175834,5.4519663,goni2020
3961,,9.204704866731412,9.668498,goni2020
3969,,0.4258614014711576,3.0692995,goni2020
3970,,0.0,0.26047048,goni2020
3971,,0.0184331797235023,0.4123193,goni2020
3972,,0.0233508464681844,0.5573182,goni2020
3987,,2.099236641221374,1.0011606,goni2020
3990,,7.424015944195316,1.0675277,goni2020
3997,,0.8781307269395235,0.43472764,goni2020
3999,,11.791014433828014,5.0652723,goni2020
4008,,0.8863906604691385,0.405607,goni2020
4011,,4.722622079503931,3.8627052,goni2020
4015,,3.808717731696995,1.8506597,goni2020
4017,,0.535077288941736,2.4373055,goni2020
4019,,0.0,0.17519529,goni2020
4022,,12.629206069936222,2.2743602,goni2020
4023,,0.0433839479392624,0.43752548,goni2020
4029,,11.342248637939576,1.8876665,goni2020
4031,,0.0838047349675256,2.9261518,goni2020
4033,,0.0,0.1247608,goni2020
4035,,0.0,0.13936067,goni2020
4043,,1.871035091945716,0.8523905,goni2020
4045,,0.0,0.1331514,goni2020
4046,,3.7728194726166326,2.0009863,goni2020
4047,,1.0433689503456949,0.44542184,goni2020
4054,,0.0,0.117528126,goni2020
4061,,0.0,0.12946941,goni2020
4064,,14.337123938390672,11.369318,goni2020
4066,,0.0,0.12671112,goni2020
4073,,1.6198079370588914,1.9457633,goni2020
4074,,13.667277007585666,33.69112,goni2020
4076,,0.011481715368276,0.16331038,goni2020
4080,,0.0,0.113911614,goni2020
4081,,0.0,0.14012453,goni2020
4084,,0.0,0.14101383,goni2020
4086,,6.68145273080122,7.846792,goni2020
4089,,2.400692091413741,1.6357836,goni2020
4090,,0.0,0.12671112,goni2020
4106,,0.0,0.113911614,goni2020
4108,,0.0118175372252422,0.19143125,goni2020
4112,,0.1902346227013316,0.43225476,goni2020
4120,,3.5874173559844644,0.5286332,goni2020
4129,,0.0427715996578272,0.3171747,goni2020
4130,,0.0,0.3214659,goni2020
4131,,1.2886421276304063,0.3214659,goni2020
4138,,0.0,0.2664929,goni2020
4147,,0.0,0.114009574,goni2020
4148,,0.0112981584001807,0.14953624,goni2020
4149,,0.0,0.16469637,goni2020
4150,,0.0036953549388418,0.25669733,goni2020
4156,,0.0,0.2831138,goni2020
4160,,0.0,0.19878946,goni2020
4171,,0.0,0.12151162,goni2020
4172,,4.450438300741739,1.2360815,goni2020
4174,,0.0,0.1247608,goni2020
4178,,0.0,0.1247608,goni2020
4181,,0.0292620120559489,0.50853676,goni2020
4183,,0.0,0.113911614,goni2020
4190,,1.2024940617577198,2.5127056,goni2020
4191,,1.116427432216906,0.9016881,goni2020
4195,,0.0,0.1336499,goni2020
4197,,0.0,0.13206126,goni2020
4198,,0.0,0.12671112,goni2020
4200,,0.0,0.12671112,goni2020
4201,,0.0,0.835193,goni2020
4211,,3.6208824288294488,0.6997465,goni2020
4212,,0.0,0.16227587,goni2020
4215,,0.0,0.14850506,goni2020
4216,,0.0309757356737222,0.22753052,goni2020
4217,,1.2803304078471864,0.22753052,goni2020
4231,,0.0538430475164894,0.2965005,goni2020
4233,,15.588954910870326,6.6686177,goni2020
4234,,4.044588385930557,5.1677313,goni2020
4237,,20.874715261959,11.655234,goni2020
4240,,0.0437636761487965,0.9424336,goni2020
4242,,0.0,0.12455163,goni2020
4243,,0.0,0.13206126,goni2020
4244,,0.0,0.13141973,goni2020
4248,,0.0162022034996759,2.377456,goni2020
4249,,0.0,0.12524985,goni2020
