,year,actual,predicted,typhoon
8585,,1.5231237884242592,2.4992235,ketsana2009
8596,,0.0560240608598219,1.5511286,ketsana2009
8597,,0.0458190148911798,0.53004926,ketsana2009
8600,,0.4719207173194903,1.2646374,ketsana2009
8608,,0.0400576830636116,0.32475644,ketsana2009
8615,,0.0211089220377146,0.43288878,ketsana2009
8623,,0.0,0.548832,ketsana2009
8629,,0.0,0.6858462,ketsana2009
8630,,60.54710356933879,0.97429633,ketsana2009
8631,,0.0,0.13732967,ketsana2009
8661,,0.0,0.13241301,ketsana2009
8664,,0.0,0.6357899,ketsana2009
8666,,0.0305576776165011,0.6717833,ketsana2009
8667,,0.7435835931878149,0.6778836,ketsana2009
8673,,0.0,1.7626525,ketsana2009
8676,,0.0,0.6371392,ketsana2009
8680,,0.0048369933249492,0.6353493,ketsana2009
8681,,1.1687468436620734,1.0097033,ketsana2009
8689,,0.6634934371844801,1.1364591,ketsana2009
8697,,0.1024905196269345,0.65109754,ketsana2009
8698,,1.135857461024499,1.664759,ketsana2009
8715,,0.0077924101924725,1.1578376,ketsana2009
8725,,0.3658090476771125,0.7380177,ketsana2009
8732,,0.0467653936087295,0.7819774,ketsana2009
8741,,0.0419859347118715,0.30983356,ketsana2009
8754,,0.1750768392794615,0.6827871,ketsana2009
8757,,0.5511449379961945,0.72366524,ketsana2009
8761,,0.3361206755205771,0.43775138,ketsana2009
8762,,0.1082251082251082,0.770527,ketsana2009
8765,,0.0543351703795699,1.1322556,ketsana2009
8769,,0.0,0.1270708,ketsana2009
8773,,0.0,1.3991674,ketsana2009
8774,,0.0368663594470046,1.1364591,ketsana2009
8777,,0.1531393568147014,1.0352926,ketsana2009
8788,,0.2225106619692193,1.6490434,ketsana2009
8814,,0.0,1.1309716,ketsana2009
8820,,0.0867553499132446,0.32475644,ketsana2009
8833,,0.7944701288208628,0.32475644,ketsana2009
8839,,0.0212041214753827,0.7608592,ketsana2009
8853,,0.2938536633346857,0.6428965,ketsana2009
8855,,0.0749437921558831,0.32923296,ketsana2009
8856,,0.0038504485772592,0.46544933,ketsana2009
8864,,0.0,0.40262252,ketsana2009
8874,,0.0,0.40462562,ketsana2009
8876,,0.0137174211248285,0.52220184,ketsana2009
8888,,0.0250710345980277,0.307835,ketsana2009
8899,,0.0,0.61331034,ketsana2009
8903,,0.0368154624942475,0.30983356,ketsana2009
8905,,0.0,0.6558021,ketsana2009
8912,,4.486798768964959,1.6488539,ketsana2009
8913,,0.0207536541255299,0.51853395,ketsana2009
8920,,0.0223563603845294,0.6469795,ketsana2009
8926,,0.0,0.12707146,ketsana2009
8937,,0.0564121850319669,0.31655556,ketsana2009
8943,,0.1625956173090425,0.99885976,ketsana2009
8955,,0.0034737299174989,0.51152116,ketsana2009
8956,,2.405842760990978,2.0267453,ketsana2009
8960,,0.0237079184447605,0.6408792,ketsana2009
8977,,0.0070223486244974,1.2262441,ketsana2009
8979,,1.3108839446782925,1.6609045,ketsana2009
8997,,0.0248882620733996,1.3277785,ketsana2009
8999,,0.0206504904491481,0.8159616,ketsana2009
9002,,2.3956328790794483,1.6271952,ketsana2009
9006,,0.0814478388713262,1.2716639,ketsana2009
9009,,1.7299231973752889,1.8249148,ketsana2009
9010,,1.0806023029229406,0.8426736,ketsana2009
9029,,0.0,0.54110116,ketsana2009
9034,,1.3124879366917583,0.9682857,ketsana2009
9049,,0.8256880733944955,0.9845679,koppu2015
9050,,0.0910056120127407,2.0842512,koppu2015
9052,,0.9847806624888094,2.9074435,koppu2015
9053,,1.1174484926085435,1.247413,koppu2015
9054,,0.04293688278231,0.4779297,koppu2015
9057,,0.686089291041066,4.329528,koppu2015
9060,,0.0560852495793606,5.238327,koppu2015
9061,,0.0420285794340151,0.46262306,koppu2015
9062,,0.0645624103299856,1.2126307,koppu2015
9063,,0.0177640928469919,0.43512517,koppu2015
9068,,0.0565770862800565,2.4949315,koppu2015
9070,,0.186219739292365,11.583018,koppu2015
9071,,3.937345778349963,4.0194416,koppu2015
9072,,0.0406752084604433,0.44712758,koppu2015
9074,,0.0295776730822048,0.3005951,koppu2015
9078,,0.0145809791127474,0.2868839,koppu2015
9079,,0.0470765464645513,2.1632686,koppu2015
9080,,0.0,7.225941,koppu2015
9081,,0.0459277403551745,3.2808084,koppu2015
9082,,0.0,1.7713941,koppu2015
9089,,0.0515889393314073,3.6998558,koppu2015
9094,,0.2508265876182875,0.8036497,koppu2015
9098,,0.0455939177713693,6.8434024,koppu2015
9099,,0.5057316250842886,2.2924137,koppu2015
9100,,0.089632506722438,1.0907298,koppu2015
9102,,0.0,1.8807033,koppu2015
9105,,0.4780530204259017,0.46951386,koppu2015
9106,,4.1324200913242,5.566549,koppu2015
9110,,0.0725584095196633,3.647413,koppu2015
9111,,1.2212497455729696,0.31499833,koppu2015
9112,,0.0075346594333936,1.4911382,koppu2015
9113,,0.1019108280254777,0.48586297,koppu2015
9114,,0.0,0.5774831,koppu2015
9115,,0.0,3.950021,koppu2015
9118,,2.7239263803680984,2.290978,koppu2015
9125,,1.278140885984023,1.9139676,koppu2015
9131,,0.2955902756831755,3.0559967,koppu2015
9132,,0.0,8.298797,koppu2015
9135,,0.2959526475763878,2.7630918,koppu2015
9136,,0.0065815453468474,1.3391967,koppu2015
9139,,0.0079020150138285,3.2091343,koppu2015
9141,,0.049439683586025,2.9098406,koppu2015
9146,,2.9827850690301685,2.4323106,koppu2015
9151,,0.0146767446980259,0.39770892,koppu2015
9155,,0.0,0.2250851,koppu2015
9158,,0.0,10.5523,koppu2015
9163,,0.0,0.5080833,koppu2015
9165,,0.6296508299942759,2.9323757,koppu2015
9166,,1.2793624161073829,1.886723,koppu2015
9169,,1.0650887573964496,2.9972794,koppu2015
9170,,0.040543279951348,0.3483265,koppu2015
9173,,0.3518029903254178,0.75100756,koppu2015
9175,,0.0,0.959221,koppu2015
9183,,0.2650669642857143,2.6787412,koppu2015
9189,,0.0,0.32840535,koppu2015
9193,,0.2855362890665559,1.0677938,koppu2015
9195,,0.0178348492955234,0.3005951,koppu2015
9196,,0.0,0.8598325,koppu2015
9198,,0.0231588698471514,0.5869939,koppu2015
9200,,0.1527859046876016,0.4359944,koppu2015
9203,,0.0,0.9746686,koppu2015
9207,,15.182969739619988,15.262278,koppu2015
9208,,0.0060110603510459,0.30262396,koppu2015
9213,,5.964502568893041,2.6238394,koppu2015
9221,,0.0099314728374217,0.4349122,koppu2015
9237,,0.0,2.5093968,koppu2015
9243,,0.0099476092579083,0.4349122,koppu2015
9246,,0.0089485458612975,0.35417402,koppu2015
9248,,0.0,0.75838566,koppu2015
9250,,0.1957475531555855,3.3848724,koppu2015
9254,,0.0122929407787577,0.43945026,koppu2015
9255,,0.0182949140139041,0.42656845,koppu2015
9259,,0.05998800239952,4.4331255,koppu2015
9262,,0.9455074409757188,2.8887794,koppu2015
9268,,0.0454235748353395,0.5194999,koppu2015
9269,,0.0330934061388268,0.5082629,koppu2015
9270,,9.274611398963732,12.595406,koppu2015
9271,,5.041384499623777,10.3286915,koppu2015
9272,,0.0769066438795129,0.3543895,koppu2015
9273,,2.6037428803905613,1.6198353,koppu2015
9274,,3.5226077812828605,0.5074892,koppu2015
9276,,1.651480637813212,10.4693775,koppu2015
9283,,0.0662544169611307,6.7020993,koppu2015
9288,,0.0,0.7323302,koppu2015
9289,,0.0070932047098879,0.3296984,koppu2015
9290,,2.0627062706270625,2.3139598,koppu2015
9292,,0.0,0.5826538,koppu2015
9300,,1.2660944206008584,1.9183917,koppu2015
9301,,15.19584709768759,0.4222286,koppu2015
9302,,0.5822416302765648,0.35324204,koppu2015
9303,,0.0519922484284161,1.0340003,koppu2015
9317,,0.9283135636926252,1.2394912,koppu2015
9325,,1.782960083904004,0.3100261,koppu2015
9329,,0.492818924246691,3.8595464,koppu2015
9334,,0.0474248316418476,1.1024843,koppu2015
9337,,0.0,0.55356944,koppu2015
9339,,0.2384358607534573,2.3076878,koppu2015
9340,,0.5585264408793821,1.0751165,koppu2015
9342,,0.4169688179840464,2.6865327,koppu2015
9345,,0.0216060496939142,0.8455206,koppu2015
9347,,0.0029762790559242,18.204737,koppu2015
9351,,0.0328083989501312,0.4469332,koppu2015
9355,,0.0098590160701961,0.44544333,koppu2015
9358,,0.2096729102599944,3.7543542,koppu2015
9360,,0.0112841345068833,0.41759574,koppu2015
9368,,0.6275494195167869,1.2670527,koppu2015
9372,,0.0133014099494546,0.30222657,koppu2015
9373,,2.2980927713680246,3.2157812,koppu2015
9377,,0.0,0.15500838,koppu2015
9381,,0.0,0.15500838,koppu2015
9383,,0.0578703703703703,0.3767484,koppu2015
9388,,0.0854805226523385,5.2601333,koppu2015
9390,,0.0968757568418503,0.4007674,koppu2015
9394,,27.476092896174865,1.5438871,koppu2015
9397,,0.0630676084762865,0.34287426,koppu2015
9400,,3.302420266907939,2.2700272,koppu2015
9415,,0.0,0.14853556,koppu2015
9417,,0.8815690562427391,4.032725,koppu2015
9418,,16.584848082791563,2.78272,koppu2015
9419,,0.78245333004744,1.1700813,koppu2015
9421,,0.0,0.87623894,koppu2015
9422,,0.0658241179568193,4.143284,koppu2015
9425,,1.155450946827859,2.7146971,koppu2015
9427,,0.0,0.29192033,koppu2015
9432,,0.509656652360515,0.73988116,koppu2015
9433,,0.0736919675755342,0.5077529,koppu2015
9441,,0.3004356316659156,1.91062,koppu2015
9447,,0.0,2.4972801,koppu2015
9449,,3.802903291760376,4.441094,koppu2015
9450,,0.1684352366515074,2.8201015,koppu2015
9454,,0.2186361270171785,0.50608605,koppu2015
9457,,0.0914494741655235,0.44906375,koppu2015
9459,,0.0122970978848991,0.35625166,koppu2015
9461,,1.0794896957801767,0.4973451,koppu2015
9465,,0.023523025422962,0.35337898,koppu2015
9474,,0.0184263865855905,0.66536224,koppu2015
9478,,1.1961206896551724,1.0357974,koppu2015
9479,,0.0,0.13902378,koppu2015
9487,,0.009085540362513,1.1040857,koppu2015
9488,,0.0,6.443238,koppu2015
9491,,0.0,0.365228,koppu2015
9493,,0.0,0.43242717,koppu2015
9496,,0.1112966054535336,0.46447477,koppu2015
9517,,0.0,0.23017414,koppu2015
9522,,0.0696687567293685,3.1219993,koppu2015
9527,,0.1840349666436622,2.7353346,koppu2015
9529,,0.0716204118173679,1.4039152,koppu2015
9532,,0.243566663136715,1.344207,koppu2015
9539,,0.0230061349693251,0.432293,koppu2015
9540,,0.3397027600849257,1.5745523,koppu2015
9544,,0.0495908752789486,0.41192085,koppu2015
9545,,0.7050369466476849,2.8487244,koppu2015
9550,,0.2914480806062119,3.0267174,koppu2015
9555,,0.0769526741054251,4.548688,koppu2015
9558,,0.0,0.44341695,koppu2015
9561,,0.1759235988941945,0.49302047,koppu2015
9562,,0.1132075471698113,1.3353167,koppu2015
9567,,10.43332713408964,1.3143834,koppu2015
9570,,0.0861128652620701,0.68800384,koppu2015
9573,,1.3825335845547753,2.586498,koppu2015
9574,,2.1544580709313887,1.1903163,koppu2015
9575,,0.0,0.6762796,koppu2015
9576,,0.0,0.7082626,koppu2015
9581,,0.0257931390250193,1.983167,koppu2015
9582,,0.0,1.2153759,koppu2015
9585,,0.036068530207394,0.43737197,koppu2015
9586,,0.0353606789250353,0.6430113,koppu2015
9588,,0.4786819548035177,3.7253866,koppu2015
9594,,0.1181753722524226,2.173656,koppu2015
9600,,9.175377468060397,5.304338,koppu2015
9602,,0.043021855102392,3.5873113,koppu2015
9603,,0.0258131130614352,3.5873113,koppu2015
9610,,0.0,0.4282512,koppu2015
9622,,0.0,6.120227,koppu2015
9627,,0.0,0.5863497,koppu2015
9634,,1.4995056574755574,10.864371,koppu2015
9635,,0.0361663652802893,5.2160563,koppu2015
9636,,0.1016834256016269,2.0140786,koppu2015
9637,,0.219298245614035,1.113877,koppu2015
9641,,0.0,0.8140876,koppu2015
9643,,0.5912389142703575,3.6479323,koppu2015
9644,,0.0174611489436004,0.7921791,koppu2015
9646,,0.1607200257152041,0.44853765,koppu2015
9647,,0.1654632972322502,0.6286298,koppu2015
9654,,0.0127722076760968,0.45705593,koppu2015
9657,,0.0,1.4544761,koppu2015
9662,,0.2711363076164653,3.4686768,koppu2015
9671,,0.4019675252551964,2.6395733,koppu2015
9672,,0.0,1.9159604,koppu2015
9678,,0.2088872009115077,2.8202105,koppu2015
9680,,0.0131268049356786,1.280025,koppu2015
9682,,4.1192273250607645,2.7944093,koppu2015
9684,,0.2128791910590739,1.2360159,koppu2015
9685,,0.0,2.1206298,koppu2015
9691,,0.0,3.862886,koppu2015
9693,,0.5967056133204702,6.738027,koppu2015
9696,,1.2638504155124657,5.368795,koppu2015
9698,,0.0637755102040816,0.37007207,koppu2015
9702,,0.0,3.4694264,koppu2015
9710,,0.0,0.59053093,koppu2015
9712,,0.3614122880177926,1.5889801,koppu2015
9718,,0.0089903802930863,3.1936243,koppu2015
9719,,0.6434400502197113,2.1251986,koppu2015
9720,,0.0,7.6702237,koppu2015
9727,,4.473027452486082,4.072076,koppu2015
9728,,0.0,2.6751814,koppu2015
9729,,0.0465580312603924,1.1741588,koppu2015
9731,,0.0,0.12765509,koppu2015
9733,,0.3484320557491289,3.8999062,koppu2015
9735,,0.0,0.5093623,koppu2015
9739,,0.0091058095064651,1.4253299,koppu2015
9740,,1.966101694915254,3.1995428,krosa2013
9743,,0.0,0.1360004,krosa2013
9744,,0.0,0.12697597,krosa2013
9745,,0.0,0.12772936,krosa2013
9747,,1.4218951973749627,0.15799816,krosa2013
9753,,1.12806901128069,4.8228307,krosa2013
9755,,1.535418236623964,2.3435788,krosa2013
9756,,0.0,0.12679964,krosa2013
9757,,0.0,0.14766636,krosa2013
9759,,9.96745027124774,2.693991,krosa2013
9760,,0.0,0.13152723,krosa2013
9762,,0.0,0.12697597,krosa2013
9766,,0.0777504211481145,1.3101295,krosa2013
9768,,0.0,0.57584685,krosa2013
9770,,0.4304532724821076,3.455391,krosa2013
9771,,0.0,0.13518012,krosa2013
9777,,3.66236046657469,5.0236998,krosa2013
9778,,0.0,0.12679964,krosa2013
9784,,0.0282965478211658,2.141679,krosa2013
9785,,0.0,0.14975883,krosa2013
9786,,0.0678579506898891,0.649461,krosa2013
9790,,0.0,0.12679964,krosa2013
9791,,0.0,0.15068047,krosa2013
9793,,0.0,0.12679964,krosa2013
9794,,0.0,0.12522787,krosa2013
9798,,0.0,0.12697597,krosa2013
9799,,0.0,0.2596818,krosa2013
9801,,0.0,0.12923722,krosa2013
9803,,0.0,0.12697597,krosa2013
9807,,0.0,0.135247,krosa2013
9808,,0.1793990133054268,5.2653627,krosa2013
9810,,0.0,2.350094,krosa2013
9813,,0.0,0.14742711,krosa2013
9820,,0.0,7.8458266,krosa2013
9821,,0.0,0.12522787,krosa2013
9823,,2.322125208991269,2.836846,krosa2013
9826,,0.0,0.12772936,krosa2013
9829,,0.0,0.12923722,krosa2013
9833,,0.0,0.15267414,krosa2013
9836,,0.0,0.12522787,krosa2013
9838,,0.1006325474410581,2.125842,krosa2013
9839,,0.0914745700695206,1.4525917,krosa2013
9841,,0.0,2.8546994,krosa2013
9842,,0.0,0.12697597,krosa2013
9844,,0.0,0.24516998,krosa2013
9846,,0.0,0.15143386,krosa2013
9848,,0.0,0.12679964,krosa2013
9849,,0.0,0.12697597,krosa2013
9853,,0.0238265427686442,0.8927383,krosa2013
9857,,0.1801801801801801,1.6689868,krosa2013
9862,,4.304799604156359,3.9071329,krosa2013
9866,,0.3267192604988445,1.8631117,krosa2013
9867,,0.0,0.12772936,krosa2013
9868,,0.2234768289814161,3.2733588,krosa2013
9870,,0.0,0.12522787,krosa2013
9873,,0.5766062602965404,2.4194696,krosa2013
9875,,0.0,0.18812737,krosa2013
9877,,0.0,0.14001332,krosa2013
9888,,0.0,0.13826522,krosa2013
9889,,0.0,0.15143386,krosa2013
9894,,3.96332446021887,1.6927942,krosa2013
9897,,0.0,0.12679964,krosa2013
9898,,0.0688794179689181,0.8882868,krosa2013
9899,,1.8393139246219812,1.9244914,krosa2013
9900,,0.0,0.12679964,krosa2013
9903,,0.0,0.18136418,krosa2013
9904,,0.0,0.12772936,krosa2013
9910,,0.0,0.12772936,krosa2013
9911,,0.0,0.12679964,krosa2013
9916,,0.0,0.12522787,krosa2013
9920,,0.0,0.12865326,krosa2013
9921,,0.0,0.1316416,krosa2013
9922,,0.0,0.13123766,krosa2013
9924,,0.0,0.13028917,krosa2013
9925,,0.1275835672365399,0.66874695,krosa2013
9928,,0.0,0.12697597,krosa2013
9933,,0.0,0.12665135,krosa2013
9935,,0.0,0.12679964,krosa2013
9938,,0.0184263865855905,2.0611546,krosa2013
9940,,0.9854158454867954,8.149735,krosa2013
9941,,0.0,0.12679964,krosa2013
9942,,0.0,0.85100263,krosa2013
9945,,0.0,1.2718139,krosa2013
9952,,0.0,0.6041939,krosa2013
9954,,0.0,0.12697597,krosa2013
9955,,0.3799873337555414,3.2589922,krosa2013
9956,,0.0,0.12679964,krosa2013
9963,,0.0,2.670873,krosa2013
9964,,0.0,0.12697597,krosa2013
9966,,0.0,0.12697597,krosa2013
9967,,0.0,0.12697597,krosa2013
9974,,0.0,0.13106133,krosa2013
9978,,0.0,0.12522787,krosa2013
9981,,0.0,0.15918249,krosa2013
9987,,0.0,0.13013375,krosa2013
9988,,0.0,0.12522787,krosa2013
9993,,0.0,0.12697597,krosa2013
9995,,0.0,0.12665135,krosa2013
9999,,0.0,0.12679964,krosa2013
10001,,0.0,0.12847692,krosa2013
10004,,2.967465141222738,2.2372665,krosa2013
10006,,2.188268807458242,2.0371954,krosa2013
10007,,0.0,0.12697597,krosa2013
10010,,0.0,0.15068047,krosa2013
10011,,0.0,0.12679964,krosa2013
10013,,2.796528447444552,3.285423,krosa2013
10015,,0.0,0.12905574,krosa2013
10017,,0.4081632653061224,2.8674266,krosa2013
10018,,0.5371321812237272,2.6374652,krosa2013
10021,,0.0,0.12589796,krosa2013
10022,,1.1647771393073458,3.1362526,krosa2013
10023,,0.0,0.12679964,krosa2013
10024,,0.0,0.12679964,krosa2013
10027,,0.0178762960314622,0.924039,krosa2013
10028,,0.0,0.12697597,krosa2013
10031,,0.0,0.12772936,krosa2013
10035,,0.0,0.1360004,krosa2013
10041,,0.0,0.12781148,krosa2013
10042,,0.0,0.12679964,krosa2013
10050,,0.0,0.3332522,krosa2013
10051,,0.0,0.13751957,krosa2013
10056,,0.0,0.12697597,krosa2013
10057,,0.0,0.13199104,krosa2013
10059,,0.0,0.12697597,krosa2013
10062,,0.0,1.1676166,krosa2013
10096,,0.0139762403913347,0.81580675,linfa2015
10160,,0.0,0.19276468,linfa2015
10175,,0.0,0.31779125,linfa2015
10184,,0.0044742729306487,0.665787,linfa2015
10187,,0.0180082838105528,0.22256674,linfa2015
10206,,0.0,0.33246794,linfa2015
10238,,0.0,0.14404173,linfa2015
10240,,0.0,0.13225405,linfa2015
10254,,0.0,0.33474848,linfa2015
10276,,0.0,0.4054829,linfa2015
10285,,0.0,0.35374334,linfa2015
10286,,0.0,0.1368196,linfa2015
10329,,0.0,0.46164998,linfa2015
10336,,0.0384615384615384,0.2376838,linfa2015
10338,,0.0,0.57907474,linfa2015
10364,,0.0,0.12980705,linfa2015
10369,,0.0,0.4303338,linfa2015
10378,,0.0,0.99526405,linfa2015
10393,,0.0236350744504845,0.49214402,linfa2015
10435,,0.0,0.46964648,linfa2015
10443,,0.0,0.3386038,linfa2015
10480,,0.0,0.1368196,linfa2015
10486,,0.0,2.2794836,linfa2015
10495,,0.0,0.61553854,lingling2014
10500,,0.0757073909340399,1.6862422,lingling2014
10506,,10.865504358655045,0.6878349,lingling2014
10509,,0.2952755905511811,0.8238265,lingling2014
10511,,0.0186736381582457,0.7434654,lingling2014
10514,,0.0463070155128501,0.67828816,lingling2014
10516,,0.6487794149989004,1.6390327,lingling2014
10519,,0.0864304235090751,0.8515889,lingling2014
10520,,0.1399160503697781,1.3841931,lingling2014
10521,,3.022488136991954,0.67583585,lingling2014
10523,,0.0044567251983242,0.97531986,lingling2014
10524,,0.0429553264604811,0.85274047,lingling2014
10529,,0.0941826515555834,0.31763422,lingling2014
10532,,0.1248543366072915,0.54944205,lingling2014
10537,,0.0194969779684148,0.6274277,lingling2014
10539,,0.0,0.47765818,lingling2014
10543,,2.18921032056294,0.83250606,lingling2014
10545,,0.2922004944931445,1.3546768,lingling2014
10546,,0.0988330102254152,0.49583322,lingling2014
10548,,0.0241002570694087,0.13165429,lingling2014
10552,,0.0342857142857142,1.6855644,lingling2014
10555,,0.0308198068625436,0.28949153,lingling2014
10558,,0.1173249902229174,0.92938524,lingling2014
10561,,0.0,0.65591836,lingling2014
10564,,0.0367511944138184,0.8780472,lingling2014
10565,,0.5842776203966006,0.79976463,lingling2014
10572,,0.6317300789662599,3.0198994,lingling2014
10576,,0.440499671268902,0.3787862,lingling2014
10589,,0.0314861460957178,0.42065147,lingling2014
10603,,0.0660865734111686,0.6396512,lingling2014
10604,,0.1813628119872182,0.39453304,lingling2014
10610,,0.6662111376836352,0.5329293,lingling2014
10611,,0.0054674685620557,1.1286889,lingling2014
10617,,0.1319261213720316,1.9786553,lingling2014
10625,,0.6988564167725541,0.9199481,lingling2014
10629,,0.1641828744632483,0.82059896,lingling2014
10632,,0.0506585612968591,0.894546,lingling2014
10635,,0.2110977080820265,0.6518371,lingling2014
10637,,0.0,0.34900147,lingling2014
10643,,0.3438614365766684,1.4768461,lingling2014
10644,,0.0366748166259168,1.2178266,lingling2014
10647,,1.8465909090909087,0.44580954,lingling2014
10649,,0.2546040906390562,1.3496225,lingling2014
10654,,8.067796610169491,14.984581,mangkhut2018
10655,,8.067796610169491,14.984581,mangkhut2018
10656,,0.24330900243309,20.51978,mangkhut2018
10657,,0.24330900243309,20.51978,mangkhut2018
10658,,0.0,0.34917486,mangkhut2018
10660,,0.0,0.76805246,mangkhut2018
10662,,0.1566696508504924,0.4643417,mangkhut2018
10663,,0.1566696508504924,0.4643417,mangkhut2018
10664,,0.4888837155162379,0.21216963,mangkhut2018
10665,,0.4888837155162379,0.21216963,mangkhut2018
10666,,0.08587376556462,0.38870364,mangkhut2018
10667,,0.08587376556462,0.38870364,mangkhut2018
10668,,0.0,0.4645906,mangkhut2018
10670,,9.645023366809188,0.4645906,mangkhut2018
10673,,0.0,0.4022491,mangkhut2018
10676,,0.1065845570819516,0.47005904,mangkhut2018
10677,,0.1065845570819516,0.47005904,mangkhut2018
10678,,0.0677966101694915,0.45878375,mangkhut2018
10679,,0.0677966101694915,0.45878375,mangkhut2018
10680,,14.638354346383544,34.632565,mangkhut2018
10681,,14.638354346383544,34.632565,mangkhut2018
10682,,0.0282885431400282,0.45486298,mangkhut2018
10683,,0.0282885431400282,0.45486298,mangkhut2018
10684,,19.63074604370761,11.232066,mangkhut2018
10685,,19.63074604370761,11.232066,mangkhut2018
10688,,0.0813504169208867,0.40631902,mangkhut2018
10689,,0.0813504169208867,0.40631902,mangkhut2018
10690,,6.488245931283906,4.4355793,mangkhut2018
10691,,6.488245931283906,4.4355793,mangkhut2018
10692,,0.7532247434328219,0.47154403,mangkhut2018
10693,,0.7532247434328219,0.47154403,mangkhut2018
10694,,0.0235266439242442,0.46622914,mangkhut2018
10695,,0.0235266439242442,0.46622914,mangkhut2018
10696,,0.0382731169626454,0.47247013,mangkhut2018
10697,,0.0382731169626454,0.47247013,mangkhut2018
10698,,0.1060445387062566,0.45576674,mangkhut2018
10699,,0.1060445387062566,0.45576674,mangkhut2018
10700,,0.1385041551246537,0.45715255,mangkhut2018
10701,,0.1385041551246537,0.45715255,mangkhut2018
10702,,0.0355703106473796,0.35257858,mangkhut2018
10703,,0.0355703106473796,0.35257858,mangkhut2018
10704,,0.2850848775430867,1.289967,mangkhut2018
10705,,0.2850848775430867,1.289967,mangkhut2018
10706,,0.0619067271976888,0.52547157,mangkhut2018
10707,,0.0619067271976888,0.52547157,mangkhut2018
10708,,2.711390635918938,1.5156026,mangkhut2018
10709,,2.711390635918938,1.5156026,mangkhut2018
10710,,0.0,0.3126039,mangkhut2018
10712,,11.663727829063376,14.002295,mangkhut2018
10713,,11.663727829063376,14.002295,mangkhut2018
10714,,0.127662969759834,0.43870407,mangkhut2018
10715,,0.127662969759834,0.43870407,mangkhut2018
10716,,0.4045853000674309,0.6284058,mangkhut2018
10717,,0.4045853000674309,0.6284058,mangkhut2018
10718,,0.2390200179265013,0.3807845,mangkhut2018
10719,,0.2390200179265013,0.3807845,mangkhut2018
10720,,0.0919857422099574,0.55154514,mangkhut2018
10721,,0.0919857422099574,0.55154514,mangkhut2018
10722,,0.8691873098652759,3.4630437,mangkhut2018
10723,,0.8691873098652759,3.4630437,mangkhut2018
10724,,0.0,0.37997872,mangkhut2018
10726,,10.259626238555123,21.966553,mangkhut2018
10727,,10.259626238555123,21.966553,mangkhut2018
10728,,0.0,0.4889375,mangkhut2018
10730,,0.0150693188667872,0.46622914,mangkhut2018
10731,,0.0150693188667872,0.46622914,mangkhut2018
10732,,0.1019108280254777,0.33400947,mangkhut2018
10733,,0.1019108280254777,0.33400947,mangkhut2018
10734,,3.089887640449438,0.3599478,mangkhut2018
10735,,3.089887640449438,0.3599478,mangkhut2018
10736,,3.3429470372312533,0.52547157,mangkhut2018
10737,,3.3429470372312533,0.52547157,mangkhut2018
10738,,1.464726059145267,0.72883874,mangkhut2018
10739,,1.464726059145267,0.72883874,mangkhut2018
10740,,0.4810413129598189,1.7364783,mangkhut2018
10741,,0.4810413129598189,1.7364783,mangkhut2018
10743,,1.0404885772449672,1.9300817,mangkhut2018
10744,,1.0404885772449672,1.9300817,mangkhut2018
10745,,0.6483402489626556,0.36928523,mangkhut2018
10746,,0.6483402489626556,0.36928523,mangkhut2018
10748,,0.0,0.1748325,mangkhut2018
10749,,0.0,0.3522507,mangkhut2018
10751,,0.1025517282982445,0.52547157,mangkhut2018
10752,,0.1025517282982445,0.52547157,mangkhut2018
10753,,0.117820324005891,0.46151417,mangkhut2018
10754,,0.117820324005891,0.46151417,mangkhut2018
10755,,0.0,0.4222352,mangkhut2018
10758,,0.0263261813873897,0.29992306,mangkhut2018
10759,,0.0263261813873897,0.29992306,mangkhut2018
10760,,0.0,0.45221406,mangkhut2018
10762,,0.175438596491228,0.5431078,mangkhut2018
10763,,0.175438596491228,0.5431078,mangkhut2018
10764,,0.0079020150138285,0.4597893,mangkhut2018
10765,,0.0079020150138285,0.4597893,mangkhut2018
10767,,1.7055342847198052,0.524551,mangkhut2018
10768,,1.7055342847198052,0.524551,mangkhut2018
10772,,0.0158553987632788,0.5616939,mangkhut2018
10773,,0.0158553987632788,0.5616939,mangkhut2018
10774,,0.5769735116706006,0.54709095,mangkhut2018
10775,,0.5769735116706006,0.54709095,mangkhut2018
10776,,0.0,0.56780094,mangkhut2018
10778,,0.0210142897170075,0.3471483,mangkhut2018
10779,,0.0210142897170075,0.3471483,mangkhut2018
10780,,6.48826431454627,19.208233,mangkhut2018
10781,,6.48826431454627,19.208233,mangkhut2018
10782,,0.2117278836417196,0.39122063,mangkhut2018
10783,,0.2117278836417196,0.39122063,mangkhut2018
10784,,1.1479591836734695,1.6243227,mangkhut2018
10785,,0.1700680272108843,1.6243227,mangkhut2018
10786,,1.1479591836734695,1.6243227,mangkhut2018
10787,,1.7857142857142856,1.6243227,mangkhut2018
10788,,0.1700680272108843,1.6243227,mangkhut2018
10790,,0.1144819690898683,0.4870843,mangkhut2018
10791,,0.0629194630872483,0.4530337,mangkhut2018
10793,,2.485207100591716,0.5200694,mangkhut2018
10794,,2.485207100591716,0.5200694,mangkhut2018
10795,,0.4561118994526657,0.9370301,mangkhut2018
10796,,0.4561118994526657,0.9370301,mangkhut2018
10798,,0.0586338317209029,0.40293622,mangkhut2018
10799,,0.0586338317209029,0.40293622,mangkhut2018
10800,,0.1881363435148295,0.34227878,mangkhut2018
