,typhoon,actual,predicted
265,fengshen2008,0.0,0.9700869344671236
266,fengshen2008,15.050697084917616,6.018696421102931
268,fengshen2008,0.0128106584678452,0.45832294629641906
271,fengshen2008,1.4964643973030751,5.792840694806123
273,fengshen2008,0.0090702947845804,0.7172547759060132
275,fengshen2008,0.0,0.6169589985339732
277,fengshen2008,6.41025641025641,11.101796780865763
283,fengshen2008,1.8582755203171455,4.739922952596064
284,fengshen2008,1.3445378151260503,13.36985721232758
291,fengshen2008,7.681671531725303,5.25360946724991
297,fengshen2008,0.0,2.291004256932783
299,fengshen2008,0.6240465954791291,1.5962492513117907
306,fengshen2008,0.1701258931609391,3.3900945632781605
311,fengshen2008,2.8998778998779,2.1978279879511735
312,fengshen2008,1.4743049705139006,4.90997994120099
314,fengshen2008,25.10206606457998,19.932463174275465
315,fengshen2008,0.0,0.5344963523359398
316,fengshen2008,0.0,3.2662853821877658
321,fengshen2008,12.189213311232946,16.782735714901285
324,fengshen2008,1.0568893528183716,7.182861285295953
325,fengshen2008,10.04003029319485,13.662391994205501
328,fengshen2008,7.627765064836003,15.06672097914474
331,fengshen2008,5.478948336091193,2.890309085598269
332,fengshen2008,1.2903225806451613,3.31380839084671
333,fengshen2008,1.164680390032503,6.833658345041283
335,fengshen2008,95.06456468351422,3.7031127616367776
337,fengshen2008,8.16643982111608,14.752889317232736
338,fengshen2008,4.023205952831378,13.856813632871695
339,fengshen2008,0.0,0.7203428616510587
340,fengshen2008,0.0,2.8981370586265482
341,fengshen2008,0.0,0.3178908492418948
344,fengshen2008,0.0934142923867351,0.5498402462235342
346,fengshen2008,3.4509803921568625,7.852989675872994
348,fengshen2008,0.0,1.099462184981218
349,fengshen2008,0.0,7.592647052297782
352,fengshen2008,0.4347138792285804,2.61722960435811
364,fengshen2008,4.168369431957499,2.8566088390765696
366,fengshen2008,0.9310548025928108,1.6855799104002696
367,fengshen2008,0.0,0.5339090115569776
371,fengshen2008,5.261910405309314,2.689354731010118
377,fengshen2008,1.823966065747614,5.84380565593138
379,fengshen2008,3.8598699391650935,5.248023000043368
381,fengshen2008,4.322359119369825,16.66107656174934
384,fengshen2008,0.0,0.36446164216320115
387,fengshen2008,0.0454778011483144,0.5274651103441468
388,fengshen2008,0.0026450128283122,4.209291402058378
389,fengshen2008,0.0981932443047918,6.511262343294343
390,fengshen2008,1.92822710230316,4.698874012264662
393,fengshen2008,0.2180605438686506,7.618748260103876
395,fengshen2008,0.0,1.2449875134756216
397,fengshen2008,0.0,5.533296473911281
404,fengshen2008,0.1262512399675354,0.8375165845739276
405,fengshen2008,18.628673196794303,1.9980345111836844
406,fengshen2008,22.13259885894157,18.842469414619835
410,fengshen2008,0.1858045336306205,12.316529529575426
415,fengshen2008,0.0933706816059757,1.535388751230281
416,fengshen2008,0.7344300822561692,0.47494490341831735
417,fengshen2008,0.7048340980118359,9.573601061641488
421,fengshen2008,0.3404518724852987,0.3907813522197076
423,fengshen2008,0.379871988343654,9.735579212647323
424,fengshen2008,1.32208344406059,7.016498402647196
425,fengshen2008,0.0,1.3123795597361407
427,fengshen2008,0.4028735074264634,5.416865439910148
428,fengshen2008,0.0,1.3154699027279801
437,fengshen2008,0.0,3.386835157176174
443,fengshen2008,1.1404845745519523,6.549262814492752
449,fengshen2008,0.0,1.3979385807231657
450,fengshen2008,0.0,0.8208723858377965
452,fengshen2008,0.2241572549357703,3.4668296247094004
457,fengshen2008,9.551098376313275,9.590880134385777
458,fengshen2008,10.579651398459667,14.256962688862243
459,fengshen2008,0.2022401991288114,8.45383952231625
461,fengshen2008,6.443298969072164,5.537986988734397
462,fengshen2008,3.251689189189189,2.29397111211875
464,fengshen2008,4.338130954794242,13.249137938401129
470,fengshen2008,0.2413665057556628,5.855761884021655
473,fengshen2008,2.315484804630969,5.351591465169167
475,fengshen2008,3.868172675228222,0.9528692065366264
478,fengshen2008,0.6784434203789043,6.279173506077134
480,fengshen2008,0.4553215708594195,6.965939292981845
481,fengshen2008,1.118925831202046,2.266450671490813
482,fengshen2008,0.3822351656352384,9.220996069277083
485,fengshen2008,0.51698670605613,15.675831397852852
486,fengshen2008,17.897676094397404,22.70236280084867
487,fengshen2008,0.4707837164220438,1.7442467661089283
488,fengshen2008,0.7259528130671506,13.146933972310894
493,fengshen2008,0.7127672877328999,4.0894023946828995
494,fengshen2008,0.0235890782567671,0.3961412423527426
496,fengshen2008,0.953053300388281,2.757248268470708
497,fengshen2008,2.1922428330522767,3.2352841984534693
502,fengshen2008,0.0,3.6916195796311926
508,fengshen2008,1.9041471679845088,1.639021270509164
509,fengshen2008,0.1903772931810315,3.671073015307067
511,fengshen2008,0.0,0.2569641972046614
512,fengshen2008,0.7797270955165692,4.520204633907982
