,adm3_pcode,storm_id,value_count,v_max,dis_track_min,typhoon
0,PH012801000,3721,25,18.412141782572537,169.07016295016894,goni
1,PH012801000,3725,7,13.248213308152799,276.7428055429405,goni
2,PH012801000,3728,5,13.658581197504509,228.5629891298982,goni
3,PH012801000,3731,25,18.141577473286752,204.07101705042828,goni
4,PH012801000,3736,15,16.537250349024124,215.52301501230252,goni
5,PH012801000,3743,15,14.525321309320331,203.76891323259963,goni
6,PH012801000,3746,45,20.01289540545958,44.74553050307867,goni
7,PH012801000,3748,5,12.954208190247652,170.76314615722706,goni
8,PH012801000,3749,2,12.544587000800652,302.5323884119594,goni
9,PH012802000,3715,4,14.376624563772912,287.15551971012366,goni
10,PH012802000,3721,5,20.083007477392968,142.6900574672191,goni
11,PH012802000,3725,4,14.484322857239546,248.5136062673319,goni
12,PH012802000,3728,1,15.369797061907759,198.95027645116727,goni
13,PH012802000,3731,6,20.156522896164837,177.68669758875552,goni
14,PH012802000,3736,4,18.660032246745562,183.821496294626,goni
15,PH012802000,3743,5,16.259027202624726,174.18513857386503,goni
16,PH012802000,3746,9,18.749724356870246,92.3704092228869,goni
17,PH012802000,3749,6,14.260942508954257,267.4169859823563,goni
18,PH012803000,3715,21,16.296515191625183,251.16432867744547,goni
19,PH012803000,3721,21,23.986213256756113,98.34625056400736,goni
20,PH012803000,3725,12,17.517933849272485,207.8102620180116,goni
21,PH012803000,3728,3,19.64104104484278,156.38793112000724,goni
22,PH012803000,3729,17,15.355110464655702,263.3779060728903,goni
23,PH012803000,3731,23,25.0025919799875,133.43104960989407,goni
24,PH012803000,3736,18,22.958724526930535,143.2287156962441,goni
25,PH012803000,3743,15,19.627174748591397,131.57129246152758,goni
26,PH012803000,3746,30,19.664822213547158,117.73327906758152,goni
27,PH012803000,3749,22,16.31099283465121,232.06825844713276,goni
28,PH012804000,3721,15,18.231321168099573,168.52271360264035,goni
29,PH012804000,3725,6,13.12235411056255,276.0532285628871,goni
30,PH012804000,3728,3,13.54616313949723,225.9879310936648,goni
31,PH012804000,3731,16,18.01140343348264,203.61769323906287,goni
32,PH012804000,3736,9,16.593499712843354,211.33770368770985,goni
33,PH012804000,3743,9,14.580129379059182,201.18271546033898,goni
34,PH012804000,3746,27,18.77373687569752,59.775329359215235,goni
35,PH012804000,3748,1,12.020718827684654,184.31052170929553,goni
36,PH012804000,3749,6,12.985964062763378,295.03491844698266,goni
37,PH012805000,3715,29,15.629894237574915,262.96694183868726,goni
38,PH012805000,3721,30,22.49371724074387,114.41618111088357,goni
39,PH012805000,3725,20,16.30729055537785,221.79177734982574,goni
40,PH012805000,3728,5,17.90739176921415,171.3323743487965,goni
41,PH012805000,3729,17,14.406638759228604,279.3168753217509,goni
42,PH012805000,3731,34,23.057532874218193,149.43832339797592,goni
43,PH012805000,3736,27,21.28082021097343,157.0757858487282,goni
44,PH012805000,3743,25,18.331773141261692,146.5242044851185,goni
45,PH012805000,3746,50,19.686892074035548,102.33694347596892,goni
46,PH012805000,3749,34,15.58546120849746,243.71809176283077,goni
47,PH012806000,3721,25,18.312527851078997,165.5724161809511,goni
48,PH012806000,3725,10,13.200823449940305,270.6443145532421,goni
49,PH012806000,3728,5,13.663935821788638,221.5833590322063,goni
