,adm3_pcode,storm_id,value_count,v_max,dis_track_min,typhoon
0,PH012802000,2928,2,12.874667719309205,156.38495888341873,goni
1,PH012803000,2928,6,16.051541978693706,124.50986313769927,goni
2,PH012805000,2928,10,14.786036555938523,135.12037304693646,goni
3,PH012807000,2928,6,12.993584780588343,167.45482160042994,goni
4,PH012808000,2928,2,14.905077337809836,130.53300345558463,goni
5,PH012809000,2928,8,13.979626843906475,152.13015106233738,goni
6,PH012811000,2928,8,15.050507346623744,136.89005970948858,goni
7,PH012812000,2928,8,13.631286594953925,144.99583156488978,goni
8,PH012813000,2928,6,14.344340184270939,147.4453038961974,goni
9,PH012814000,2928,32,15.877566321564954,131.6280345317831,goni
10,PH012816000,2928,6,14.495834427650067,133.78845980658872,goni
11,PH012817000,2928,9,12.624710661166697,160.0773792615687,goni
12,PH012818000,2928,10,13.275581805428704,158.2699334517351,goni
13,PH012819000,2928,4,15.32684649059381,127.43619189559979,goni
14,PH012820000,2928,2,13.518478083212475,149.34539293999492,goni
15,PH012821000,2928,4,13.760226357935224,150.53972773764917,goni
16,PH012822000,2928,6,13.476254659560857,159.78343177482674,goni
17,PH012823000,2928,11,12.715319366953645,160.61791801096214,goni
18,PH012901000,2911,5,12.560928136211363,261.4209140056529,goni
19,PH012901000,2928,16,21.205656568482777,72.99885273068912,goni
20,PH012901000,2930,6,13.838339643820307,292.89070060347086,goni
21,PH012901000,2931,8,13.951093183864518,278.8840484860833,goni
22,PH012901000,2937,16,13.28749338502799,248.95347282285752,goni
23,PH012901000,2943,8,12.41304158936421,265.0637796209795,goni
24,PH012901000,295,14,13.442470900141261,201.84062396728888,goni
25,PH012902000,2928,3,21.08447223040215,83.24999999998163,goni
26,PH012902000,2931,1,12.977323538343004,296.4448220158153,goni
27,PH012903000,2928,9,19.037708200933906,100.59952116412992,goni
28,PH012904000,2928,6,21.032818383276176,86.69377140254612,goni
29,PH012904000,2931,2,12.800495265721413,299.90548511154043,goni
30,PH012905000,2928,12,16.94913859311886,114.26251277122314,goni
31,PH012906000,2928,6,21.064758022619237,75.48816132346339,goni
32,PH012906000,2931,2,13.35633082210603,288.6533604515783,goni
33,PH012906000,295,2,12.280919653565661,224.60689827504027,goni
34,PH012907000,2928,3,19.593494563853383,99.06675361678461,goni
35,PH012908000,2911,5,12.295625771236416,268.14744048490775,goni
36,PH012908000,2928,31,20.986041596147942,84.89867490129764,goni
37,PH012908000,2931,9,13.333255259000287,291.2560471475008,goni
38,PH012908000,2937,31,13.330614007252768,241.70319737933312,goni
39,PH012908000,2943,7,12.34751762888007,264.57180618708225,goni
40,PH012908000,295,18,12.834466270044487,214.1295447971928,goni
41,PH012909000,2928,3,21.095735282292267,80.04323831528158,goni
42,PH012909000,2931,1,13.153774530915616,293.0484089702389,goni
43,PH012909000,295,1,12.051790376367716,229.53846251547247,goni
44,PH012910000,2928,3,21.095675921400133,86.8712409258462,goni
45,PH012910000,2931,1,12.917543050286604,298.7220154256924,goni
46,PH012910000,2937,1,12.081856258238926,265.83214606527594,goni
47,PH012910000,295,1,12.063713030570815,229.96481167974497,goni
48,PH012911000,2928,3,21.082479904487716,87.75320506965349,goni
49,PH012911000,2931,1,12.782393123905875,300.828431169642,goni
50,PH012912000,2928,6,17.96342707199182,104.48522685537542,goni
51,PH012913000,2928,3,19.80608084207895,102.03550852520213,goni
52,PH012914000,2928,12,20.650697233123935,94.18662325403163,goni
53,PH012914000,2931,1,12.442872672657305,306.5087682269283,goni
54,PH012915000,2928,21,21.030575593366216,89.66299403876799,goni
55,PH012915000,2931,4,12.871594976290991,300.1621436823558,goni
56,PH012915000,2937,18,12.68658437104984,244.5611296331482,goni
57,PH012915000,295,3,12.166579508488704,228.070072606537,goni
58,PH012916000,2928,9,21.110601240326783,77.30255493835085,goni
59,PH012916000,2931,3,13.45885727863309,287.85191505353583,goni
60,PH012916000,2937,3,12.333141719167362,266.50530692412457,goni
61,PH012916000,295,5,12.633188794254595,217.57930770032354,goni
62,PH012917000,2928,18,21.115200950635778,84.7170732497097,goni
63,PH012917000,2931,4,12.952855037456505,297.48207088829406,goni
64,PH012917000,2937,1,12.016469852952396,262.10890318044346,goni
65,PH012920000,2928,9,17.619936621468995,111.81887067266601,goni
66,PH012922000,2928,9,20.159148368955314,95.48581046415957,goni
67,PH012922000,2931,1,12.429041856086897,306.207135775751,goni
