,adm3_pcode,storm_id,value_count,v_max,dis_track_min,typhoon
0,PH012801000,3426,1,12.650359495693596,298.8766467959554,goni
1,PH012801000,3429,30,15.315273141752858,250.2657567943906,goni
2,PH012801000,3447,23,16.691154582794173,240.97170051845703,goni
3,PH012801000,348,10,17.6954162096195,184.7408184457217,goni
4,PH012802000,3419,5,13.736381851989075,286.0820309537155,goni
5,PH012802000,3426,5,14.23671479639864,272.1764363423037,goni
6,PH012802000,3429,8,17.487266849388554,214.31259831909966,goni
7,PH012802000,3447,6,19.019864070272927,208.4309807058038,goni
8,PH012802000,348,4,20.367301274279846,153.9062133248585,goni
9,PH012803000,3419,28,15.519273949993954,263.41974215022213,goni
10,PH012803000,3426,21,16.63994729767428,228.15833318114022,goni
11,PH012803000,3429,27,20.07434179448753,180.96428882401747,goni
12,PH012803000,344,13,14.1188951892146,298.2147715668467,goni
13,PH012803000,3444,9,13.691491605370391,143.5655513621399,goni
14,PH012803000,3446,6,12.974749940817958,271.41784226992104,goni
15,PH012803000,3447,18,22.90604977665699,168.87606778104728,goni
16,PH012803000,348,12,25.00543519926147,112.37893485879422,goni
17,PH012804000,3426,2,12.857647885145575,298.3608972368787,goni
18,PH012804000,3429,18,15.764963203689897,241.66861017617043,goni
19,PH012804000,3447,15,16.9758957758075,236.0914259677398,goni
20,PH012804000,348,6,17.93147785447532,181.2055876621801,goni
21,PH012805000,3419,41,14.893087862760888,271.75016333457313,goni
22,PH012805000,3426,30,15.76055632225222,244.01072210047707,goni
23,PH012805000,3429,42,19.10658376247264,192.08437123797933,goni
24,PH012805000,344,1,13.599016722550578,309.45916127978575,goni
25,PH012805000,3444,10,12.987898855056798,159.93816423284966,goni
26,PH012805000,3446,5,12.266812122168753,287.75526830272076,goni
27,PH012805000,3447,30,21.31463713503487,182.22490078614845,goni
28,PH012805000,348,20,23.28363467641257,126.68110553668652,goni
29,PH012806000,3419,2,12.315185840505682,297.41547400093197,goni
30,PH012806000,3426,10,13.110653691801597,294.9886152802171,goni
31,PH012806000,3429,32,16.207259722644974,233.81566420861444,goni
32,PH012806000,3447,27,17.350089605352608,230.3103237742512,goni
33,PH012806000,348,10,18.295529868367804,176.38175926097523,goni
34,PH012807000,3426,20,14.145317763393257,268.98898211635884,goni
35,PH012807000,3429,42,16.963620799963333,224.24266151179185,goni
36,PH012807000,3447,33,19.015613135550733,212.2119827202397,goni
37,PH012807000,348,18,20.300726795471594,155.4990755599392,goni
38,PH012808000,3419,9,15.12801113267134,266.43552663023013,goni
39,PH012808000,3426,6,15.934089419897296,242.42765931303407,goni
40,PH012808000,3429,9,19.42245851449579,187.73664271075774,goni
41,PH012808000,344,2,13.812609845677109,304.79557083394246,goni
42,PH012808000,3444,3,13.131104784150143,159.0763638372826,goni
43,PH012808000,3446,2,12.360676747265709,286.7675827076158,goni
44,PH012808000,3447,6,21.591025590321294,179.09040699401365,goni
45,PH012808000,348,4,23.553777255962984,124.10177275122774,goni
46,PH012809000,3419,12,14.032242645271454,289.2921320834767,goni
47,PH012809000,3426,21,14.960303868058634,254.63554838238002,goni
48,PH012809000,3429,32,17.98393527244927,208.71273497321974,goni
49,PH012809000,3444,6,12.323571261694083,168.97993923650915,goni
50,PH012809000,3447,24,20.265222925043826,196.6180026515539,goni
51,PH012809000,348,16,21.85198512711666,140.07566705176265,goni
52,PH012810000,3429,6,15.32228899159997,249.7680713374872,goni
53,PH012810000,3447,5,16.585595202080654,242.2434675981193,goni
54,PH012810000,348,2,17.526792322133474,186.56587308507267,goni
55,PH012811000,3419,29,14.843032914918835,275.5725867097216,goni
56,PH012811000,3426,27,15.865071884820816,240.45018714901414,goni
57,PH012811000,3429,32,19.076087128816962,193.20993824881495,goni
58,PH012811000,3444,8,13.068374544307146,155.55950719227528,goni
59,PH012811000,3446,8,12.397073761595829,283.41734703813626,goni
60,PH012811000,3447,24,21.592813782665907,181.04196287965277,goni
61,PH012811000,348,16,23.537691157715553,124.7207380510428,goni
62,PH012812000,3419,24,14.32038435284373,276.96043529126143,goni
63,PH012812000,3426,20,14.918436091017957,259.9628531155871,goni
64,PH012812000,3429,32,18.2950789289474,202.74097502472534,goni
65,PH012812000,3444,5,12.3422564196824,176.36272343789878,goni
66,PH012812000,3447,24,20.045817482675375,196.07944222649766,goni
67,PH012812000,348,16,21.621887724883365,141.49779150218959,goni
68,PH012813000,3419,15,14.253438708530899,283.9803888717752,goni
69,PH012813000,3426,18,15.22885226467553,249.44147610210166,goni
70,PH012813000,3429,24,18.354016811050666,204.2665711329642,goni
