"","GEN_mun_code","impact","impact_threshold_passed","WEA_dist_track"
"100","PH031420000",0.626163419622514,1,55.8437235680967
"101","PH031407000",0.397240923517205,1,55.9286734484133
"102","PH034906000",0.85879023750568,1,55.9896765036033
"103","PH051606000",1.37998763721605,1,56.2722701115242
"104","PH015504000",0.594959318931616,1,56.7882234500776
"105","PH015545000",0.896864376788284,1,57.1618541388115
"106","PH030805000",0.533050632040612,1,57.3043622580496
"107","PH035412000",0.594052866902899,1,57.4336012273515
"108","PH034930000",0.479615981227421,1,57.892391988623
"109","PH051601000",0.902679300802879,1,58.1483225543716
"110","PH031418000",0.472018811194579,1,58.517347322818
"111","PH051609000",1.19489695996523,1,58.8964772996081
"112","PH031403000",0.453466333523093,1,58.979649961809
"113","PH037107000",0.537651569470739,1,59.1829907098985
"114","PH034923000",0.703585253843362,1,59.2842645295081
"115","PH031406000",0.601258975804172,1,59.4865859457724
"116","PH034931000",1.11433693048195,1,59.7139764757621
"117","PH030809000",0.596018757011355,1,59.8952378150421
"118","PH015540000",0.933967281065033,1,60.4794707442166
"119","PH015509000",0.685520970441323,1,60.7311595789078
"120","PH031423000",0.442162077476945,1,60.9076420360255
"121","PH031415000",0.412690119469787,1,61.0141341299774
"122","PH037707000",0.585718778326297,1,61.2307731419174
"123","PH051737000",1.30325772134716,1,61.4105332601899
"124","PH037701000",0.730765075270355,1,61.4414223862315
"125","PH015531000",0.474821957272501,1,62.2174287224765
"126","PH034917000",0.538877681964225,1,62.6661868317343
"127","PH031409000",0.599505874716109,1,62.7261517656432
"128","PH051604000",1.14002077127942,1,63.0242672242313
"129","PH030812000",0.685053872738001,1,63.2362846581508
"130","PH031417000",0.451341962071753,1,63.4904917491971
"131","PH015502000",0.54530441950537,1,63.8302069308793
"132","PH052006000",1.63026713533322,1,63.9147301517054
"133","PH034915000",0.610423178730555,1,63.9531463128138
"134","PH051714000",1.63676160357504,1,64.3953783265764
"135","PH037113000",0.667910845777467,1,64.4265519080818
"136","PH045620000",0.638767891896446,1,64.4793505653328
"137","PH045811000",0.377663458350111,1,64.7546699256628
"138","PH015524000",0.553697951259201,1,64.7765597559057
"139","PH037109000",0.696087446590332,1,64.8319326058172
"140","PH015547000",0.557503863358316,1,65.0717362557754
"141","PH045802000",0.699551287533631,1,65.2584937542172
"142","PH031416000",0.719001676199269,1,65.8544215012314
"143","PH031410000",0.587218222479513,1,65.8777403244673
"144","PH015507000",0.614287877938609,1,66.3367256053797
"145","PH137501000",0.526955633435435,1,66.7700006000669
"146","PH015532000",0.84832064644628,1,66.9172773647716
"147","PH031411000",0.473840911984906,1,66.9863167896248
"148","PH030801000",0.717526869424314,1,67.4647805473288
"149","PH031404000",0.402233706934875,1,67.8676238432205
"150","PH031402000",0.491393429517967,1,68.0887049727839
"151","PH031408000",0.443733010836528,1,68.6325916732314
"152","PH045812000",0.601926584247995,1,69.0211733215164
"153","PH031412000",0.416291635546842,1,69.4542007345682
"154","PH137404000",0.448072672660757,1,69.7557963138236
"155","PH051610000",1.08306335410217,1,69.8743072136913
"156","PH051717000",0.950383842761592,1,70.3841812534806
"157","PH137402000",0.592758567536389,1,71.0143564405276
"158","PH034920000",1.07257510567787,1,71.3083897575053
"159","PH030808000",1.10144626507641,1,71.5661645640172
"160","PH015546000",0.563660728669472,1,71.924479373852
"161","PH015520000",1.29713731259535,1,72.003969766849
"162","PH137504000",0.499618265702136,1,72.3868162160758
"163","PH015544000",0.703532508281932,1,72.8203997489803
"164","PH045646000",0.79198780793875,1,73.1451670283015
"165","PH045803000",0.522534525672831,1,73.1794815155435
"166","PH030803000",0.485091044561329,1,73.4759153409802
"167","PH052001000",1.76045120731394,1,73.5394954406195
"168","PH034916000",0.639953634862856,1,73.5953519526078
"169","PH015538000",0.731976597980502,1,73.7883462859197
"170","PH015515000",0.697272669898651,1,74.2033410471439
"171","PH015539000",0.692933286751846,1,74.3748007133646
"172","PH051711000",1.3282156460272,1,74.4037600104687
"173","PH015519000",1.56081304377905,1,74.8519645143903
"174","PH031405000",0.696333939703773,1,74.8807459188802
"175","PH034926000",0.444895876420651,1,74.9426797987466
"176","PH031414000",0.694026693213252,1,74.9718746346315
"177","PH015517000",0.733120907688063,1,75.210490716997
"178","PH051719000",1.40248192008615,1,75.6050765605977
"179","PH045814000",0.542339427611605,1,76.0374702073404
"180","PH015506000",0.562915308166281,1,76.4531413874981
"181","PH025015000",0.531057189765618,1,76.6461000171891
"182","PH045805000",0.667268681834738,1,76.6831067505259
"183","PH137502000",0.433402334364624,1,76.8766077109122
"184","PH051712000",1.65183180105278,1,76.9304967863653
"185","PH015528000",0.72302939396086,1,77.1163889196339
"186","PH051734000",0.944814921615072,1,77.4363880916864
"187","PH030811000",0.713646216834875,1,77.7543965041216
"188","PH051715000",0.98780925651544,1,77.8645570013606
"189","PH051729000",1.26156730961226,1,77.9271294819619
"190","PH137503000",0.515548216970274,1,78.1124103363707
"191","PH015525000",0.597894592762015,1,78.2724082852545
"192","PH045809000",0.615241566657489,1,78.474522193723
"193","PH051707000",1.71733561458737,1,78.475965770623
"194","PH051708000",0.678961092953188,1,78.4795603563882
"195","PH015513000",0.803071289910572,1,78.5791295260346
"196","PH137403000",0.271552216684241,1,78.7876402713725
"197","PH137405000",0.353709262526785,1,78.9093864513897
"198","PH045813000",0.53741546812454,1,79.2195884047863
"199","PH043427000",0.638709067305363,1,79.3783682045762
"200","PH045801000",0.532595255467249,1,79.7586801897858
"201","PH015548000",0.776965956148181,1,79.8145497358496
"202","PH052007000",1.68333219266705,1,80.0902743374971
"203","PH137401000",0.574175380742465,1,80.2694131557955
"204","PH015522000",0.886275998762229,1,80.2944181948394
"205","PH045638000",1.09643507148374,1,80.4504868471717
"206","PH052004000",1.45037128691281,1,80.7622222542786
"207","PH015543000",0.64227521239271,1,81.0312395101993
"208","PH015537000",0.704020033983244,1,81.5131943446311
"209","PH015516000",1.4600506070866,1,81.7570287747802
"210","PH051704000",1.38305195984832,1,81.8580132570989
"211","PH015512000",0.583130947400832,1,82.0475455792272
"212","PH015526000",1.13996711935881,1,82.2011050027083
"213","PH015518000",0.716196417872823,1,82.2777259228332
"214","PH030810000",0.668469064265657,1,82.3053069713364
"215","PH051730000",0.967801238102515,1,82.5761889539199
"216","PH030802000",0.827718077118303,1,82.654427755963
"217","PH137606000",0.525932364384885,1,83.1257879096959
"218","PH043408000",0.822593230843706,1,83.1442110005288
"219","PH137602000",0.486887439590918,1,83.7326346733251
"220","PH051720000",1.46796899208895,1,83.7640145640202
"221","PH043429000",0.87925982994046,1,83.85396625743
"222","PH051733000",1.14509151160843,1,84.455402814648
"223","PH015534000",0.752946116459682,1,84.4558913217184
"224","PH015521000",1.10923208307234,1,84.6790401435285
"225","PH045607000",0.98198108966944,1,85.0985650441573
"226","PH015523000",1.2908465354329,1,85.4092528650049
"227","PH045810000",0.687354546895002,1,85.7527861350079
"228","PH137607000",0.513326181295811,1,85.9674319670768
"229","PH051724000",1.1083041196702,1,86.0004454142259
"230","PH137605000",0.480951556340621,1,87.3988095712416
"231","PH051710000",1.38654366709972,1,87.3988458106238
"232","PH052010000",1.43356783264876,1,87.4171271694625
"233","PH015530000",0.55171993476771,1,87.4665668313228
"234","PH045804000",0.55385498913174,1,87.544400649708
"235","PH015529000",0.618907905693158,1,88.3021300905508
"236","PH043414000",1.64255708902047,1,88.3154919137816
"237","PH030806000",0.688673764733927,1,88.3236657296687
"238","PH015535000",0.574428675219821,1,88.6462459440289
"239","PH015501000",1.28979357215837,1,88.7989949405378
"240","PH051709000",1.04296537341916,1,89.2116213282688
"241","PH043421000",1.14944570794185,1,89.6814957105607
"242","PH037706000",1.05925502465952,1,89.7985319497775
"243","PH051736000",0.872574446631538,1,89.8631505213952
"244","PH045633000",1.52462857510381,1,89.8989100952286
"245","PH051718000",0.811550128215304,1,90.0779327339824
"246","PH045618000",1.2844216227846,1,90.186380536033
"247","PH015533000",0.757551548446533,1,91.1293117636413
"248","PH137604000",0.4901053353014,1,91.5695247668318
"249","PH051721000",1.19868774437199,1,91.8243307927214
"250","PH051728000",1.11207257388363,1,91.9384982360941
"251","PH051713000",1.15891190778933,1,91.9939846527469
"252","PH045806000",0.748024400611455,1,92.4542948107876
"253","PH043420000",1.0436262132249,1,93.1723202000262
"254","PH051725000",0.76247515353878,1,93.4102659266507
"255","PH015536000",0.566298883146234,1,93.7511679279278
"256","PH015541000",0.566443163951635,1,93.7705200694177
"257","PH052005000",1.52432160468699,1,94.3646022215536
"258","PH043418000",1.1634883144454,1,94.5647814139504
"259","PH051726000",1.16360553423459,1,94.7825513360944
"260","PH045602000",1.22567905868739,1,94.7904825922669
"261","PH030807000",0.502250163033944,1,94.9745311301063
"262","PH045627000",0.630513051743043,1,95.2582693564017
"263","PH034905000",0.845777620270683,1,95.6377443187434
"264","PH015542000",1.13243113575656,1,96.1159324866974
"265","PH137601000",0.485650188146722,1,96.817080861536
"266","PH045637000",1.48137291540031,1,97.2308511168162
"267","PH043409000",1.48715258853037,1,97.8325835340649
"268","PH051731000",1.49552332164871,1,98.1521798330905
"269","PH045807000",1.01178581335604,1,98.594935430413
"270","PH137603000",0.438114379822868,1,99.0091693748152
"271","PH015503000",1.1813619962765,1,99.2237302543901
"272","PH052008000",NA,NA,100.055941816878
"273","PH042103000",NA,NA,100.364478739051
"274","PH051722000",NA,NA,100.68085848282
"275","PH051732000",NA,NA,100.731186505302
"276","PH052009000",NA,NA,100.777307866535
"277","PH051727000",NA,NA,100.832694811323
"278","PH015508000",NA,NA,101.564873101792
"279","PH042111000",NA,NA,101.808945853092
"280","PH025008000",NA,NA,101.96708411048
"281","PH043413000",NA,NA,102.127159259076
"282","PH013313000",NA,NA,102.141899658709
"283","PH025706000",NA,NA,102.222772775057
"284","PH042116000",NA,NA,103.019908151545
"285","PH042105000",NA,NA,103.259536795365
"286","PH043407000",NA,NA,103.539472665425
"287","PH045639000",NA,NA,103.854446441399
"288","PH045622000",NA,NA,103.968454792075
"289","PH052002000",NA,NA,104.02876868994
"290","PH043425000",NA,NA,104.095803780005
"291","PH051701000",NA,NA,104.175729677513
"292","PH042109000",NA,NA,104.210352588506
"293","PH025012000",NA,NA,105.086107578556
"294","PH013317000",NA,NA,105.675622601084
"295","PH042117000",NA,NA,106.237595781803
"296","PH051706000",NA,NA,106.771349800107
"297","PH045605000",NA,NA,106.799063348901
"298","PH043426000",NA,NA,107.12532221858
"299","PH043403000",NA,NA,107.76603363257
"300","PH043419000",NA,NA,108.283989803219
"301","PH051716000",NA,NA,108.459802559659
"302","PH042123000",NA,NA,109.312119937911
"303","PH042104000",NA,NA,109.373829717076
"304","PH050518000",NA,NA,109.4193703538
"305","PH013312000",NA,NA,109.646992213997
"306","PH052011000",NA,NA,110.305369452192
"307","PH043422000",NA,NA,110.478607481597
"308","PH043428000",NA,NA,110.495314547997
"309","PH025007000",NA,NA,110.52359220534
"310","PH043412000",NA,NA,110.577586835539
"311","PH141113000",NA,NA,110.76137946437
"312","PH042106000",NA,NA,111.098630905377
"313","PH045619000",NA,NA,111.308778272078
"314","PH013301000",NA,NA,111.763911861692
"315","PH051705000",NA,NA,112.334889705218
"316","PH141106000",NA,NA,112.49229484523
"317","PH045603000",NA,NA,112.626290591542
"318","PH052003000",NA,NA,112.793800055011
"319","PH042108000",NA,NA,113.00944804815
"320","PH043415000",NA,NA,113.232966377628
"321","PH013320000",NA,NA,113.30547970885
"322","PH043404000",NA,NA,113.44353531022
"323","PH043430000",NA,NA,113.489829519698
"324","PH051723000",NA,NA,113.584916224283
"325","PH015505000",NA,NA,114.018226593975
"326","PH042120000",NA,NA,114.189327427695
"327","PH045623000",NA,NA,114.215594304567
"328","PH045635000",NA,NA,114.414382016245
"329","PH015514000",NA,NA,114.414850373024
"330","PH025002000",NA,NA,116.3331943904
"331","PH043416000",NA,NA,117.533469180532
"332","PH045625000",NA,NA,117.648643541575
"333","PH050510000",NA,NA,118.114233315386
"334","PH043405000",NA,NA,118.782644760669
"335","PH051702000",NA,NA,118.818798515414
"336","PH045647000",NA,NA,118.860262968712
"337","PH045630000",NA,NA,118.873298774689
"338","PH045634000",NA,NA,119.089735211939
"339","PH042122000",NA,NA,119.549165319136
"340","PH037704000",NA,NA,119.665616748205
"341","PH042115000",NA,NA,119.82866331469
"342","PH141102000",NA,NA,119.867919433175
"343","PH045629000",NA,NA,120.049062123897
"344","PH042121000",NA,NA,120.124640335258
"345","PH042118000",NA,NA,120.340670728414
"346","PH043411000",NA,NA,120.424719527397
"347","PH043410000",NA,NA,120.462079315998
"348","PH043402000",NA,NA,120.756412086252
"349","PH013302000",NA,NA,120.780669578733
"350","PH045616000",NA,NA,121.216260685979
"351","PH043417000",NA,NA,121.26116786286
"352","PH045649000",NA,NA,121.467485654325
"353","PH043406000",NA,NA,121.775069691961
"354","PH045610000",NA,NA,121.807531298697
"355","PH051703000",NA,NA,121.914498511846
"356","PH045601000",NA,NA,122.451388159339
"357","PH045644000",NA,NA,123.069733363752
"358","PH025009000",NA,NA,123.186099704191
"359","PH050514000",NA,NA,123.469994425711
"360","PH050517000",NA,NA,123.743346452539
"361","PH013309000",NA,NA,124.385589964978
"362","PH042113000",NA,NA,124.731711935046
"363","PH043423000",NA,NA,125.602175274221
"364","PH042102000",NA,NA,126.596201152282
"365","PH141110000",NA,NA,126.851203232861
"366","PH050509000",NA,NA,127.178549951577
"367","PH042110000",NA,NA,127.506704638943
"368","PH025010000",NA,NA,128.132381738021
"369","PH045624000",NA,NA,128.583635299301
"370","PH045628000",NA,NA,128.680061802011
"371","PH041028000",NA,NA,129.569154910803
"372","PH041031000",NA,NA,129.610480406898
"373","PH050507000",NA,NA,130.121130396206
"374","PH141112000",NA,NA,130.380888838576
"375","PH050501000",NA,NA,130.481700341596
"376","PH141104000",NA,NA,130.575872152985
"377","PH043424000",NA,NA,130.725234277032
"378","PH042119000",NA,NA,131.791490755349
"379","PH141114000",NA,NA,132.056945000787
"380","PH041030000",NA,NA,132.081465252495
"381","PH042107000",NA,NA,132.124762566352
"382","PH043401000",NA,NA,132.28242984216
"383","PH042112000",NA,NA,132.692127175211
"384","PH042114000",NA,NA,132.785229933933
"385","PH013307000",NA,NA,132.809521553789
"386","PH025704000",NA,NA,132.857768490915
"387","PH025004000",NA,NA,133.527535806002
"388","PH013311000",NA,NA,133.593172695189
"389","PH045615000",NA,NA,133.883161011859
"390","PH037702000",NA,NA,133.937823311495
"391","PH050516000",NA,NA,133.995592491003
"392","PH013308000",NA,NA,134.033631944756
"393","PH025701000",NA,NA,134.222971638994
"394","PH041017000",NA,NA,135.059459817139
"395","PH045645000",NA,NA,135.307012180831
"396","PH025702000",NA,NA,136.157262011152
"397","PH041019000",NA,NA,136.23062550345
"398","PH042101000",NA,NA,136.235534502827
"399","PH041004000",NA,NA,138.240718252285
"400","PH045640000",NA,NA,138.392713145238
"401","PH050508000",NA,NA,138.827582681889
"402","PH050512000",NA,NA,139.482861300974
"403","PH045608000",NA,NA,139.551388719617
"404","PH025011000",NA,NA,140.153487577239
"405","PH041011000",NA,NA,140.489693406344
"406","PH050504000",NA,NA,141.672900055894
"407","PH050515000",NA,NA,141.692572821744
"408","PH025005000",NA,NA,141.985988519513
"409","PH041018000",NA,NA,142.15259824166
"410","PH013304000",NA,NA,142.604718995432
"411","PH141108000",NA,NA,142.823977416225
"412","PH141101000",NA,NA,142.875051775791
"413","PH045648000",NA,NA,143.070840653685
"414","PH013314000",NA,NA,143.206868282979
"415","PH023127000",NA,NA,144.411642980845
"416","PH041014000",NA,NA,144.68165651227
"417","PH050502000",NA,NA,145.186153497652
"418","PH045642000",NA,NA,146.58392947853
"419","PH041034000",NA,NA,147.120590406507
"420","PH041025000",NA,NA,147.287894562787
"421","PH045641000",NA,NA,147.528787806649
"422","PH025703000",NA,NA,147.872237623378
"423","PH050503000",NA,NA,147.975557920842
"424","PH025001000",NA,NA,148.293673081176
"425","PH041001000",NA,NA,148.375480699241
"426","PH141107000",NA,NA,148.670050657558
"427","PH025705000",NA,NA,148.824900467253
"428","PH025013000",NA,NA,148.906307295219
"429","PH041013000",NA,NA,149.559953095134
"430","PH013316000",NA,NA,149.885720856182
"431","PH050506000",NA,NA,150.093227235571
"432","PH013315000",NA,NA,150.95323692824
"433","PH041009000",NA,NA,150.96374763865
"434","PH041020000",NA,NA,150.983378788679
"435","PH041012000",NA,NA,151.230639293201
"436","PH037703000",NA,NA,151.292966916271
"437","PH041007000",NA,NA,151.41879147607
"438","PH050513000",NA,NA,151.695867928545
"439","PH050511000",NA,NA,152.980866394216
"440","PH041022000",NA,NA,153.045607180282
"441","PH025003000",NA,NA,153.612216083745
"442","PH054120000",NA,NA,153.709437068528
"443","PH041003000",NA,NA,153.915384398021
"444","PH141109000",NA,NA,154.236589417606
"445","PH174005000",NA,NA,154.278330539954
"446","PH023115000",NA,NA,154.603155256464
"447","PH050505000",NA,NA,155.393010673428
"448","PH025014000",NA,NA,155.838137715687
"449","PH041027000",NA,NA,156.229081607096
"450","PH041002000",NA,NA,156.346183243109
"451","PH041029000",NA,NA,156.559474717592
"452","PH041023000",NA,NA,157.750537948092
"453","PH025006000",NA,NA,157.98185662035
"454","PH013303000",NA,NA,158.097214092384
"455","PH013318000",NA,NA,158.293966449662
"456","PH041021000",NA,NA,158.34410278506
"457","PH041010000",NA,NA,158.498367819946
"458","PH174004000",NA,NA,159.896282885421
"459","PH142710000",NA,NA,160.337228548819
"460","PH041026000",NA,NA,160.993173509739
"461","PH012931000",NA,NA,161.67451974734
"462","PH041024000",NA,NA,161.749332188664
"463","PH142711000",NA,NA,161.810104880809
"464","PH141105000",NA,NA,162.265259349535
"465","PH056216000",NA,NA,162.867783939651
"466","PH023135000",NA,NA,162.927992089888
"467","PH023112000",NA,NA,163.38104195348
"468","PH056207000",NA,NA,163.691662099016
"469","PH041008000",NA,NA,163.951773822571
"470","PH041006000",NA,NA,164.465192274126
"471","PH041032000",NA,NA,164.60512323566
"472","PH013305000",NA,NA,164.772690705534
"473","PH142705000",NA,NA,164.9224503891
"474","PH056214000",NA,NA,165.689026088166
"475","PH174006000",NA,NA,166.094824899519
"476","PH056213000",NA,NA,166.139916572833
"477","PH141103000",NA,NA,166.296699582096
"478","PH023109000",NA,NA,167.032907063599
"479","PH056206000",NA,NA,167.176577567633
"480","PH174001000",NA,NA,167.685026597661
"481","PH013310000",NA,NA,168.64273476228
"482","PH013319000",NA,NA,169.091882631744
"483","PH023129000",NA,NA,170.959171904866
"484","PH041005000",NA,NA,171.194172450511
"485","PH054107000",NA,NA,172.333921635552
"486","PH013306000",NA,NA,172.861316833538
"487","PH023128000",NA,NA,173.102225767542
"488","PH175104000",NA,NA,173.132059231675
"489","PH141111000",NA,NA,173.209516779496
"490","PH142703000",NA,NA,173.229169960587
"491","PH041015000",NA,NA,173.854892775444
"492","PH041016000",NA,NA,173.875075126904
"493","PH012901000",NA,NA,174.453167988124
"494","PH142704000",NA,NA,174.8470525177
"495","PH023124000",NA,NA,174.91743417401
"496","PH056208000",NA,NA,175.865305511472
"497","PH174003000",NA,NA,176.039635391485
"498","PH174002000",NA,NA,177.346260307338
"499","PH175103000",NA,NA,177.726871945549
"500","PH023102000",NA,NA,178.945576732472
"501","PH012933000",NA,NA,179.239412873016
"502","PH023101000",NA,NA,179.833884664688
"503","PH142702000",NA,NA,179.868880046868
"504","PH056205000",NA,NA,181.336297972835
"505","PH142709000",NA,NA,182.919447400514
"506","PH144402000",NA,NA,182.932721606369
"507","PH041033000",NA,NA,183.237813728152
"508","PH056211000",NA,NA,183.656369584545
"509","PH012932000",NA,NA,183.919706521219
"510","PH056210000",NA,NA,184.989395386651
"511","PH023132000",NA,NA,185.078123940245
"512","PH056202000",NA,NA,186.020718766364
"513","PH012908000",NA,NA,186.44319949111
"514","PH142706000",NA,NA,187.401819075357
"515","PH144407000",NA,NA,187.767657088159
"516","PH023110000",NA,NA,188.031400457955
"517","PH144410000",NA,NA,188.151642123157
"518","PH142701000",NA,NA,189.892603756467
"519","PH023108000",NA,NA,190.04228966546
"520","PH142708000",NA,NA,191.019729744933
"521","PH012924000",NA,NA,192.357022937333
"522","PH012929000",NA,NA,192.754736151846
"523","PH023107000",NA,NA,192.841502403837
"524","PH142707000",NA,NA,193.566006357772
"525","PH056204000",NA,NA,193.919622177801
"526","PH023104000",NA,NA,196.800444897169
"527","PH056209000",NA,NA,196.850078349473
"528","PH023116000",NA,NA,197.540176965788
"529","PH023103000",NA,NA,197.924867695628
"530","PH056203000",NA,NA,198.040570928186
"531","PH012916000",NA,NA,199.570245382126
"532","PH012925000",NA,NA,200.154594623806
"533","PH012915000",NA,NA,201.267664321545
"534","PH144409000",NA,NA,201.549094624545
"535","PH054114000",NA,NA,201.953025282871
"536","PH175211000",NA,NA,202.167526454461
"537","PH023125000",NA,NA,202.178164184055
"538","PH023120000",NA,NA,202.436750045531
"539","PH144403000",NA,NA,202.876873612357
"540","PH023130000",NA,NA,203.160627452415
"541","PH012910000",NA,NA,203.488146752965
"542","PH144404000",NA,NA,203.498379503191
"543","PH175902000",NA,NA,204.092325874785
"544","PH023131000",NA,NA,204.186912812318
"545","PH056215000",NA,NA,204.221162177292
"546","PH144401000",NA,NA,206.257157460848
"547","PH012909000",NA,NA,207.069112701281
"548","PH012906000",NA,NA,207.62333103489
"549","PH023105000",NA,NA,207.763406495835
"550","PH175205000",NA,NA,207.977780849361
"551","PH054119000",NA,NA,210.101258684512
"552","PH175213000",NA,NA,210.248817959571
"553","PH056212000",NA,NA,210.488280603755
"554","PH023113000",NA,NA,210.792260146859
"555","PH144405000",NA,NA,211.774712377606
"556","PH023126000",NA,NA,212.869476853996
"557","PH175107000",NA,NA,212.963414110612
"558","PH012917000",NA,NA,213.198932615977
"559","PH012902000",NA,NA,213.508137872208
"560","PH084802000",NA,NA,214.10600985548
"561","PH144408000",NA,NA,214.715681188093
"562","PH012911000",NA,NA,215.010183470276
"563","PH175101000",NA,NA,215.514711575466
"564","PH012927000",NA,NA,216.564233107479
"565","PH140126000",NA,NA,217.147318463541
"566","PH175210000",NA,NA,217.910440702202
"567","PH175201000",NA,NA,217.920906360602
"568","PH144406000",NA,NA,218.059040077836
"569","PH023123000",NA,NA,218.327077930025
"570","PH175906000",NA,NA,218.6260386295
"571","PH054118000",NA,NA,218.865810187386
"572","PH054101000",NA,NA,220.038444392864
