"","GEN_mun_code","impact","impact_threshold_passed","WEA_dist_track"
"1","PH052003000",3.1619508416032,1,1.08079176083611
"2","PH042111000",0.800705454597843,1,2.53920161515922
"3","PH042116000",0.997540390678434,1,3.38367549988384
"4","PH045615000",0.787447953248634,1,6.18340376273759
"5","PH042117000",0.783974908547162,1,6.64448874894275
"6","PH043428000",0.568105719375617,1,7.34285578269634
"7","PH050518000",1.91639481798178,1,7.56907626017839
"8","PH042109000",0.554530376510732,1,7.82615957148825
"9","PH043403000",0.596601489085666,1,8.19931940990538
"10","PH051731000",1.95401918303722,1,8.24099385815014
"11","PH051705000",0.878088833659528,1,8.85115782020625
"12","PH042103000",0.572198801739365,1,9.08905339513168
"13","PH043404000",0.529773105085028,1,9.60531395163099
"14","PH137601000",0.653620638902723,1,9.97590185964371
"15","PH043423000",1.16319514016817,1,10.3033074915509
"16","PH045608000",0.551072865884688,1,10.3184886041813
"17","PH043425000",0.566132590023463,1,10.6194302071072
"18","PH045645000",0.530236481573854,1,11.2148407965915
"19","PH042104000",0.551719858922628,1,11.4814787506996
"20","PH137604000",0.649559583146829,1,12.2093667459134
"21","PH052002000",3.78755101525654,1,12.2650194730672
"22","PH052011000",1.55732085856058,1,12.5481549243871
"23","PH052009000",1.42188083069424,1,13.3416676880703
"24","PH137605000",0.63140470274577,1,13.4197981184263
"25","PH043416000",0.650124804031855,1,13.4209997137985
"26","PH042123000",0.464503951334814,1,13.4871928352994
"27","PH043410000",0.630100381110068,1,13.8217806484347
"28","PH045806000",0.672675331013306,1,13.9180808500731
"29","PH043417000",0.576910180548865,1,14.0335784519269
"30","PH043424000",0.458247323834517,1,14.0715916439968
"31","PH051716000",1.85486315995198,1,14.1491428124254
"32","PH137603000",0.644209054853014,1,14.3590409619848
"33","PH042120000",0.593577845001211,1,14.5288378274264
"34","PH043405000",0.39387840922051,1,15.105774086887
"35","PH042108000",0.518904697260351,1,15.34050508364
"36","PH045623000",0.520917139625708,1,15.8420043004572
"37","PH045648000",0.566066644912157,1,16.4262908123986
"38","PH045804000",0.572168306536066,1,16.6108350931319
"39","PH045647000",0.854169032989542,1,16.6551996874577
"40","PH050510000",2.43955640965625,1,16.7471470017197
"41","PH051736000",4.53493352450487,1,17.2648073640893
"42","PH030802000",0.7069618457064,1,17.2755598757691
"43","PH045634000",1.76606080290933,1,17.4254513103474
"44","PH042105000",0.757417861668423,1,17.4342335898857
"45","PH137602000",0.68082553387626,1,17.4748997645839
"46","PH042106000",0.510314842668201,1,17.5955499776474
"47","PH137607000",0.635292916334034,1,18.4312838368089
"48","PH045624000",0.603073517350137,1,18.9925819062013
"49","PH045625000",1.95306820165017,1,19.2692061632222
"50","PH030807000",0.603536027024488,1,19.391545096718
"51","PH137606000",0.583088949146427,1,19.7251183990989
"52","PH043412000",0.655845589249477,1,19.850911090483
"53","PH045640000",2.19926181310821,1,20.1244689840639
"54","PH137401000",0.684188349487294,1,20.4268797126575
"55","PH042118000",0.544039607813995,1,20.4788670417213
"56","PH050514000",21.9616501761445,2,20.5446434746702
"57","PH051725000",33.7793815023826,2,20.6637903004141
"58","PH045616000",4.06671069783214,1,20.6954746402506
"59","PH051701000",23.0382721135192,2,20.7745388236521
"60","PH042122000",0.380604704773942,1,20.9001845396906
"61","PH043415000",0.740751818649127,1,20.9526403225483
"62","PH043411000",0.525508762419496,1,20.9541578572655
"63","PH137405000",0.495261415710758,1,21.1721308566888
"64","PH045807000",1.48984173806453,1,21.1785205907122
"65","PH052005000",20.8414369233698,2,21.4461101083315
"66","PH051733000",22.9278823899695,2,21.5174423493369
"67","PH043406000",0.492190496319646,1,21.9247111741213
"68","PH042115000",0.638778265738367,1,22.0060207949948
"69","PH045649000",1.6554687784355,1,22.1878741590945
"70","PH052008000",23.8670220178855,2,22.3890888470653
"71","PH045641000",0.628290033775349,1,22.3954239105947
"72","PH174005000",1.10043722313325,1,22.4954604469602
"73","PH043401000",0.514272462142137,1,23.5377556082613
"74","PH137403000",0.303436854252247,1,23.5444886093854
"75","PH050517000",25.5122423396892,2,23.7979629995045
"76","PH043402000",0.553658150269156,1,23.9104333046143
