Mtype,institute_name,product,model_name,basin,cycloneName,cycloneName2,cycloneNumber,ensemble,cyc_speed,cyc_cat,time,lat,lon,vhr,forecast_time 
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,28.8,,"2020/11/12, 06:00:00",15.5,117.9,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.2,,"2020/11/12, 12:00:00",14.9,117,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.7,,"2020/11/12, 18:00:00",15.5,115.8,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,23.7,,"2020/11/13, 00:00:00",15.3,114.7,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,26.2,,"2020/11/13, 06:00:00",15.3,113.6,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.7,,"2020/11/13, 12:00:00",15.6,112.7,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.2,,"2020/11/13, 18:00:00",15.6,111.9,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,23.7,,"2020/11/14, 00:00:00",15.9,111.2,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,25.2,,"2020/11/14, 06:00:00",16.3,110.2,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,25.7,,"2020/11/14, 12:00:00",16.7,109.5,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.2,,"2020/11/14, 18:00:00",17.2,108.8,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,24.7,,"2020/11/15, 00:00:00",17.6,108,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,21.1,,"2020/11/15, 06:00:00",18,107.4,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,19,,"2020/11/15, 12:00:00",18.3,107.1,132,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,18,,"2020/11/15, 18:00:00",18.6,106.5,138,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,21,14.4,,"2020/11/16, 00:00:00",18.9,106.1,144,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,24.2,,"2020/11/10, 00:00:00",13.5,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,19.6,,"2020/11/10, 06:00:00",14.1,127.5,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,20.1,,"2020/11/10, 12:00:00",14.6,126.5,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,18,,"2020/11/10, 18:00:00",14.4,125.5,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,24.7,,"2020/11/11, 00:00:00",14.5,124.8,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,23.7,,"2020/11/11, 06:00:00",14.6,123.6,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,25.7,,"2020/11/11, 12:00:00",14.6,122.9,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,26.2,,"2020/11/11, 18:00:00",14.9,121.7,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,22.1,,"2020/11/12, 00:00:00",15.2,120.2,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,26.8,,"2020/11/12, 06:00:00",15.3,118.5,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,25.7,,"2020/11/12, 12:00:00",14.8,117.4,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,27.8,,"2020/11/12, 18:00:00",14.9,116.2,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,28.8,,"2020/11/13, 00:00:00",14.6,115.1,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,30.9,,"2020/11/13, 06:00:00",14.6,114.1,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,33.4,,"2020/11/13, 12:00:00",14.4,113.2,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,31.9,,"2020/11/13, 18:00:00",14.5,112.3,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,31.4,,"2020/11/14, 00:00:00",14.8,111.5,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,29.8,,"2020/11/14, 06:00:00",15.1,110.8,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,29.3,,"2020/11/14, 12:00:00",15.3,110.2,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,29.8,,"2020/11/14, 18:00:00",15.8,109.5,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,27.8,,"2020/11/15, 00:00:00",16.5,108.7,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,25.2,,"2020/11/15, 06:00:00",16.9,107.8,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,20.6,,"2020/11/15, 12:00:00",17.2,106.8,132,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,22,16,,"2020/11/15, 18:00:00",17.6,105.4,138,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,21.6,,"2020/11/10, 00:00:00",13.5,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,21.6,,"2020/11/10, 06:00:00",13.9,128.5,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,19.6,,"2020/11/10, 12:00:00",14.8,127.5,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,19.6,,"2020/11/10, 18:00:00",14.5,126.8,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,21.6,,"2020/11/11, 00:00:00",15.5,126.1,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,21.1,,"2020/11/11, 06:00:00",15.1,125,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,24.7,,"2020/11/11, 12:00:00",15.9,123.8,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,25.7,,"2020/11/11, 18:00:00",15.9,123.3,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,26.8,,"2020/11/12, 00:00:00",16.6,122.5,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,27.8,,"2020/11/12, 06:00:00",17,120.3,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,24.7,,"2020/11/12, 12:00:00",16.5,119.5,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,25.2,,"2020/11/12, 18:00:00",16.5,118.4,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,27.8,,"2020/11/13, 00:00:00",17,117.7,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,27.8,,"2020/11/13, 06:00:00",17.1,116.8,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,28.8,,"2020/11/13, 12:00:00",17.3,116,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,27.8,,"2020/11/13, 18:00:00",17.3,114.9,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,29.8,,"2020/11/14, 00:00:00",17.6,114.4,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,30.9,,"2020/11/14, 06:00:00",18.2,113.6,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,31.4,,"2020/11/14, 12:00:00",18.4,113,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,32.9,,"2020/11/14, 18:00:00",18.9,112.7,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,30.9,,"2020/11/15, 00:00:00",19.3,112.5,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,30.4,,"2020/11/15, 06:00:00",19.6,112,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,25.7,,"2020/11/15, 12:00:00",19.8,111.9,132,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,25.7,,"2020/11/15, 18:00:00",20.3,111.9,138,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,21.1,,"2020/11/16, 00:00:00",20.7,111.3,144,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,18.5,,"2020/11/16, 06:00:00",21.1,111,150,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,14.4,,"2020/11/16, 12:00:00",21.7,110.3,156,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,12.9,,"2020/11/16, 18:00:00",22.1,109.9,162,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,23,10.8,,"2020/11/17, 00:00:00",22.8,109.5,168,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,22.6,,"2020/11/10, 00:00:00",13.4,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,19,,"2020/11/10, 06:00:00",13.5,127.4,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,19,,"2020/11/10, 12:00:00",14.2,127.2,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,21.1,,"2020/11/10, 18:00:00",14.2,126.1,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,22.1,,"2020/11/11, 00:00:00",14.5,125.1,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,24.2,,"2020/11/11, 06:00:00",14.8,124,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,24.2,,"2020/11/11, 12:00:00",14.5,122.9,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,25.7,,"2020/11/11, 18:00:00",14.9,121.7,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,22.1,,"2020/11/12, 00:00:00",15.1,120.5,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,29.3,,"2020/11/12, 06:00:00",15.3,119.1,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,28.8,,"2020/11/12, 12:00:00",15.2,117.8,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,28.8,,"2020/11/12, 18:00:00",15.3,116.7,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,28.8,,"2020/11/13, 00:00:00",15.3,115.5,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,30.9,,"2020/11/13, 06:00:00",15.3,114.3,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,31.4,,"2020/11/13, 12:00:00",15.3,113.2,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,33.4,,"2020/11/13, 18:00:00",15.5,112,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,31.9,,"2020/11/14, 00:00:00",15.5,111.2,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,28.8,,"2020/11/14, 06:00:00",15.6,110.2,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,27.8,,"2020/11/14, 12:00:00",16.2,109.5,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,26.2,,"2020/11/14, 18:00:00",16.6,108.5,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,25.2,,"2020/11/15, 00:00:00",17,107.5,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,17.5,,"2020/11/15, 06:00:00",17.2,106.7,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,19,,"2020/11/15, 12:00:00",17.3,105.6,132,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,24,13.9,,"2020/11/15, 18:00:00",14.9,105.8,138,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,21.6,,"2020/11/10, 00:00:00",13.4,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,21.6,,"2020/11/10, 06:00:00",13.8,127.6,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,20.6,,"2020/11/10, 12:00:00",14.1,126.7,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,23.2,,"2020/11/10, 18:00:00",14.5,125.5,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,26.2,,"2020/11/11, 00:00:00",14.6,124.7,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,27.3,,"2020/11/11, 06:00:00",14.9,123.6,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,32.4,,"2020/11/11, 12:00:00",15.2,122.7,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,32.4,,"2020/11/11, 18:00:00",15.8,121.3,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,27.8,,"2020/11/12, 00:00:00",16,119.5,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,26.8,,"2020/11/12, 06:00:00",15.6,118.5,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,29.8,,"2020/11/12, 12:00:00",15.9,117.7,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,28.8,,"2020/11/12, 18:00:00",16,116.7,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,28.8,,"2020/11/13, 00:00:00",16.2,115.7,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,28.8,,"2020/11/13, 06:00:00",16.3,114.6,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,31.4,,"2020/11/13, 12:00:00",16.5,113.4,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,30.9,,"2020/11/13, 18:00:00",16.6,112.5,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,30.9,,"2020/11/14, 00:00:00",16.9,111.5,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,30.9,,"2020/11/14, 06:00:00",17.3,110.5,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,27.8,,"2020/11/14, 12:00:00",17.6,109.6,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,24.2,,"2020/11/14, 18:00:00",18,108.9,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,25.7,,"2020/11/15, 00:00:00",18.7,108.1,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,26.2,,"2020/11/15, 06:00:00",19.1,107.2,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,22.1,,"2020/11/15, 12:00:00",19.3,106.5,132,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,14.9,,"2020/11/15, 18:00:00",19.3,106,138,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,26,9.8,,"2020/11/16, 00:00:00",19.4,105.7,144,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,21.1,,"2020/11/10, 00:00:00",13.4,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,19,,"2020/11/10, 06:00:00",14.4,127.4,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,20.1,,"2020/11/10, 12:00:00",14.4,126.5,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,20.6,,"2020/11/10, 18:00:00",14.6,125.2,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,20.6,,"2020/11/11, 00:00:00",14.6,124.4,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,21.1,,"2020/11/11, 06:00:00",14.6,123.3,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,23.2,,"2020/11/11, 12:00:00",14.5,122.6,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,21.6,,"2020/11/11, 18:00:00",15.2,120.9,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,21.1,,"2020/11/12, 00:00:00",15.2,119.5,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,24.7,,"2020/11/12, 06:00:00",15.5,117.9,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,25.7,,"2020/11/12, 12:00:00",15.1,116.9,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,27.3,,"2020/11/12, 18:00:00",15.3,115.7,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,29.8,,"2020/11/13, 00:00:00",15.5,114.4,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,28.3,,"2020/11/13, 06:00:00",15.3,113,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,31.4,,"2020/11/13, 12:00:00",15.2,111.9,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,30.4,,"2020/11/13, 18:00:00",15.1,110.9,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,30.9,,"2020/11/14, 00:00:00",15.1,110.1,96,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,30.9,,"2020/11/14, 06:00:00",15.3,109.4,102,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,27.8,,"2020/11/14, 12:00:00",15.6,108.5,108,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,18,,"2020/11/14, 18:00:00",15.6,107.7,114,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,18.5,,"2020/11/15, 00:00:00",16.5,106,120,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,27,16,,"2020/11/15, 06:00:00",17.3,105.6,126,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,17.5,,"2020/11/10, 00:00:00",13.4,128.5,0,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,19.6,,"2020/11/10, 06:00:00",14.2,127.9,6,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,18.5,,"2020/11/10, 12:00:00",14.4,126.5,12,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,18.5,,"2020/11/10, 18:00:00",14.5,125.8,18,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,21.6,,"2020/11/11, 00:00:00",14.5,124.7,24,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,24.2,,"2020/11/11, 06:00:00",14.5,123.7,30,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,25.2,,"2020/11/11, 12:00:00",14.5,122.7,36,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,26.8,,"2020/11/11, 18:00:00",15.1,121.7,42,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,23.2,,"2020/11/12, 00:00:00",14.8,120,48,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,27.3,,"2020/11/12, 06:00:00",15.5,118.4,54,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,27.3,,"2020/11/12, 12:00:00",15.2,117.4,60,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,29.3,,"2020/11/12, 18:00:00",15.5,116.2,66,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,30.9,,"2020/11/13, 00:00:00",15.5,115,72,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,28.8,,"2020/11/13, 06:00:00",15.5,113.7,78,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,31.9,,"2020/11/13, 12:00:00",15.5,112.7,84,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,29.8,,"2020/11/13, 18:00:00",15.6,111.7,90,"2020/11/10, 00:00:00"
ensembleforecast,ecmf,ecmwf,ecmwf,northwest pacific,vamco,abby,25,28,29.3,,"2020/11/14, 00:00:00",15.9,110.8,96,"2020/11/10, 00:00:00"
