pcode,value,typhoon_name
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830800,1.0,durian
PH09830900,11.0,durian
PH09831000,0.0,durian
PH09831000,0.0,durian
PH09831000,2.0,durian
PH09831000,2.0,durian
PH09831000,2.0,durian
PH09831000,3.0,durian
PH09831000,0.0,durian
PH09831000,0.0,durian
PH09831100,3.0,durian
PH09831100,24.0,durian
PH09831100,3.0,durian
PH09831100,24.0,durian
PH09831100,3.0,durian
PH09831100,3.0,durian
PH09831100,24.0,durian
PH09831100,15.0,durian
PH09831100,15.0,durian
PH09831200,0.0,durian
PH09831200,0.0,durian
PH09831200,0.0,durian
PH09831300,15.0,durian
PH09831400,0.0,durian
PH09831400,3.0,durian
PH09831400,0.0,durian
PH09831500,4.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09831600,0.0,durian
PH09970100,0.0,durian
PH09970100,0.0,durian
PH09970100,0.0,durian
PH09970100,0.0,durian
PH09970100,0.0,durian
PH09970100,0.0,durian
PH10130100,5.0,durian
PH10130200,1.0,durian
PH10130300,2.0,durian
PH10130400,0.0,durian
PH10130500,29.0,durian
PH10130600,4.0,durian
PH10130700,7.0,durian
PH10130800,2.0,durian
PH10130900,1.0,durian
PH10131000,13.0,durian
PH10131100,5.0,durian
PH10131200,15.0,durian
PH10131300,10.0,durian
PH10131400,10.0,durian
PH10131500,0.0,durian
PH10131600,1.0,durian
PH10131700,0.0,durian
PH10131800,0.0,durian
PH10131900,20.0,durian
PH10132000,3.0,durian
PH10132100,1.0,durian
PH10132200,1.0,durian
PH10180100,1.0,durian
PH10180200,2.0,durian
PH10180300,1.0,durian
PH10180300,2.0,durian
PH10180400,1.0,durian
PH10180500,2.0,durian
PH10350100,0.0,durian
PH10350200,1.0,durian
PH10350300,17.0,durian
PH10350400,0.0,durian
PH10350400,1.0,durian
PH10350400,1.0,durian
PH10350500,9.0,durian
PH10350500,4.0,durian
PH10350600,3.0,durian
PH10350700,0.0,durian
PH10350800,5.0,durian
PH10350800,5.0,durian
PH10350800,5.0,durian
PH10350900,11.0,durian
PH10350900,11.0,durian
PH10351000,1.0,durian
PH10351100,3.0,durian
PH10351200,1.0,durian
PH10351300,1.0,durian
PH10351400,1.0,durian
PH10351500,1.0,durian
PH10351600,2.0,durian
PH10351700,2.0,durian
PH10351800,17.0,durian
PH10351900,4.0,durian
PH10352000,1.0,durian
PH10352100,3.0,durian
PH10352200,17.0,durian
PH10352300,2.0,durian
PH10420100,10.0,durian
PH10420200,0.0,durian
PH10420200,0.0,durian
PH10420300,1.0,durian
PH10420300,2.0,durian
PH10420300,2.0,durian
PH10420300,2.0,durian
PH10420300,2.0,durian
PH10420400,0.0,durian
PH10420500,0.0,durian
PH10420600,1.0,durian
PH10420700,10.0,durian
PH10420800,7.0,durian
PH10420900,6.0,durian
PH10420900,7.0,durian
PH10421000,0.0,durian
PH10421000,1.0,durian
PH10421100,10.0,durian
PH10421200,0.0,durian
PH10421300,0.0,durian
PH10421400,0.0,durian
PH10421400,0.0,durian
PH10421400,0.0,durian
PH10421500,0.0,durian
PH10421600,0.0,durian
PH10421700,0.0,durian
PH10430100,5.0,durian
PH10430200,6.0,durian
PH10430300,6.0,durian
PH10430400,7.0,durian
PH10430500,1.0,durian
PH10430500,5.0,durian
PH10430600,6.0,durian
PH10430700,6.0,durian
PH10430700,17.0,durian
PH10430700,17.0,durian
PH10430800,16.0,durian
PH10430900,6.0,durian
PH10430900,8.0,durian
PH10431000,2.0,durian
PH10431100,6.0,durian
PH10431200,6.0,durian
PH10431300,9.0,durian
PH10431400,6.0,durian
PH10431500,8.0,durian
PH10431600,0.0,durian
PH10431700,2.0,durian
PH10431800,0.0,durian
PH10431900,7.0,durian
PH10431900,4.0,durian
PH10432000,2.0,durian
PH10432100,5.0,durian
PH10432200,9.0,durian
PH10432300,6.0,durian
PH10432400,5.0,durian
PH10432500,4.0,durian
PH10432500,4.0,durian
PH10432600,5.0,durian
PH11230100,0.0,durian
PH11230300,0.0,durian
PH11230300,0.0,durian
PH11230500,1.0,durian
PH11231400,1.0,durian
PH11231500,0.0,durian
PH11231500,0.0,durian
PH11231500,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231700,0.0,durian
PH11231800,0.0,durian
PH11231900,0.0,durian
PH11232200,0.0,durian
PH11232300,0.0,durian
PH11232400,0.0,durian
PH11240100,0.0,durian
PH11240200,0.0,durian
PH11240200,0.0,durian
PH11240200,0.0,durian
PH11240300,0.0,durian
PH11240400,0.0,durian
PH11240600,0.0,durian
PH11240700,0.0,durian
PH11240800,0.0,durian
PH11241000,0.0,durian
PH11241100,0.0,durian
PH11241200,0.0,durian
PH11241400,0.0,durian
PH11250100,0.0,durian
PH11250200,0.0,durian
PH11250300,0.0,durian
PH11250300,0.0,durian
PH11250300,0.0,durian
PH11250400,0.0,durian
PH11250500,0.0,durian
PH11250600,0.0,durian
PH11250700,0.0,durian
PH11250800,0.0,durian
PH11250900,0.0,durian
PH11250900,0.0,durian
PH11250900,0.0,durian
PH11250900,0.0,durian
PH11250900,0.0,durian
PH11251000,0.0,durian
PH11251100,0.0,durian
PH11820100,0.0,durian
PH11820200,3.0,durian
PH11820300,0.0,durian
PH11820300,0.0,durian
PH11820300,0.0,durian
PH11820400,0.0,durian
PH11820400,0.0,durian
PH11820500,0.0,durian
PH11820600,0.0,durian
PH11820700,0.0,durian
PH11820800,2.0,durian
PH11820900,0.0,durian
PH11821000,0.0,durian
PH11821100,0.0,durian
PH11860100,0.0,durian
PH11860200,0.0,durian
PH11860300,0.0,durian
PH11860400,0.0,durian
PH11860500,0.0,durian
PH11860500,0.0,durian
PH11860500,2.0,durian
PH12470100,0.0,durian
PH12470200,0.0,durian
PH12470300,0.0,durian
PH12470400,0.0,durian
PH12470500,0.0,durian
PH12470600,0.0,durian
PH12470700,0.0,durian
PH12470800,0.0,durian
PH12470900,1.0,durian
PH12471000,0.0,durian
PH12471100,0.0,durian
PH12471200,5.0,durian
PH12471300,0.0,durian
PH12471300,0.0,durian
PH12471400,0.0,durian
PH12471500,0.0,durian
PH12471600,1.0,durian
PH12471700,3.0,durian
PH12471700,1.0,durian
PH12471800,0.0,durian
PH12630200,0.0,durian
PH12630300,0.0,durian
PH12630300,0.0,durian
PH12630600,0.0,durian
PH12631100,0.0,durian
PH12631200,3.0,durian
PH12631300,1.0,durian
PH12631400,0.0,durian
PH12631500,0.0,durian
PH12631500,0.0,durian
PH12631600,0.0,durian
PH12631700,0.0,durian
PH12631800,0.0,durian
PH12631900,4.0,durian
PH12650100,3.0,durian
PH12650200,0.0,durian
PH12650300,16.0,durian
PH12650400,4.0,durian
PH12650500,6.0,durian
PH12650600,3.0,durian
PH12650600,7.0,durian
PH12650700,0.0,durian
PH12650800,13.0,durian
PH12650900,7.0,durian
PH12651000,29.0,durian
PH12651100,1.0,durian
PH12651200,14.0,durian
PH12800100,0.0,durian
PH12800200,0.0,durian
PH12800200,0.0,durian
PH12800300,0.0,durian
PH12800300,0.0,durian
PH12800400,0.0,durian
PH12800400,0.0,durian
PH12800500,1.0,durian
PH12800600,0.0,durian
PH12800700,0.0,durian
PH12980400,6.0,durian
PH12980400,18.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390100,352.0,durian
PH13390200,352.0,durian
PH13390300,397.0,durian
PH13390400,397.0,durian
PH13390500,352.0,durian
PH13390600,325.0,durian
PH13390700,397.0,durian
PH13390800,397.0,durian
PH13390900,397.0,durian
PH13391000,397.0,durian
PH13391000,397.0,durian
PH13391100,397.0,durian
PH13391200,352.0,durian
PH13391200,352.0,durian
PH13391300,397.0,durian
PH13391400,397.0,durian
PH13391400,352.0,durian
PH13740100,352.0,durian
PH13740200,303.0,durian
PH13740300,352.0,durian
PH13740400,325.0,durian
PH13740500,325.0,durian
PH13750100,352.0,durian
PH13750100,294.0,durian
PH13750200,352.0,durian
PH13750300,352.0,durian
PH13750300,352.0,durian
PH13750300,352.0,durian
PH13750300,352.0,durian
PH13750400,262.0,durian
PH13760100,471.0,durian
PH13760100,471.0,durian
PH13760200,352.0,durian
PH13760300,469.0,durian
PH13760400,469.0,durian
PH13760500,397.0,durian
PH13760500,397.0,durian
PH13760500,352.0,durian
PH13760600,352.0,durian
PH13760700,352.0,durian
PH14010100,29.0,durian
PH14010200,114.0,durian
PH14010300,66.0,durian
PH14010400,93.0,durian
PH14010500,161.0,durian
PH14010600,29.0,durian
PH14010600,29.0,durian
PH14010600,18.0,durian
PH14010700,23.0,durian
PH14010800,29.0,durian
PH14010900,72.0,durian
PH14011000,23.0,durian
PH14011100,20.0,durian
PH14011200,54.0,durian
PH14011300,82.0,durian
PH14011400,130.0,durian
PH14011500,132.0,durian
PH14011600,83.0,durian
PH14011700,35.0,durian
PH14011800,22.0,durian
PH14011900,71.0,durian
PH14012000,83.0,durian
PH14012100,91.0,durian
PH14012200,20.0,durian
PH14012300,22.0,durian
PH14012400,29.0,durian
PH14012500,29.0,durian
PH14012600,206.0,durian
PH14012700,130.0,durian
PH14110100,31.0,durian
PH14110200,20.0,durian
PH14110300,78.0,durian
PH14110400,109.0,durian
PH14110500,104.0,durian
PH14110600,37.0,durian
PH14110700,99.0,durian
PH14110800,10.0,durian
PH14110900,21.0,durian
PH14111000,10.0,durian
PH14111100,36.0,durian
PH14111200,10.0,durian
PH14111300,20.0,durian
PH14111400,22.0,durian
PH14270100,172.0,durian
PH14270200,90.0,durian
PH14270300,143.0,durian
PH14270400,169.0,durian
PH14270500,98.0,durian
PH14270600,234.0,durian
PH14270700,295.0,durian
PH14270800,190.0,durian
PH14270900,162.0,durian
PH14271000,123.0,durian
PH14271100,104.0,durian
PH14320100,123.0,durian
PH14320600,238.0,durian
PH14320800,194.0,durian
PH14320900,149.0,durian
PH14321100,218.0,durian
PH14321300,220.0,durian
PH14321400,339.0,durian
PH14321500,188.0,durian
PH14440100,178.0,durian
PH14440200,64.0,durian
PH14440300,91.0,durian
PH14440400,102.0,durian
PH14440500,314.0,durian
PH14440600,510.0,durian
PH14440700,113.0,durian
PH14440800,201.0,durian
PH14440900,102.0,durian
PH14441000,64.0,durian
PH14810100,28.0,durian
PH14810200,81.0,durian
PH14810300,41.0,durian
PH14810400,34.0,durian
PH14810500,31.0,durian
PH14810600,33.0,durian
PH14810700,36.0,durian
PH15070200,0.0,durian
PH15070200,0.0,durian
PH15070200,0.0,durian
PH15070200,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070300,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070400,0.0,durian
PH15070500,1.0,durian
PH15070500,0.0,durian
PH15070500,1.0,durian
PH15070500,1.0,durian
PH15070500,1.0,durian
PH15070600,0.0,durian
PH15070600,1.0,durian
PH15070600,1.0,durian
PH15070700,1.0,durian
PH15070700,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070800,0.0,durian
PH15070900,0.0,durian
PH15070900,0.0,durian
PH15070900,0.0,durian
PH15070900,1.0,durian
PH15070900,1.0,durian
PH15070900,1.0,durian
PH15070900,1.0,durian
PH15070900,1.0,durian
PH15070900,0.0,durian
PH15070900,0.0,durian
PH15070900,1.0,durian
PH15070900,1.0,durian
PH15071000,0.0,durian
PH15071000,0.0,durian
PH15071000,0.0,durian
PH15071000,0.0,durian
PH15071100,1.0,durian
PH15071100,1.0,durian
PH15071100,1.0,durian
PH15071100,1.0,durian
PH15071100,1.0,durian
PH15071100,0.0,durian
PH15071100,1.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071200,0.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15071300,1.0,durian
PH15360100,6.0,durian
PH15360100,6.0,durian
PH15360200,0.0,durian
PH15360300,4.0,durian
PH15360300,4.0,durian
PH15360300,3.0,durian
PH15360400,3.0,durian
PH15360500,3.0,durian
PH15360500,6.0,durian
PH15360600,4.0,durian
PH15360700,2.0,durian
PH15360900,6.0,durian
PH15361000,2.0,durian
PH15361100,10.0,durian
PH15361100,9.0,durian
PH15361200,12.0,durian
PH15361300,3.0,durian
PH15361400,4.0,durian
PH15361500,1.0,durian
PH15361600,9.0,durian
PH15361700,2.0,durian
PH15361800,9.0,durian
PH15361900,4.0,durian
PH15362000,3.0,durian
PH15362100,3.0,durian
PH15362200,4.0,durian
PH15362300,2.0,durian
PH15362400,4.0,durian
PH15362500,2.0,durian
PH15362600,4.0,durian
PH15362700,4.0,durian
PH15362800,3.0,durian
PH15362900,3.0,durian
PH15363000,1.0,durian
PH15363100,1.0,durian
PH15363200,2.0,durian
PH15363300,4.0,durian
PH15363400,10.0,durian
PH15363500,1.0,durian
PH15363500,1.0,durian
PH15363600,12.0,durian
PH15363700,22.0,durian
PH15363800,4.0,durian
PH15363900,1.0,durian
PH15364000,12.0,durian
PH15364100,12.0,durian
PH15380100,16.0,durian
PH15380200,0.0,durian
PH15380300,0.0,durian
PH15380500,3.0,durian
PH15380600,3.0,durian
PH15380700,12.0,durian
PH15380800,13.0,durian
PH15380900,0.0,durian
PH15381000,0.0,durian
PH15381000,1.0,durian
PH15381000,0.0,durian
PH15381100,1.0,durian
PH15381100,5.0,durian
PH15381200,18.0,durian
PH15381200,9.0,durian
PH15381300,1.0,durian
PH15381400,6.0,durian
PH15381500,19.0,durian
PH15381600,15.0,durian
PH15381700,19.0,durian
PH15381800,0.0,durian
PH15381900,13.0,durian
PH15382000,4.0,durian
PH15382100,7.0,durian
PH15382200,1.0,durian
PH15382300,29.0,durian
PH15382400,18.0,durian
PH15382500,15.0,durian
PH15382600,5.0,durian
PH15382700,36.0,durian
PH15382800,18.0,durian
PH15382900,4.0,durian
PH15383000,7.0,durian
PH15383000,4.0,durian
PH15383100,7.0,durian
PH15383200,0.0,durian
PH15383300,0.0,durian
PH15383400,3.0,durian
PH15383500,13.0,durian
PH15383600,3.0,durian
PH15383700,4.0,durian
PH15660100,1.0,durian
PH15660100,0.0,durian
PH15660200,2.0,durian
PH15660300,2.0,durian
PH15660300,0.0,durian
PH15660300,0.0,durian
PH15660300,0.0,durian
PH15660300,0.0,durian
PH15660300,2.0,durian
PH15660300,0.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,4.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660300,0.0,durian
PH15660300,2.0,durian
PH15660300,2.0,durian
PH15660400,0.0,durian
PH15660400,1.0,durian
PH15660400,1.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660500,4.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,2.0,durian
PH15660600,2.0,durian
PH15660600,0.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660600,1.0,durian
PH15660700,4.0,durian
PH15660700,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660800,0.0,durian
PH15660900,1.0,durian
PH15660900,0.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,1.0,durian
PH15661000,0.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,5.0,durian
PH15661000,2.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,5.0,durian
PH15661000,6.0,durian
PH15661000,2.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,2.0,durian
PH15661000,6.0,durian
PH15661000,2.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,6.0,durian
PH15661000,2.0,durian
PH15661100,1.0,durian
PH15661100,1.0,durian
PH15661100,2.0,durian
PH15661100,1.0,durian
PH15661100,1.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661200,0.0,durian
PH15661300,4.0,durian
PH15661300,5.0,durian
PH15661300,5.0,durian
PH15661300,4.0,durian
PH15661300,4.0,durian
PH15661300,4.0,durian
PH15661300,4.0,durian
PH15661300,4.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,0.0,durian
PH15661400,2.0,durian
PH15661400,2.0,durian
PH15661400,0.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,1.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,0.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661500,3.0,durian
PH15661600,6.0,durian
PH15661600,6.0,durian
PH15661700,0.0,durian
PH15661700,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661800,0.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,1.0,durian
PH15661900,0.0,durian
PH15700100,0.0,durian
PH15700100,0.0,durian
PH15700100,0.0,durian
PH15700100,0.0,durian
PH15700100,0.0,durian
