"","GEN_mun_code","impact","impact_threshold_passed","WEA_dist_track.x"
"100","PH142709000",0.325862829537728,1,61.7799298224557
"101","PH148104000",2.03156721326552,1,62.2343064548194
"102","PH012908000",0.351409881014935,1,63.1805916055286
"103","PH142702000",1.19969396601583,1,63.9708609087187
"104","PH021526000",0.817012175238293,1,64.0759452664314
"105","PH012902000",0.550913542775633,1,64.3566086801746
"106","PH012909000",0.434070618779317,1,64.90570727694
"107","PH012929000",0.364401372991116,1,65.0639502987223
"108","PH023112000",0.520530139340511,1,65.4071076813448
"109","PH012916000",0.366340585447285,1,65.848170101516
"110","PH012918000",1.25749125121132,1,66.0855608100494
"111","PH142704000",0.463711672565919,1,66.2349578923076
"112","PH012922000",1.13232303267748,1,66.3745397529048
"113","PH023109000",0.712505234368168,1,66.4478120373932
"114","PH012903000",0.462595453557362,1,67.0517845236228
"115","PH012814000",0.567459904896802,1,67.0879230718011
"116","PH012927000",1.48428885608218,1,68.491341229471
"117","PH023135000",0.369814874076807,1,68.8304289288521
"118","PH012906000",0.887762031866845,1,69.5047376873239
"119","PH021502000",0.523008073792364,1,69.5763161994144
"120","PH012912000",1.25103841107594,1,70.0933058901966
"121","PH012920000",1.03447881771969,1,70.5113383421268
"122","PH141111000",0.457017600551897,1,71.2288744818044
"123","PH142703000",0.475464109150837,1,71.4152435280094
"124","PH012928000",0.977686256506534,1,71.5674922989571
"125","PH012905000",1.14939726002114,1,71.7234967723127
"126","PH012925000",1.23238335414111,1,71.8770686062351
"127","PH012907000",0.880349823324801,1,71.8889549987284
"128","PH012919000",0.672664071216521,1,72.7859731548237
"129","PH012811000",0.416679609318851,1,72.8792113798117
"130","PH012934000",0.939113132795534,1,73.4435378376675
"131","PH012932000",0.385044886021884,1,74.7791428432428
"132","PH012924000",0.697296777902392,1,75.124893820787
"133","PH023115000",0.626940785911812,1,75.2098827549653
"134","PH012813000",0.587706375574737,1,75.8751509976941
"135","PH012921000",1.37184794503991,1,76.6861260055789
"136","PH142705000",0.364486308652838,1,76.695921690438
"137","PH012923000",1.21278198445963,1,77.0648799863224
"138","PH012930000",1.07061400050436,1,77.099298697669
"139","PH025006000",0.655720645816621,1,77.7741957832337
"140","PH012803000",0.960773370946392,1,78.7430217668256
"141","PH012822000",0.426181878696547,1,78.789683820623
"142","PH021506000",0.790364405806453,1,78.7956279516856
"143","PH012819000",0.337324881113051,1,78.8613117194566
"144","PH012809000",0.478310745889779,1,79.3892732654904
"145","PH021517000",0.545566556909312,1,79.9273474766412
"146","PH012901000",0.318192741380422,1,80.2783397840483
"147","PH141105000",0.506744247457142,1,80.9956020096992
"148","PH141103000",0.305875525410019,1,81.096507830989
"149","PH025705000",0.583308817939043,1,82.1151235033076
"150","PH148106000",1.96714471890276,1,82.6701112105824
"151","PH142711000",0.7890967848072,1,82.8297104443827
"152","PH037703000",1.30031674394405,1,83.1737989771309
"153","PH012805000",0.261919691347413,1,83.6539134004197
"154","PH142710000",0.355466232986338,1,83.70580422997
"155","PH025703000",0.551789678921591,1,84.5710878156617
"156","PH023127000",0.436554188486605,1,84.8220659787767
"157","PH012933000",0.919902781174842,1,84.9303962905548
"158","PH148103000",1.8659916652888,1,85.5472141751326
"159","PH025003000",0.453429743845483,1,86.0408208600898
"160","PH012808000",1.20562347861112,1,86.8541336681492
"161","PH025014000",0.456286517444849,1,87.1846577212897
"162","PH012818000",0.35406511669139,1,88.5239719006391
"163","PH021513000",1.00695502884492,1,89.03517355577
"164","PH012807000",0.359976659813497,1,89.1008605444038
"165","PH012821000",0.408981543585957,1,89.1088435681736
"166","PH013319000",0.338263011027687,1,89.7571360409475
"167","PH012931000",0.360126506101774,1,91.5618255326865
"168","PH013306000",0.954278812513788,1,91.6373512748919
"169","PH141109000",0.602844267821663,1,92.1942983598979
"170","PH012816000",1.13324113291703,1,92.3561737931109
"171","PH012820000",0.355543753185697,1,92.9015966865495
"172","PH025013000",0.43766613519957,1,93.2679736560541
"173","PH141107000",0.665211573364927,1,94.5124232241242
"174","PH021503000",0.696116899689703,1,95.1391172853609
"175","PH148101000",1.90361867806929,1,95.2273834902873
"176","PH025701000",0.391467112558446,1,95.5217577368746
"177","PH025702000",0.402072573342652,1,95.682363209123
"178","PH025001000",0.556733422134675,1,96.6386468212847
"179","PH025011000",0.322231803644213,1,97.0083684657643
"180","PH025704000",0.445131260365002,1,97.0334299571407
"181","PH013318000",0.32810271914773,1,98.0009893191962
"182","PH012812000",0.66196753409991,1,98.6452597897997
"183","PH021516000",0.874199382542608,1,99.0199763168884
"184","PH148105000",1.94244491353394,1,99.4253648302117
"185","PH013310000",0.86924307999092,1,99.4282901675222
"186","PH013305000",1.15527663311767,1,99.6740284748305
"187","PH148107000",NA,NA,100.527703022426
"188","PH037702000",NA,NA,101.046518601878
"189","PH025005000",NA,NA,101.324146241116
"190","PH141101000",NA,NA,101.540930813045
"191","PH012823000",NA,NA,103.145607164457
"192","PH012802000",NA,NA,103.520112572572
"193","PH013315000",NA,NA,105.135152060814
"194","PH141108000",NA,NA,105.513866374596
"195","PH021510000",NA,NA,106.830470337753
"196","PH013303000",NA,NA,106.860978529761
"197","PH021525000",NA,NA,107.087688603876
"198","PH021508000",NA,NA,107.54068610277
"199","PH021507000",NA,NA,110.842679992292
"200","PH037704000",NA,NA,110.980052833395
"201","PH025009000",NA,NA,111.252848635809
"202","PH013304000",NA,NA,111.950106104879
"203","PH025004000",NA,NA,112.059442054081
"204","PH141104000",NA,NA,112.610445395671
"205","PH021501000",NA,NA,112.724824475868
"206","PH013316000",NA,NA,112.998160127161
"207","PH012817000",NA,NA,113.045369221224
"208","PH012801000",NA,NA,113.707695091229
"209","PH141114000",NA,NA,113.762630789774
"210","PH021518000",NA,NA,115.047336287507
"211","PH025010000",NA,NA,116.514917052461
"212","PH021514000",NA,NA,117.416377450407
"213","PH012810000",NA,NA,117.809104158516
"214","PH013308000",NA,NA,119.150054364421
"215","PH013314000",NA,NA,119.66947854896
"216","PH141110000",NA,NA,119.877019134714
"217","PH141112000",NA,NA,120.157960285167
"218","PH012804000",NA,NA,121.23927499686
"219","PH021524000",NA,NA,121.664536212567
"220","PH013311000",NA,NA,123.190040397548
"221","PH021522000",NA,NA,123.195182872351
"222","PH012806000",NA,NA,123.857757089816
"223","PH021511000",NA,NA,126.214286485505
"224","PH141102000",NA,NA,126.287094144566
"225","PH012815000",NA,NA,126.620539292805
"226","PH025706000",NA,NA,127.292127991182
"227","PH025007000",NA,NA,127.8881432447
"228","PH013307000",NA,NA,128.68633785598
"229","PH025002000",NA,NA,130.304479361553
"230","PH141106000",NA,NA,130.92588677122
"231","PH021505000",NA,NA,131.104917883707
"232","PH013309000",NA,NA,133.524589029259
"233","PH013302000",NA,NA,134.633592413326
"234","PH021523000",NA,NA,135.266631724179
"235","PH141113000",NA,NA,136.054644516587
"236","PH025008000",NA,NA,138.787398778299
"237","PH037706000",NA,NA,139.073231195689
"238","PH025012000",NA,NA,139.851013029111
"239","PH013320000",NA,NA,139.908201180626
"240","PH013312000",NA,NA,139.998845378068
"241","PH013301000",NA,NA,144.301336081682
"242","PH013313000",NA,NA,148.207681762277
"243","PH013317000",NA,NA,148.377361822513
"244","PH015536000",NA,NA,149.890126041576
"245","PH015541000",NA,NA,151.830235428267
"246","PH034905000",NA,NA,154.306411509386
"247","PH015535000",NA,NA,154.588306600349
"248","PH015529000",NA,NA,156.526685736791
"249","PH025015000",NA,NA,157.262346271826
"250","PH015530000",NA,NA,158.696389834947
"251","PH015533000",NA,NA,159.181742143051
"252","PH015512000",NA,NA,161.959021718845
"253","PH015543000",NA,NA,162.643395729436
"254","PH015537000",NA,NA,163.485007176307
"255","PH015534000",NA,NA,164.309238322277
"256","PH015548000",NA,NA,165.258836888784
"257","PH015506000",NA,NA,166.74861018536
"258","PH037701000",NA,NA,167.627887274851
"259","PH015525000",NA,NA,167.98594209295
"260","PH015526000",NA,NA,168.916936467134
"261","PH015539000",NA,NA,169.007673290471
"262","PH037707000",NA,NA,169.268977773843
"263","PH034920000",NA,NA,171.00618347748
"264","PH015528000",NA,NA,171.085650100101
"265","PH015546000",NA,NA,172.267602138005
"266","PH015518000",NA,NA,172.476677557341
"267","PH015544000",NA,NA,172.558726461717
"268","PH015505000",NA,NA,172.711503355074
"269","PH034916000",NA,NA,174.815120354092
"270","PH015538000",NA,NA,175.605569806293
"271","PH015507000",NA,NA,177.167301647232
"272","PH015517000",NA,NA,177.682709126373
"273","PH015514000",NA,NA,177.68292046416
"274","PH015547000",NA,NA,178.845974242722
"275","PH034926000",NA,NA,179.683407100601
"276","PH015513000",NA,NA,180.143585186516
"277","PH015531000",NA,NA,180.962082651641
"278","PH015524000",NA,NA,182.581899818751
"279","PH015540000",NA,NA,183.115185496932
"280","PH015522000",NA,NA,183.475667475227
"281","PH015503000",NA,NA,184.659747846483
"282","PH037708000",NA,NA,184.97888594531
"283","PH015542000",NA,NA,185.270305152764
"284","PH034902000",NA,NA,186.84112398412
"285","PH034923000",NA,NA,186.845048063835
"286","PH034931000",NA,NA,187.259825185075
"287","PH015504000",NA,NA,187.672867543462
"288","PH036914000",NA,NA,187.877939559443
"289","PH015532000",NA,NA,188.068172926217
"290","PH034917000",NA,NA,188.101607994526
"291","PH034906000",NA,NA,188.253215938406
"292","PH015508000",NA,NA,188.274023877584
"293","PH015509000",NA,NA,189.385013791451
"294","PH015521000",NA,NA,189.947071547809
"295","PH034915000",NA,NA,191.768780290387
"296","PH015510000",NA,NA,192.240251795595
"297","PH015515000",NA,NA,193.957082474695
"298","PH015545000",NA,NA,195.237003081961
"299","PH015511000",NA,NA,195.486822112577
"300","PH036901000",NA,NA,195.944082663905
"301","PH015523000",NA,NA,196.326908698749
"302","PH034918000",NA,NA,196.661992167331
"303","PH036909000",NA,NA,197.906002833536
"304","PH034909000",NA,NA,198.845796663439
"305","PH034930000",NA,NA,199.212786246221
"306","PH015502000",NA,NA,200.30555290162
"307","PH034913000",NA,NA,200.499674372675
"308","PH034911000",NA,NA,200.565931458338
"309","PH034929000",NA,NA,200.60127173184
"310","PH015501000",NA,NA,200.673059670429
"311","PH036912000",NA,NA,202.041046864995
"312","PH034907000",NA,NA,202.373293692535
"313","PH021509000",NA,NA,204.061363411958
"314","PH015516000",NA,NA,204.142002273995
"315","PH036910000",NA,NA,205.507527369521
"316","PH015527000",NA,NA,207.294444291452
"317","PH036911000",NA,NA,207.450821313377
"318","PH034919000",NA,NA,207.517142095587
"319","PH036903000",NA,NA,207.682095530861
"320","PH034922000",NA,NA,207.893348988319
"321","PH015519000",NA,NA,207.946032676709
"322","PH015520000",NA,NA,208.755899477223
"323","PH034903000",NA,NA,211.31295199011
"324","PH036917000",NA,NA,211.830153425534
"325","PH036906000",NA,NA,212.369738487378
"326","PH036913000",NA,NA,212.840206458473
"327","PH034901000",NA,NA,213.388377135194
"328","PH034914000",NA,NA,213.415504320094
"329","PH037113000",NA,NA,217.14859356126
"330","PH036915000",NA,NA,217.427998002612
"331","PH034928000",NA,NA,218.667216241226
"332","PH034932000",NA,NA,221.84232955739
"333","PH034921000",NA,NA,222.673770280437
"334","PH034910000",NA,NA,222.814328720135
"335","PH036916000",NA,NA,223.94027141893
"336","PH037705000",NA,NA,224.095787272956
"337","PH036907000",NA,NA,224.139718473115
"338","PH036908000",NA,NA,224.331279894421
"339","PH034912000",NA,NA,226.69019351112
"340","PH034927000",NA,NA,226.949246181085
"341","PH037103000",NA,NA,227.063300271708
"342","PH034908000",NA,NA,232.99812585308
"343","PH034924000",NA,NA,234.171039541964
"344","PH036918000",NA,NA,236.363600150153
"345","PH034925000",NA,NA,237.36686965625
"346","PH036905000",NA,NA,237.431541577198
"347","PH037106000",NA,NA,237.746393207381
"348","PH045631000",NA,NA,241.021955929055
"349","PH034904000",NA,NA,243.254008980406
"350","PH036904000",NA,NA,243.774732887256
"351","PH031421000",NA,NA,243.95452546341
"352","PH045606000",NA,NA,244.233423978553
"353","PH037108000",NA,NA,246.82885797414
"354","PH035411000",NA,NA,247.965544899193
"355","PH031424000",NA,NA,250.679082643351
"356","PH035403000",NA,NA,251.196604695563
"357","PH045632000",NA,NA,251.296055710668
"358","PH036902000",NA,NA,252.777923857265
"359","PH035409000",NA,NA,253.557559833633
"360","PH045621000",NA,NA,255.62476312088
"361","PH037105000",NA,NA,255.688964003987
"362","PH035405000",NA,NA,256.369819577695
"363","PH031419000",NA,NA,257.196211758581
"364","PH035401000",NA,NA,259.210591919592
"365","PH035419000",NA,NA,259.448878275302
"366","PH035413000",NA,NA,261.504980229559
"367","PH037101000",NA,NA,262.310250204825
"368","PH045617000",NA,NA,262.942536762038
"369","PH052006000",NA,NA,263.777677209498
"370","PH045636000",NA,NA,264.089031287626
"371","PH031422000",NA,NA,265.451902672346
"372","PH035417000",NA,NA,265.798440277404
"373","PH035416000",NA,NA,266.306453329345
"374","PH052001000",NA,NA,267.77868037453
"375","PH035415000",NA,NA,268.28369423556
"376","PH035418000",NA,NA,269.739577767543
"377","PH035404000",NA,NA,270.51838560864
"378","PH031401000",NA,NA,271.157598749224
"379","PH031403000",NA,NA,271.243621544125
"380","PH031413000",NA,NA,271.460975372494
"381","PH052007000",NA,NA,271.805777055829
"382","PH035421000",NA,NA,271.940046041387
"383","PH031406000",NA,NA,273.249902178434
"384","PH037102000",NA,NA,273.405255839365
"385","PH035420000",NA,NA,273.574842467809
"386","PH035402000",NA,NA,274.754291449414
"387","PH035414000",NA,NA,276.786116701584
"388","PH035407000",NA,NA,276.878769557645
"389","PH031418000",NA,NA,276.976618340288
"390","PH052010000",NA,NA,277.233783595501
"391","PH031415000",NA,NA,278.050183143157
"392","PH031417000",NA,NA,279.645385248742
"393","PH052004000",NA,NA,280.367487127874
"394","PH035406000",NA,NA,281.160681163056
"395","PH031420000",NA,NA,281.205815077521
"396","PH031407000",NA,NA,281.306469072796
"397","PH031423000",NA,NA,281.507900758723
"398","PH052005000",NA,NA,281.74716036146
"399","PH037111000",NA,NA,281.84660628049
"400","PH045808000",NA,NA,281.862666816496
"401","PH045620000",NA,NA,281.87945343252
"402","PH037110000",NA,NA,282.428824781914
"403","PH031408000",NA,NA,283.741259127765
"404","PH031402000",NA,NA,284.872579226623
"405","PH031410000",NA,NA,286.754837746708
"406","PH035422000",NA,NA,286.792047914367
"407","PH051612000",NA,NA,286.841542419976
"408","PH035408000",NA,NA,287.082338063715
"409","PH031404000",NA,NA,287.150102740287
"410","PH035410000",NA,NA,287.185566476629
"411","PH031411000",NA,NA,288.899705741902
"412","PH037112000",NA,NA,289.094153855892
"413","PH035412000",NA,NA,289.137060052191
"414","PH052002000",NA,NA,290.398632381798
"415","PH031416000",NA,NA,290.488811880953
"416","PH051608000",NA,NA,291.09468612458
"417","PH031409000",NA,NA,291.246987256856
"418","PH031412000",NA,NA,291.426442570836
"419","PH137501000",NA,NA,291.975294435324
"420","PH031405000",NA,NA,292.173879510243
"421","PH045811000",NA,NA,292.938244545344
"422","PH030804000",NA,NA,293.56943288416
"423","PH051605000",NA,NA,293.6193763337
"424","PH045802000",NA,NA,293.949348735527
"425","PH052009000",NA,NA,294.404273689068
"426","PH037104000",NA,NA,294.521969130486
"427","PH137504000",NA,NA,295.717343579182
"428","PH031414000",NA,NA,295.932418625716
"429","PH045812000",NA,NA,295.988327431494
"430","PH137404000",NA,NA,296.288862657796
"431","PH037114000",NA,NA,297.715579660247
"432","PH051602000",NA,NA,298.162371961269
"433","PH051611000",NA,NA,298.207681397953
"434","PH137402000",NA,NA,298.558041594524
"435","PH045638000",NA,NA,299.122369922962
"436","PH051735000",NA,NA,299.290120677375
"437","PH030805000",NA,NA,300.071008591497
"438","PH137502000",NA,NA,300.117049932565
"439","PH137503000",NA,NA,300.52331148963
"440","PH030809000",NA,NA,301.217488277844
"441","PH051603000",NA,NA,301.38989832658
"442","PH045803000",NA,NA,301.677112270437
"443","PH052003000",NA,NA,302.138228589161
"444","PH037107000",NA,NA,302.181591370064
"445","PH051711000",NA,NA,302.541704638545
"446","PH037109000",NA,NA,303.162659475036
"447","PH051714000",NA,NA,303.192917937193
"448","PH043427000",NA,NA,303.861660299563
"449","PH030812000",NA,NA,304.08147023025
"450","PH045805000",NA,NA,304.678519559709
"451","PH045814000",NA,NA,304.733628763227
"452","PH052008000",NA,NA,304.883525416773
"453","PH137405000",NA,NA,305.540414108799
"454","PH043429000",NA,NA,305.668596020825
"455","PH043408000",NA,NA,305.747283533166
"456","PH051606000",NA,NA,306.02422634874
"457","PH051609000",NA,NA,306.422633197171
"458","PH137403000",NA,NA,306.428141080987
"459","PH045809000",NA,NA,307.155130647136
"460","PH137401000",NA,NA,307.240740910984
"461","PH045813000",NA,NA,307.534911092907
"462","PH052011000",NA,NA,307.536888270177
"463","PH045801000",NA,NA,308.317283849723
"464","PH030801000",NA,NA,308.440728491933
"465","PH137606000",NA,NA,310.667568590405
"466","PH137602000",NA,NA,310.749499141876
"467","PH043421000",NA,NA,311.765521395996
"468","PH051607000",NA,NA,311.988725750721
"469","PH051717000",NA,NA,312.065607627114
"470","PH051729000",NA,NA,312.201223367714
"471","PH045810000",NA,NA,312.298137449943
"472","PH051601000",NA,NA,312.608555422468
"473","PH051737000",NA,NA,312.951614886018
"474","PH043414000",NA,NA,313.129159405087
"475","PH051604000",NA,NA,313.174773955087
"476","PH137607000",NA,NA,313.657436910939
"477","PH051610000",NA,NA,313.878610510645
"478","PH137605000",NA,NA,314.049891376285
"479","PH030803000",NA,NA,314.188443822856
"480","PH030808000",NA,NA,314.745054859524
"481","PH043418000",NA,NA,315.395453924393
"482","PH045804000",NA,NA,316.240760384635
"483","PH043420000",NA,NA,316.574657487186
"484","PH030811000",NA,NA,317.328182860938
"485","PH137604000",NA,NA,318.724777873934
"486","PH043409000",NA,NA,319.853384305701
"487","PH045806000",NA,NA,320.896856114849
"488","PH030810000",NA,NA,321.025973972059
"489","PH045646000",NA,NA,322.543245223141
"490","PH137601000",NA,NA,323.93407704553
"491","PH045633000",NA,NA,324.10567836504
"492","PH043413000",NA,NA,324.217858907722
"493","PH051733000",NA,NA,324.321389045922
"494","PH051715000",NA,NA,324.673764121191
"495","PH030802000",NA,NA,324.82483079065
"496","PH045807000",NA,NA,324.900106924195
"497","PH045627000",NA,NA,325.752111385603
"498","PH030806000",NA,NA,325.772381071751
"499","PH051712000",NA,NA,326.353856107861
"500","PH137603000",NA,NA,326.852337832609
"501","PH042111000",NA,NA,327.028081898755
"502","PH045607000",NA,NA,327.337916875962
"503","PH042103000",NA,NA,327.338253910714
"504","PH042116000",NA,NA,327.643741201182
"505","PH045602000",NA,NA,328.374772702431
"506","PH043407000",NA,NA,328.485436015048
"507","PH051719000",NA,NA,329.832313225463
"508","PH020905000",NA,NA,330.08393189374
"509","PH042117000",NA,NA,330.539561690483
"510","PH042109000",NA,NA,330.663310997097
"511","PH043419000",NA,NA,331.282629002728
"512","PH043426000",NA,NA,331.337266592884
"513","PH042105000",NA,NA,331.774820009636
"514","PH045637000",NA,NA,332.032779959124
"515","PH043425000",NA,NA,332.225981133766
"516","PH051730000",NA,NA,332.248542256227
"517","PH051708000",NA,NA,332.31149373529
"518","PH045639000",NA,NA,332.796383304847
"519","PH051734000",NA,NA,333.691705920522
"520","PH030807000",NA,NA,334.226139683823
"521","PH051736000",NA,NA,334.429436885956
"522","PH043412000",NA,NA,335.599129235611
"523","PH043422000",NA,NA,335.647423551073
"524","PH051707000",NA,NA,335.815980572883
"525","PH043403000",NA,NA,336.154985209467
"526","PH043415000",NA,NA,336.405721692474
"527","PH042123000",NA,NA,337.289222092211
"528","PH051704000",NA,NA,337.47849283817
"529","PH042104000",NA,NA,337.554350515023
"530","PH042120000",NA,NA,338.454776993136
"531","PH042106000",NA,NA,338.50469686683
"532","PH045618000",NA,NA,338.836757999338
"533","PH043428000",NA,NA,339.09020281868
"534","PH020906000",NA,NA,339.090267371509
"535","PH043430000",NA,NA,339.277563887207
"536","PH042108000",NA,NA,339.492538790766
"537","PH051731000",NA,NA,339.525533912325
"538","PH020903000",NA,NA,339.58527635368
"539","PH051720000",NA,NA,340.029297668638
"540","PH051724000",NA,NA,340.063367384943
"541","PH043416000",NA,NA,342.076739936654
"542","PH051725000",NA,NA,342.102156549724
"543","PH043404000",NA,NA,342.118290355993
"544","PH045623000",NA,NA,342.333741322466
"545","PH020904000",NA,NA,342.940600728917
"546","PH043410000",NA,NA,343.392064171306
"547","PH051710000",NA,NA,343.982182418592
"548","PH051728000",NA,NA,344.331749365669
"549","PH043417000",NA,NA,345.062957785967
"550","PH051709000",NA,NA,345.451709400272
"551","PH042115000",NA,NA,345.461999110838
"552","PH042122000",NA,NA,345.46232396164
"553","PH050518000",NA,NA,346.07750016322
"554","PH045603000",NA,NA,346.791179287401
"555","PH051718000",NA,NA,347.101801903294
"556","PH051721000",NA,NA,347.28008406562
"557","PH043405000",NA,NA,347.481386585541
"558","PH045635000",NA,NA,347.520862644551
"559","PH043402000",NA,NA,347.739246316844
"560","PH043411000",NA,NA,348.101630665003
"561","PH043406000",NA,NA,348.147103159396
"562","PH042118000",NA,NA,348.347415948898
"563","PH051713000",NA,NA,348.436915328358
"564","PH045647000",NA,NA,349.174792628476
"565","PH043423000",NA,NA,349.284522026537
"566","PH020901000",NA,NA,349.877585705336
"567","PH045622000",NA,NA,350.157700669325
"568","PH050515000",NA,NA,350.543619120632
"569","PH045619000",NA,NA,351.171787991901
"570","PH045630000",NA,NA,351.816106252722
"571","PH051726000",NA,NA,351.821319179968
"572","PH042121000",NA,NA,352.061628397476
"573","PH050510000",NA,NA,352.654133826979
"574","PH051705000",NA,NA,353.134512881858
"575","PH051701000",NA,NA,353.185421443479
"576","PH051716000",NA,NA,353.893217105844
"577","PH042113000",NA,NA,354.097290627811
"578","PH045629000",NA,NA,354.130969374672
"579","PH042102000",NA,NA,354.138212829266
"580","PH042110000",NA,NA,354.368553988979
"581","PH050501000",NA,NA,354.906201419879
"582","PH051722000",NA,NA,355.666105779958
"583","PH043424000",NA,NA,355.963525228461
"584","PH045605000",NA,NA,356.264202446482
"585","PH050517000",NA,NA,356.320344234033
"586","PH045649000",NA,NA,356.363376833055
"587","PH045601000",NA,NA,356.476339648207
"588","PH051732000",NA,NA,357.045352676946
"589","PH042107000",NA,NA,357.488348525092
"590","PH041028000",NA,NA,357.557132133349
"591","PH050509000",NA,NA,357.627607746572
