adm3_pcode,vmax
PH041014000,52.13857452
PH041015000,52.13857452
PH041016000,43.4488121
PH041017000,52.13857452
PH041018000,52.13857452
PH041019000,52.13857452
PH041020000,52.13857452
PH041021000,52.13857452
PH041022000,43.4488121
PH041023000,52.13857452
PH041024000,43.4488121
PH041025000,52.13857452
PH041026000,43.4488121
PH041027000,43.4488121
PH041028000,60.82833694
PH041029000,43.4488121
PH041030000,52.13857452
PH041031000,52.13857452
PH041032000,43.4488121
PH041033000,43.4488121
PH041034000,43.4488121
PH042101000,52.13857452
PH042102000,52.13857452
PH042103000,52.13857452
PH042104000,60.82833694
PH042105000,60.82833694
PH042106000,60.82833694
PH042107000,52.13857452
PH042108000,60.82833694
PH042109000,60.82833694
PH042110000,52.13857452
PH042111000,52.13857452
PH042112000,52.13857452
PH042113000,52.13857452
PH042114000,52.13857452
PH042115000,60.82833694
PH042116000,52.13857452
PH042117000,52.13857452
PH042118000,60.82833694
PH042119000,52.13857452
PH042120000,60.82833694
PH042121000,60.82833694
PH042122000,60.82833694
PH042123000,60.82833694
PH043401000,60.82833694
PH043402000,60.82833694
PH043403000,60.82833694
PH043404000,60.82833694
PH043405000,60.82833694
PH043406000,60.82833694
PH043407000,52.13857452
PH043408000,52.13857452
PH043409000,52.13857452
PH043410000,60.82833694
PH043411000,60.82833694
PH043412000,60.82833694
PH043413000,52.13857452
PH043414000,52.13857452
PH043415000,60.82833694
PH043416000,60.82833694
PH043417000,60.82833694
PH043418000,52.13857452
PH043419000,52.13857452
PH043420000,52.13857452
PH043421000,52.13857452
PH043422000,60.82833694
PH043423000,60.82833694
PH043424000,60.82833694
PH043425000,60.82833694
PH043426000,52.13857452
PH043427000,52.13857452
PH043428000,60.82833694
PH043429000,52.13857452
PH043430000,60.82833694
PH045601000,78.20786178
PH045602000,60.82833694
PH045603000,69.51809936000001
PH045605000,86.8976242
PH045606000,52.13857452
PH045607000,69.51809936000001
PH045608000,60.82833694
PH045610000,78.20786178
PH045615000,60.82833694
PH045616000,78.20786178
PH045617000,43.4488121
PH045618000,78.20786178
PH045619000,69.51809936000001
PH045620000,52.13857452
PH045621000,52.13857452
PH045622000,78.20786178
PH045623000,60.82833694
PH045624000,69.51809936000001
PH045625000,78.20786178
PH045627000,60.82833694
PH045628000,78.20786178
PH045629000,78.20786178
PH045630000,69.51809936000001
PH045631000,43.4488121
PH045632000,52.13857452
PH045633000,60.82833694
PH045634000,78.20786178
PH045635000,69.51809936000001
PH045636000,60.82833694
PH045637000,69.51809936000001
PH045638000,52.13857452
PH045639000,60.82833694
PH045640000,78.20786178
PH045641000,52.13857452
PH045642000,69.51809936000001
PH045644000,86.8976242
PH045645000,69.51809936000001
PH045646000,69.51809936000001
PH045647000,69.51809936000001
PH045648000,60.82833694
PH045649000,78.20786178
PH045801000,52.13857452
PH045802000,43.4488121
PH045803000,52.13857452
PH045804000,60.82833694
PH045805000,43.4488121
PH045806000,60.82833694
PH045807000,60.82833694
PH045808000,43.4488121
PH045809000,52.13857452
PH045810000,52.13857452
PH045811000,43.4488121
PH045812000,52.13857452
PH045813000,52.13857452
PH045814000,43.4488121
PH050501000,112.96691146
PH050502000,86.8976242
PH050503000,86.8976242
PH050504000,95.58738662
PH050505000,69.51809936000001
PH050506000,86.8976242
PH050507000,104.27714904
PH050508000,104.27714904
PH050509000,112.96691146
PH050510000,130.3464363
PH050511000,78.20786178
PH050512000,112.96691146
PH050513000,69.51809936000001
PH050514000,121.65667388
PH050515000,95.58738662
PH050516000,86.8976242
PH050517000,130.3464363
PH050518000,139.03619872000002
PH051601000,69.51809936000001
PH051602000,60.82833694
PH051603000,60.82833694
PH051604000,69.51809936000001
PH051605000,60.82833694
PH051606000,60.82833694
PH051607000,78.20786178
PH051608000,60.82833694
PH051609000,60.82833694
PH051610000,60.82833694
PH051611000,60.82833694
PH051612000,60.82833694
PH051701000,139.03619872000002
PH051702000,95.58738662
PH051703000,112.96691146
PH051704000,95.58738662
PH051705000,139.03619872000002
PH051706000,121.65667388
PH051707000,86.8976242
PH051708000,104.27714904
PH051709000,104.27714904
PH051710000,95.58738662
PH051711000,104.27714904
PH051712000,69.51809936000001
PH051713000,104.27714904
PH051714000,86.8976242
PH051715000,104.27714904
PH051716000,139.03619872000002
PH051717000,95.58738662
PH051718000,95.58738662
PH051719000,86.8976242
PH051720000,95.58738662
PH051721000,112.96691146
PH051722000,112.96691146
PH051723000,130.3464363
PH051724000,104.27714904
PH051725000,130.3464363
PH051726000,104.27714904
PH051727000,104.27714904
PH051728000,121.65667388
PH051729000,104.27714904
PH051730000,78.20786178
PH051731000,139.03619872000002
PH051732000,104.27714904
PH051733000,104.27714904
PH051734000,86.8976242
PH051735000,78.20786178
PH051736000,121.65667388
PH051737000,104.27714904
PH052001000,86.8976242
PH052002000,139.03619872000002
PH052003000,156.41572356
PH052004000,95.58738662
PH052005000,112.96691146
PH052006000,78.20786178
PH052007000,86.8976242
PH052008000,147.72596114
PH052009000,130.3464363
PH052010000,95.58738662
PH052011000,156.41572356
PH054101000,52.13857452
PH054102000,43.4488121
PH054103000,34.759049680000004
PH054104000,43.4488121
PH054105000,34.759049680000004
PH054106000,34.759049680000004
PH054107000,60.82833694
PH054108000,43.4488121
PH054109000,34.759049680000004
PH054110000,43.4488121
PH054111000,43.4488121
PH054112000,34.759049680000004
PH054113000,43.4488121
PH054114000,52.13857452
PH054115000,34.759049680000004
PH054116000,34.759049680000004
PH054117000,34.759049680000004
PH054118000,43.4488121
PH054119000,52.13857452
PH054120000,69.51809936000001
PH054121000,43.4488121
PH056202000,60.82833694
PH056203000,52.13857452
PH056204000,52.13857452
PH056205000,60.82833694
PH056206000,69.51809936000001
PH056207000,69.51809936000001
PH056208000,69.51809936000001
PH056209000,52.13857452
PH056210000,60.82833694
PH056211000,60.82833694
PH056212000,52.13857452
PH056213000,69.51809936000001
PH056214000,69.51809936000001
PH056215000,52.13857452
PH056216000,78.20786178
PH060407000,34.759049680000004
PH060412000,34.759049680000004
PH060415000,34.759049680000004
PH060605000,34.759049680000004
PH061914000,34.759049680000004
PH063014000,34.759049680000004
PH072221000,34.759049680000004
PH082601000,34.759049680000004
PH082611000,34.759049680000004
PH082614000,34.759049680000004
PH082617000,34.759049680000004
PH082621000,34.759049680000004
PH084801000,43.4488121
PH084802000,52.13857452
PH084803000,43.4488121
PH084804000,43.4488121
PH084805000,43.4488121
PH084806000,34.759049680000004
PH084807000,34.759049680000004
PH084808000,43.4488121
PH084809000,34.759049680000004
PH084810000,34.759049680000004
PH084811000,52.13857452
PH084812000,34.759049680000004
PH084813000,43.4488121
PH084814000,43.4488121
PH084815000,43.4488121
PH084816000,43.4488121
PH084817000,43.4488121
PH084818000,43.4488121
PH084819000,43.4488121
PH084820000,43.4488121
PH084821000,43.4488121
PH084822000,34.759049680000004
PH084823000,43.4488121
PH084824000,34.759049680000004
PH086001000,34.759049680000004
PH086003000,34.759049680000004
PH086005000,34.759049680000004
PH086006000,34.759049680000004
PH086007000,34.759049680000004
PH086011000,34.759049680000004
PH086016000,34.759049680000004
PH086018000,34.759049680000004
PH086020000,34.759049680000004
PH086024000,34.759049680000004
PH087801000,34.759049680000004
PH087806000,34.759049680000004
PH087807000,34.759049680000004
PH087808000,34.759049680000004
PH133901000,52.13857452
PH133902000,43.4488121
PH133903000,43.4488121
PH133904000,43.4488121
PH133905000,43.4488121
PH133906000,43.4488121
PH133907000,43.4488121
PH133908000,43.4488121
PH133909000,43.4488121
PH133910000,43.4488121
PH133911000,43.4488121
PH133912000,43.4488121
PH133913000,52.13857452
PH133914000,43.4488121
PH137401000,43.4488121
PH137402000,43.4488121
PH137403000,52.13857452
PH137404000,43.4488121
PH137405000,43.4488121
PH137501000,43.4488121
PH137502000,43.4488121
PH137503000,43.4488121
PH137504000,43.4488121
PH137601000,52.13857452
PH137602000,43.4488121
PH137603000,52.13857452
PH137604000,52.13857452
PH137605000,52.13857452
PH137606000,43.4488121
PH137607000,52.13857452
PH141106000,34.759049680000004
PH141113000,34.759049680000004
PH174001000,52.13857452
PH174002000,52.13857452
PH174003000,52.13857452
PH174004000,60.82833694
PH174005000,69.51809936000001
PH174006000,60.82833694
PH175101000,43.4488121
PH175102000,34.759049680000004
PH175103000,43.4488121
PH175104000,34.759049680000004
PH175105000,34.759049680000004
PH175106000,34.759049680000004
PH175107000,34.759049680000004
PH175108000,34.759049680000004
PH175109000,34.759049680000004
PH175110000,34.759049680000004
PH175111000,34.759049680000004
PH175201000,43.4488121
PH175202000,43.4488121
PH175203000,43.4488121
PH175204000,34.759049680000004
PH175205000,52.13857452
PH175206000,43.4488121
PH175207000,34.759049680000004
PH175208000,52.13857452
PH175209000,43.4488121
PH175210000,52.13857452
PH175211000,43.4488121
PH175212000,34.759049680000004
PH175213000,43.4488121
PH175214000,43.4488121
PH175215000,43.4488121
PH175901000,43.4488121
PH175902000,52.13857452
PH175903000,43.4488121
PH175904000,43.4488121
PH175905000,43.4488121
PH175906000,52.13857452
PH175907000,34.759049680000004
PH175908000,43.4488121
PH175909000,43.4488121
PH175910000,52.13857452
PH175911000,43.4488121
PH175912000,43.4488121
PH175913000,43.4488121
PH175914000,34.759049680000004
PH175915000,34.759049680000004
PH175916000,34.759049680000004
PH175917000,43.4488121
