pcode_level4;perc_u5;perc_o65
PH052011046;0.118246687;0.052599388
PH052011047;0.073770492;0.139344262
PH052011048;0.075332349;0.078286558
PH052011049;0.100460829;0.075576037
PH052011050;0.098245614;0.105263158
PH052011051;0.108991826;0.060853769
PH052011052;0.13730804;0.042908762
PH052011053;0.14403778;0.059031877
PH052011054;0.091139241;0.085232068
PH052011055;0.071246819;0.076335878
PH052011056;0.152133581;0.05380334
PH052011057;0.153333333;0.042222222
PH052011058;0.141456583;0.041316527
PH052011059;0.132075472;0.075471698
PH052011061;0.101398601;0.041958042
PH052011062;0.114624506;0.104743083
PH052011063;0.163298744;0.048061169
PH052011064;0.149681529;0.049893843
PH052011065;0.135879775;0.046336882
PH054101001;0.167613636;0.037168561
PH054101002;0.152173913;0.037084399
PH054101003;0.163602074;0.045733145
PH054101004;0.165781487;0.047799697
PH054101005;0.189151599;0.029207232
PH054101006;0.195273632;0.021766169
PH054101007;0.19935806;0.028887304
PH054101008;0.192851205;0.037406484
PH054101009;0.172870662;0.025867508
PH054101010;0.175106772;0.028065894
PH054101011;0.194837635;0.026644463
PH054101012;0.163127413;0.031853282
PH054101013;0.218018018;0.031831832
PH054101014;0.180094787;0.039945836
PH054101015;0.181043129;0.036609829
PH054101016;0.161671591;0.037990713
PH054101017;0.143622722;0.045016077
PH054101018;0.180796731;0.023152877
PH054101019;0.188246097;0.033976125
PH054101020;0.190866511;0.033372365
PH054101021;0.199513382;0.02757502
PH054101022;0.185929648;0.029145729
PH054101023;0.187130178;0.031065089
PH054101024;0.181884587;0.044923302
PH054101025;0.180520143;0.041305456
PH054101026;0.153736655;0.027046263
PH054101027;0.17447657;0.039880359
PH054101028;0.189823875;0.020547945
PH054101029;0.178599282;0.021837467
PH054101030;0.172502135;0.045260461
PH054101031;0.150440313;0.031555773
PH054101032;0.176608043;0.028778748
PH054101033;0.182014001;0.036079698
PH054101034;0.168763879;0.031088083
PH054101035;0.176760563;0.036619718
PH054101036;0.189421894;0.019270193
PH054101037;0.176744186;0.022591362
PH054101038;0.198908429;0.032747119
PH054101039;0.186627718;0.028562155
PH054101040;0.189534884;0.034302326
PH054101041;0.175970425;0.032902033
PH054102001;0.181328546;0.044883303
PH054102002;0.178861789;0.01897019
PH054102003;0.164690382;0.038208169
PH054102004;0.155778894;0.03948313
PH054102005;0.170250896;0.053763441
PH054102006;0.185158501;0.040345821
PH054102007;0.169934641;0.053594771
PH054102008;0.158050222;0.039881832
PH054102009;0.189458689;0.01994302
PH054102010;0.158227848;0.026898734
PH054102011;0.182669789;0.047306792
PH054102012;0.176107106;0.041709578
PH054102013;0.162773723;0.05620438
PH054102014;0.177777778;0.041481481
PH054102015;0.176870748;0.044897959
PH054102016;0.169201521;0.038022814
PH054102017;0.145833333;0.081845238
PH054102018;0.182608696;0.032608696
PH054102019;0.181523501;0.056726094
PH054102020;0.137000255;0.072319837
PH054102021;0.159192825;0.073991031
PH054102022;0.191275168;0.046979866
PH054102023;0.182215743;0.048104956
PH054102024;0.174979558;0.047424366
PH054103001;0.144508671;0.053468208
PH054103002;0.138747885;0.081218274
PH054103003;0.215028902;0.058959538
PH054103004;0.154185022;0.077643172
PH054103005;0.177012609;0.050921435
PH054103006;0.16944801;0.037227214
PH054103007;0.191266376;0.051091703
PH054103008;0.154334038;0.055673009
PH054103009;0.150632216;0.062671798
PH054103010;0.161622666;0.047005795
PH054103011;0.169530355;0.042382589
PH054103012;0.156746032;0.076719577
PH054103013;0.171232877;0.020547945
PH054103014;0.179669031;0.030732861
PH054103015;0.157870997;0.046008119
PH054103016;0.153846154;0.044314381
PH054103017;0.172081829;0.039109507
PH054103018;0.14978903;0.054852321
PH054103019;0.155324512;0.048519219
PH054103020;0.168391994;0.056590752
PH054103021;0.160278746;0.06097561
PH054103022;0.158208955;0.074626866
PH054103023;0.160159363;0.038247012
PH054103024;0.172916667;0.054166667
PH054103025;0.143667297;0.048204159
PH054103026;0.190839695;0.047982552
PH054103027;0.209944751;0.027624309
PH054103029;0.187760779;0.051460362
PH054103030;0.162891046;0.043149946
PH054103031;0.188164894;0.048537234
PH054103032;0.19379845;0.067183463
PH054103033;0.176895307;0.046931408
PH054104001;0.169097785;0.060507834
PH054104002;0.14229249;0.038735178
PH054104003;0.17721519;0.052742616
PH054104004;0.154639175;0.044985942
PH054104005;0.143340858;0.058690745
PH054104006;0.164179104;0.035017222
PH054104007;0.174927114;0.049562682
PH054104008;0.188255613;0.039723661
PH054104009;0.166259169;0.04400978
PH054104010;0.147727273;0.065559441
PH054104011;0.123855212;0.074574793
PH054104013;0.156007752;0.039728682
PH054104014;0.156597774;0.046104928
PH054104015;0.168236878;0.039030956
PH054105001;0.157377049;0.039344262
PH054105002;0.154691462;0.071005917
PH054105003;0.114942529;0.070881226
PH054105004;0.165964617;0.068239259
PH054105005;0.158333333;0.070454545
PH054105006;0.147058824;0.064387917
PH054105007;0.167410714;0.058035714
PH054105008;0.138801262;0.063091483
PH054105010;0.147126437;0.053793103
PH054105011;0.150552486;0.056629834
PH054105012;0.152816509;0.052426102
PH054105013;0.14661407;0.069033531
PH054105014;0.160159363;0.05498008
PH054105015;0.167002012;0.052313883
PH054105016;0.162650602;0.060843373
PH054105017;0.171189979;0.054279749
PH054105018;0.118501529;0.083333333
PH054105019;0.186215236;0.07859734
PH054105020;0.138753388;0.068834688
PH054105021;0.178470255;0.039660057
PH054105022;0.150346955;0.060138782
PH054105023;0.188969259;0.037070524
PH054105024;0.167420814;0.029411765
PH054105025;0.169816565;0.070316843
PH054105026;0.148775895;0.064030132
PH054105027;0.12821175;0.059393157
PH054105028;0.165668663;0.05489022
PH054105029;0.183441558;0.040584416
PH054105030;0.163265306;0.062794349
PH054105031;0.143803217;0.084200568
PH054105032;0.147023086;0.038882139
PH054105033;0.160027952;0.074772886
PH054105034;0.136944614;0.074863055
PH054105036;0.16539924;0.077946768
PH054105037;0.13495935;0.060162602
PH054105038;0.190942472;0.026927785
PH054106002;0.176997492;0.038337513
PH054106003;0.163934426;0.038251366
PH054106004;0.15210356;0.044012945
PH054106005;0.153605016;0.047805643
PH054106006;0.153338829;0.040395713
PH054106007;0.131753032;0.047409041
PH054106008;0.159977858;0.051480764
PH054106009;0.178715761;0.04220925
PH054106010;0.190464607;0.023595232
PH054106011;0.157754011;0.063279857
PH054106012;0.145483613;0.051958433
PH054106013;0.160596026;0.027731788
PH054106014;0.17755102;0.066326531
PH054106015;0.151898734;0.062546538
PH054106016;0.174004193;0.024109015
PH054106017;0.164576803;0.037225705
PH054106018;0.166896552;0.064827586
PH054106019;0.164196123;0.040478905
PH054106020;0.163283853;0.034534989
PH054106021;0.179856115;0.04616307
PH054106022;0.161430396;0.047765006
PH054106023;0.148558758;0.043237251
PH054106024;0.165309056;0.056540489
PH054106025;0.177419355;0.051612903
PH054106026;0.174391202;0.061272584
PH054106027;0.182614134;0.046278924
PH054106028;0.143446002;0.04286892
PH054106029;0.151351351;0.045945946
PH054106030;0.159552846;0.053861789
PH054106031;0.154752234;0.023151909
PH054106032;0.202913632;0.03433923
PH054106033;0.147492625;0.044247788
PH054106034;0.161711385;0.023205221
PH054106035;0.135772358;0.054471545
PH054106036;0.141499472;0.055966209
PH054106037;0.164835165;0.026048026
PH054106038;0.152350081;0.066450567
PH054107001;0.173742138;0.046383648
PH054107002;0.16902834;0.052125506
PH054107003;0.166915795;0.051320379
PH054107004;0.163934426;0.051415797
PH054107005;0.159583695;0.052038161
PH054107006;0.151603499;0.052478134
PH054107007;0.167804323;0.04294653
PH054107008;0.145362859;0.048235036
PH054107009;0.149064171;0.051470588
PH054107010;0.155155155;0.050550551
PH054107011;0.129692833;0.038680319
PH054107012;0.166108506;0.038178165
PH054107013;0.176571429;0.046285714
PH054107014;0.181953544;0.035139964
PH054107015;0.157852349;0.052348993
PH054107016;0.149365198;0.051530993
PH054107017;0.151746032;0.04952381
PH054107018;0.151779718;0.036937542
PH054107019;0.138293728;0.047915855
PH054107020;0.161559889;0.04363974
PH054107021;0.154481132;0.037735849
PH054107022;0.184903452;0.054417788
PH054108001;0.158912387;0.051359517
PH054108002;0.158036057;0.049482163
PH054108003;0.152706186;0.06056701
PH054108004;0.14957265;0.043589744
PH054108005;0.134383689;0.045412419
PH054108006;0.145356662;0.043068641
PH054108007;0.207228916;0.045783133
PH054108008;0.145985401;0.063868613
PH054108009;0.177644711;0.055888224
PH054108010;0.145299145;0.048547009
PH054108011;0.161137441;0.056872038
PH054108012;0.140564827;0.071245186
PH054108013;0.153655514;0.068773234
PH054108014;0.162297129;0.032459426
PH054108015;0.176229508;0.047131148
PH054108016;0.133993148;0.074990483
PH054108017;0.190021231;0.043524416
PH054108018;0.205673759;0.044917258
PH054108019;0.13385214;0.047470817
PH054108020;0.191369606;0.036585366
PH054109001;0.152810768;0.041963579
PH054109002;0.140233723;0.05509182
PH054109003;0.143325143;0.043407043
PH054109004;0.139614856;0.056396149
PH054109005;0.147058824;0.05987395
PH054109006;0.159318637;0.074148297
PH054109007;0.131346578;0.058498896
PH054109008;0.16194332;0.070850202
PH054109009;0.128249567;0.072790295
PH054109010;0.140864714;0.069735007
PH054109011;0.151216305;0.061143984
PH054109012;0.1280133;0.064837905
PH054109013;0.146946565;0.077290076
PH054109014;0.098290598;0.08974359
PH054109015;0.158345221;0.058487874
PH054109016;0.151035323;0.081607795
PH054109017;0.154454023;0.048850575
PH054109018;0.153652393;0.056675063
PH054109019;0.174734357;0.061393152
PH054109020;0.147699758;0.07748184
PH054110001;0.175253192;0.054161162
PH054110002;0.175178147;0.058194774
PH054110003;0.182553437;0.036972848
PH054110004;0.17376134;0.054431263
PH054110005;0.199806014;0.05528613
PH054110006;0.168719212;0.038793103
PH054110007;0.14379085;0.019607843
PH054110008;0.164290563;0.061778683
PH054110009;0.231492362;0.035252644
PH054110010;0.195960699;0.033296943
PH054110011;0.169620253;0.041772152
PH054110012;0.161776368;0.042823156
PH054110013;0.169300226;0.057562077
PH054110014;0.179104478;0.037313433
PH054110015;0.195293291;0.033719705
PH054110016;0.191391941;0.043040293
PH054110017;0.190184049;0.056748466
PH054110018;0.178712221;0.048620237
PH054110019;0.155583973;0.051790281
PH054110020;0.202646816;0.038047974
PH054110021;0.184;0.030857143
PH054110022;0.195819582;0.03520352
PH054110023;0.228187919;0.020134228
PH054110024;0.183226496;0.038995726
PH054110025;0.193354684;0.033626902
PH054110026;0.16634981;0.036121673
PH054111001;0.184027778;0.046875
PH054111002;0.187083333;0.034583333
PH054111003;0.152905199;0.058103976
PH054111004;0.159592176;0.042446941
PH054111005;0.151589242;0.040953545
PH054111006;0.127443881;0.067342505
PH054111007;0.162826421;0.038914491
PH054111008;0.162833487;0.044158234
PH054111009;0.18658479;0.037789325
PH054111010;0.160192713;0.040048178
PH054111011;0.188241945;0.037309214
PH054111012;0.137593985;0.060150376
PH054111013;0.17989418;0.042328042
PH054111014;0.111335013;0.053400504
PH054111015;0.1532834;0.035533879
PH054111016;0.142604074;0.049896664
PH054111017;0.129479283;0.047032475
PH054111018;0.18972332;0.030491248
PH054111019;0.099279835;0.058127572
PH054111020;0.163596417;0.036504986
PH054111021;0.171201541;0.037803997
PH054111022;0.176279974;0.050550875
PH054111023;0.168395197;0.036299127
PH054111024;0.151092784;0.040329897
PH054111025;0.145402299;0.029885057
PH054111026;0.185086551;0.04039059
PH054111027;0.167863555;0.019748654
PH054111028;0.183374799;0.033806527
PH054111029;0.158642463;0.033938437
PH054111030;0.165659438;0.027728404
PH054112001;0.157256954;0.040760121
PH054112002;0.170765987;0.034902788
PH054112003;0.142920354;0.068141593
PH054112004;0.162430939;0.030939227
PH054112005;0.163517442;0.037427326
PH054112006;0.172907998;0.036523347
PH054112007;0.17084399;0.056265985
PH054112008;0.19192399;0.034679335
PH054112009;0.213592233;0.029126214
PH054112010;0.191240132;0.036414566
PH054112011;0.167453573;0.040919106
PH054112012;0.176209005;0.043913285
PH054112013;0.176237624;0.023762376
PH054112014;0.174260592;0.030375699
PH054112015;0.164991625;0.027638191
PH054112016;0.158823529;0.040392157
PH054112018;0.158878505;0.048286604
PH054112019;0.156048387;0.049193548
PH054112020;0.150024355;0.041646371
PH054112021;0.178235908;0.032098121
PH054112022;0.201652893;0.034710744
PH054112023;0.203336809;0.026068822
PH054112024;0.182578397;0.043902439
PH054112025;0.202401372;0.042309891
PH054112026;0.174799259;0.056825201
PH054112027;0.176555716;0.041968162
PH054112028;0.187707641;0.044019934
PH054113001;0.172967864;0.032136106
PH054113002;0.160348749;0.038286581
PH054113003;0.157727031;0.049389272
PH054113004;0.22244489;0.018036072
PH054113005;0.147501505;0.052378085
PH054113006;0.181311018;0.048814505
PH054113007;0.212669683;0.036199095
PH054113008;0.199226306;0.015473888
PH054113009;0.176323988;0.040498442
PH054113010;0.186688312;0.043831169
PH054113011;0.15653965;0.06900103
PH054113012;0.208333333;0.053333333
PH054113013;0.182624113;0.033687943
PH054113014;0.192156863;0.021568627
PH054113015;0.156906077;0.050828729
PH054113016;0.164853556;0.044351464
PH054113017;0.163074039;0.043111528
PH054113018;0.146966676;0.042722871
PH054113019;0.148684917;0.047235641
PH054113020;0.149747359;0.054203032
PH054113021;0.183206107;0.03148855
PH054113022;0.220689655;0.020689655
PH054113023;0.192176871;0.032312925
PH054113024;0.17429406;0.024342746
PH054113025;0.174118659;0.048151333
PH054113026;0.160747664;0.024299065
PH054113027;0.186403509;0.028508772
PH054113028;0.159570235;0.048149622
PH054113029;0.1747851;0.046991404
PH054114001;0.174104337;0.056568196
PH054114002;0.162931034;0.043965517
PH054114003;0.15802606;0.034932077
PH054114004;0.198059361;0.033105023
PH054114005;0.18202765;0.043202765
PH054114006;0.155569681;0.053233752
PH054114007;0.179263949;0.03403245
PH054114008;0.166167166;0.053613054
PH054114009;0.168655098;0.064533623
PH054114010;0.18332022;0.04563336
PH054114011;0.148087432;0.045355191
PH054115001;0.169811321;0.056603774
PH054115003;0.139605463;0.068285281
PH054115004;0.133333333;0.068518519
PH054115005;0.150988142;0.062450593
PH054115006;0.123853211;0.055045872
PH054115007;0.121387283;0.072254335
PH054115008;0.174193548;0.077419355
PH054115009;0.169088507;0.058124174
PH054115010;0.158666667;0.044
PH054115011;0.193270736;0.035211268
PH054115012;0.154794521;0.075799087
PH054115013;0.155821918;0.073630137
PH054115014;0.139711465;0.047076689
PH054115015;0.140881312;0.070440656
PH054115016;0.146272055;0.085941946
PH054115017;0.172351885;0.080789946
PH054115018;0.151677852;0.079194631
PH054115019;0.121725732;0.12211094
PH054115020;0.134453782;0.054621849
PH054115021;0.128735632;0.059770115
PH054115022;0.147894221;0.049951028
PH054115023;0.194158076;0.051546392
PH054115024;0.159318637;0.082164329
PH054115025;0.142557652;0.05870021
PH054116001;0.14479638;0.095669037
PH054116002;0.139183056;0.085476551
PH054116003;0.15892054;0.097451274
PH054116004;0.144751381;0.077348066
PH054116005;0.130885874;0.059856345
PH054116006;0.171825648;0.068224889
PH054116007;0.128571429;0.077678571
PH054116008;0.162479062;0.084589615
PH054116009;0.155750387;0.06343476
PH054116010;0.136;0.085333333
PH054116011;0.17539267;0.069371728
PH054116012;0.13592233;0.074433657
PH054116014;0.149338374;0.064272212
PH054116015;0.135018496;0.083538841
PH054116016;0.124197002;0.084939329
PH054116017;0.147482014;0.085731415
PH054116018;0.124260355;0.07199211
PH054116019;0.153910849;0.06980656
PH054117001;0.156862745;0.075163399
PH054117002;0.141990291;0.053398058
PH054117003;0.128626692;0.063829787
PH054117004;0.166666667;0.053571429
PH054117005;0.154826958;0.031876138
PH054117006;0.152348225;0.04696449
PH054117008;0.158372999;0.061445262
PH054117009;0.168224299;0.039719626
PH054117010;0.177232925;0.04938704
PH054117011;0.189542484;0.038126362
PH054117012;0.137318255;0.05815832
PH054117013;0.147277937;0.048137536
PH054117014;0.186298077;0.048076923
PH054117015;0.146234676;0.058669002
PH054117016;0.165597888;0.048283667
PH054117017;0.164464023;0.043318649
PH054117018;0.142535634;0.057014254
PH054117019;0.138647019;0.057602143
PH054117020;0.139104478;0.059104478
PH054117021;0.198665678;0.017790956
PH054117022;0.205191595;0.022249691
PH054117023;0.170542636;0.051983584
PH054117024;0.1492891;0.063981043
PH054117025;0.171720204;0.04082858
PH054117026;0.152392947;0.040302267
PH054117027;0.136900369;0.070479705
PH054117028;0.17867036;0.057479224
PH054117029;0.106109325;0.080385852
PH054117030;0.151370679;0.055423123
PH054117031;0.168330007;0.059214904
PH054117032;0.169731259;0.062234795
PH054117033;0.152640743;0.047011027
PH054117034;0.147186147;0.041125541
PH054117035;0.195419847;0.058015267
PH054117036;0.153173357;0.043507513
PH054118001;0.149012567;0.082585278
PH054118002;0.174647887;0.047887324
PH054118003;0.165768194;0.041778976
PH054118004;0.1492891;0.090047393
PH054118005;0.15195369;0.066570188
PH054118006;0.11550152;0.075987842
PH054118007;0.142312579;0.076238882
PH054118008;0.148979592;0.087755102
PH054118009;0.135721018;0.05466541
PH054118010;0.157407407;0.07010582
PH054118011;0.153985507;0.067028986
PH054118012;0.138014528;0.108958838
PH054118013;0.159036145;0.028915663
PH054118014;0.138181818;0.058181818
PH054118015;0.137518685;0.071748879
PH054118016;0.138738739;0.052252252
PH054118017;0.123026674;0.061513337
PH054118018;0.123180873;0.063929314
PH054118019;0.128167994;0.086169442
PH054118020;0.144268775;0.079545455
PH054118021;0.160090192;0.066516347
PH054118022;0.136430318;0.065525672
PH054118023;0.142857143;0.065934066
PH054118024;0.162436548;0.047377327
PH054118025;0.159062885;0.061652281
PH054118026;0.149492017;0.066763425
PH054119001;0.145869947;0.077328647
PH054119002;0.121593291;0.064989518
PH054119003;0.15478424;0.060350219
PH054119004;0.154895666;0.056179775
PH054119005;0.134848485;0.071717172
PH054119006;0.145041934;0.073014307
PH054119007;0.181270903;0.038795987
PH054119008;0.154875717;0.066921606
PH054119009;0.117318436;0.093575419
PH054119010;0.158267717;0.049606299
PH054119011;0.177380952;0.057142857
PH054119012;0.14479638;0.060762767
PH054119013;0.158667973;0.041136141
PH054119014;0.12010919;0.051865332
PH054119015;0.136945588;0.069044353
PH054119016;0.107793522;0.082489879
PH054119017;0.099710983;0.086705202
PH054119018;0.146990741;0.064814815
PH054119019;0.162207358;0.051839465
PH054119020;0.14756447;0.05635148
PH054119021;0.124767225;0.105214153
PH054120001;0.179190751;0.037985136
PH054120002;0.155186722;0.041493776
PH054120003;0.175745118;0.056012333
PH054120004;0.161866359;0.035714286
PH054120005;0.175401817;0.042627533
PH054120006;0.187181664;0.032258065
PH054120007;0.154806492;0.048689139
PH054120008;0.164497041;0.056213018
PH054120009;0.17003367;0.039983165
PH054120010;0.151764137;0.042049299
PH054120011;0.149726111;0.049908704
PH054120013;0.148132428;0.041171477
PH054120014;0.167026638;0.050395968
PH054120015;0.162869607;0.042171595
PH054120016;0.166179337;0.056530214
PH054120019;0.151719488;0.061362104
PH054120020;0.159519726;0.040308748
PH054120021;0.167460095;0.04116494
PH054120022;0.166045769;0.040447046
PH054120023;0.167684997;0.039375424
PH054120024;0.169543147;0.04534687
PH054120025;0.145989305;0.058823529
PH054121001;0.162234043;0.026595745
PH054121002;0.144767174;0.058552328
PH054121003;0.16043956;0.044688645
PH054121004;0.200934579;0.042056075
PH054121005;0.163525499;0.039911308
PH054121006;0.164301718;0.053024645
PH054121007;0.145482866;0.048598131
PH054121008;0.197255575;0.030017153
PH054121009;0.181818182;0.046199702
PH054121010;0.143318966;0.040948276
PH054121011;0.151127361;0.060938452
PH054121012;0.151448478;0.042170884
PH054121013;0.144525547;0.049051095
PH054121014;0.11481976;0.074766355
PH054121015;0.16198563;0.050947093
PH054121016;0.15215311;0.041148325
PH054121017;0.190025795;0.0361135
PH054121018;0.160404624;0.065028902
PH054121019;0.15430132;0.057806099
PH054121020;0.174698795;0.047063253
PH054121021;0.152108434;0.052710843
PH054121022;0.173138129;0.042011458
PH054121023;0.163225172;0.04719764
PH054121024;0.165121669;0.031286211
PH054121025;0.158454106;0.052173913
PH054121026;0.11287578;0.091321611
PH054121027;0.144927536;0.052930057
PH054121028;0.175294118;0.054117647
PH054121029;0.164203612;0.038587849
PH054121030;0.214765101;0.039522744
PH054121031;0.129531174;0.057032383
PH054121032;0.18289354;0.034576888
PH054121033;0.131761442;0.067961165
PH054121034;0.14404079;0.047801147
PH054121035;0.195330739;0.031906615
PH056202002;0.152542373;0.075619296
PH056202003;0.145956607;0.049309665
PH056202004;0.122743682;0.068592058
PH056202005;0.111627907;0.095348837
PH056202006;0.106646059;0.083462133
PH056202008;0.1416122;0.035947712
PH056202010;0.130208333;0.079861111
PH056202011;0.107692308;0.103296703
PH056202012;0.099319728;0.07755102
PH056202013;0.104597701;0.085057471
PH056202014;0.112162162;0.094594595
PH056202015;0.129139073;0.062913907
PH056202016;0.117125984;0.076771654
PH056202017;0.087470449;0.082742317
PH056202018;0.10092688;0.092687951
PH056202019;0.100967352;0.067714631
PH056202020;0.120098039;0.077614379
PH056202021;0.130568356;0.072196621
PH056202022;0.141942369;0.070437567
PH056202023;0.106944444;0.069444444
PH056202024;0.138111888;0.045454545
PH056202025;0.156589147;0.07751938
PH056202027;0.119727891;0.084353741
PH056202028;0.139084507;0.049295775
PH056202029;0.081471748;0.128777924
PH056203001;0.149473684;0.044210526
PH056203002;0.156435644;0.052475248
PH056203003;0.12875121;0.042594385
PH056203004;0.148247978;0.056603774
PH056203005;0.094135802;0.054012346
PH056203006;0.134442813;0.038179148
PH056203007;0.114551084;0.066563467
PH056203008;0.105955679;0.042243767
PH056203009;0.100820633;0.072684642
PH056203010;0.11804878;0.082926829
PH056203011;0.152337858;0.052790347
PH056203012;0.14146061;0.063829787
PH056203013;0.164763458;0.03588907
PH056203014;0.133173571;0.054775762
PH056203015;0.135970334;0.043263288
PH056203016;0.138773079;0.047051817
PH056203017;0.162309368;0.035947712
PH056203018;0.139158576;0.048543689
PH056203019;0.194373402;0.040920716
PH056203020;0.132339236;0.04193849
PH056203021;0.192;0.028
PH056203022;0.146711636;0.059021922
PH056203023;0.132535271;0.053441642
PH056203024;0.134536082;0.060309278
PH056203025;0.136739516;0.051978736
PH056203026;0.134536082;0.043814433
PH056203027;0.139583333;0.060416667
PH056203028;0.168604651;0.052325581
PH056203029;0.116666667;0.055128205
PH056203030;0.122552116;0.044535692
PH056203031;0.147413793;0.056034483
PH056203032;0.134154245;0.047310434
PH056203033;0.142962963;0.05037037
PH056203034;0.149452269;0.046165884
PH056203035;0.151965066;0.043668122
PH056203036;0.132705479;0.058219178
PH056203037;0.158102767;0.046866177
PH056203038;0.122259383;0.049052397
PH056203039;0.156862745;0.044117647
PH056203040;0.123698328;0.060902493
PH056203041;0.153543307;0.057086614
PH056203042;0.168874172;0.043046358
PH056203045;0.146250716;0.040068689
PH056203046;0.12625538;0.053562889
PH056203047;0.132374101;0.051798561
PH056203048;0.139650873;0.034912718
PH056203049;0.146056475;0.054527751
PH056203050;0.148148148;0.031746032
PH056203051;0.140549828;0.0604811
PH056203052;0.135666053;0.045733579
PH056203053;0.109685696;0.079538165
PH056203054;0.151376147;0.060550459
PH056203055;0.146182999;0.044937737
PH056203056;0.100433526;0.063583815
PH056203057;0.130053083;0.043078808
PH056203058;0.138217001;0.0414651
PH056203059;0.141422594;0.046861925
PH056203060;0.168734491;0.027295285
PH056203061;0.13755796;0.050231839
PH056203062;0.147887324;0.047535211
PH056203063;0.162387231;0.045107564
PH056203064;0.131865473;0.051052504
PH056203065;0.104625056;0.068253256
PH056204001;0.140776699;0.069174757
PH056204002;0.059190031;0.161993769
PH056204003;0.124242424;0.081818182
PH056204004;0.136968928;0.077996195
PH056204005;0.098712446;0.080829757
PH056204006;0.149812734;0.082397004
PH056204007;0.085308057;0.109004739
PH056204008;0.130546075;0.092150171
PH056204009;0.105584642;0.122164049
PH056204010;0.102102102;0.102102102
PH056204011;0.126708075;0.048447205
PH056204012;0.097138554;0.108433735
PH056204013;0.167816092;0.073563218
PH056204014;0.115843271;0.114139693
PH056204015;0.153846154;0.073200993
PH056204016;0.139275766;0.079851439
PH056204017;0.13025849;0.077040041
PH056204018;0.14;0.076666667
PH056204019;0.124889283;0.070859167
PH056204020;0.129520606;0.079899075
PH056204021;0.10995086;0.111179361
PH056204022;0.138576779;0.056179775
PH056204023;0.087398374;0.077235772
PH056204024;0.171296296;0.048611111
PH056205001;0.12037037;0.062169312
PH056205002;0.127723195;0.067492525
PH056205003;0.146570397;0.051263538
PH056205004;0.158281515;0.037874505
PH056205005;0.116654954;0.057624736
PH056205006;0.092753623;0.079710145
PH056205007;0.147130154;0.067097817
PH056205008;0.152061856;0.048969072
PH056205010;0.143171806;0.049559471
PH056205011;0.169861203;0.041639128
PH056205012;0.177299703;0.028931751
PH056205013;0.142857143;0.069196429
PH056205014;0.121327014;0.060663507
PH056205015;0.142282958;0.050643087
PH056205016;0.127777778;0.050925926
PH056205017;0.142281879;0.057718121
PH056205018;0.149432158;0.055588763
PH056205019;0.148831488;0.051660517
PH056205020;0.139944393;0.054680259
PH056205021;0.133897111;0.073995772
PH056205022;0.157784744;0.047021944
PH056205023;0.127196065;0.05130007
PH056205024;0.145048815;0.071129707
PH056205025;0.116904501;0.072447859
PH056205026;0.140988372;0.042151163
PH056206001;0.178965225;0.050890585
PH056206002;0.192371476;0.028192371
PH056206003;0.14347079;0.063573883
PH056206004;0.178181818;0.052727273
PH056206005;0.162715517;0.023706897
PH056206006;0.146618482;0.050593702
PH056206007;0.140758874;0.047735618
PH056206008;0.1425;0.0325
PH056206009;0.1444548;0.048462255
PH056206010;0.131456129;0.046204107
PH056206011;0.134361233;0.052863436
PH056206012;0.155869651;0.064389478
PH056206013;0.152019002;0.04908947
PH056206014;0.176891616;0.04396728
PH056206015;0.159519726;0.042881647
PH056206016;0.135356455;0.051300578
PH056206017;0.150784077;0.038600724
PH056206018;0.153762663;0.039073806
PH056206019;0.129726206;0.050847458
PH056206020;0.141673571;0.03976802
PH056206021;0.142857143;0.06122449
PH056206022;0.155555556;0.04
PH056206023;0.157335907;0.04488417
PH056206024;0.167466667;0.047466667
PH056206025;0.132565692;0.066430469
PH056206026;0.139764997;0.048855906
PH056206027;0.162303665;0.033158813
PH056206028;0.145962733;0.054347826
PH056206029;0.140372071;0.051944914
PH056206030;0.12920354;0.056637168
PH056206031;0.139871383;0.065916399
PH056206032;0.139609236;0.04937833
PH056206033;0.132915361;0.050783699
PH056206034;0.153389831;0.042372881
PH056207001;0.118361153;0.060698027
PH056207002;0.107594937;0.064556962
PH056207003;0.150326797;0.046840959
PH056207004;0.140625;0.0625
PH056207005;0.104056437;0.061728395
PH056207006;0.146341463;0.073170732
PH056207007;0.153039832;0.037735849
PH056207008;0.113187954;0.08411215
PH056207009;0.133766234;0.04025974
PH056207010;0.074398249;0.083150985
PH056207011;0.146987952;0.028915663
PH056207012;0.145704018;0.043776544
PH056207013;0.110902256;0.05075188
PH056207014;0.142779881;0.05246079
PH056207015;0.115044248;0.053097345
PH056207016;0.175229358;0.034862385
PH056207017;0.14532872;0.047577855
PH056207018;0.110047847;0.064593301
PH056207019;0.164222874;0.04398827
PH056207020;0.153409091;0.049715909
PH056207021;0.178253119;0.033868093
PH056207022;0.165975104;0.01659751
PH056207023;0.083832335;0.080838323
PH056207024;0.149206349;0.066666667
PH056207025;0.137683089;0.04873502
PH056207026;0.169421488;0.045454545
PH056207027;0.146153846;0.051282051
PH056207028;0.127728375;0.037186742
PH056207029;0.145669291;0.059055118
PH056207030;0.16015625;0.046875
PH056207031;0.162079511;0.03058104
PH056207032;0.033112583;0.079470199
PH056207033;0.127;0.061
PH056207034;0.132238548;0.049697494
PH056207035;0.133058985;0.054869684
PH056207036;0.120535714;0.0390625
PH056207037;0.123430962;0.048117155
PH056207038;0.159677419;0.039516129
