gridid,glat,glon
PH015503000,16.222,120.044
PH015503000,16.222,120.047
PH015503000,16.223,120.047
PH015503000,16.223,120.051
PH015503000,16.225,120.040
PH015503000,16.227,120.046
PH015503000,16.228,120.047
PH015503000,16.228,120.049
PH015503000,16.230,120.043
PH015503000,16.234,120.048
PH015503000,16.249,119.929
PH015503000,16.226,120.042
PH015503000,16.226,120.050
PH015503000,16.225,120.042
PH015503000,16.225,120.051
PH015503000,16.225,120.052
PH015503000,16.225,120.049
PH015504000,15.837,120.528
PH015505000,16.210,119.999
PH015505000,16.296,119.916
PH015505000,16.254,120.017
PH015505000,16.268,119.937
PH015505000,16.319,120.025
PH015505000,16.353,119.942
PH015505000,16.359,119.954
PH015505000,16.360,119.989
PH015505000,16.312,119.923
PH015505000,16.318,119.933
PH015505000,16.342,119.947
PH015505000,16.345,119.942
PH015505000,16.291,119.977
PH015505000,16.247,120.018
PH015505000,16.248,120.019
PH015505000,16.248,120.019
PH015505000,16.250,120.020
PH015505000,16.251,120.020
PH015505000,16.253,120.018
PH015506000,15.996,120.653
PH015507000,15.890,120.694
PH015508000,16.209,119.852
PH015509000,15.866,120.397
PH015510000,15.797,120.510
PH015511000,15.789,120.443
PH015512000,16.058,120.595
PH015513000,16.006,120.289
PH015514000,16.312,119.922
PH015514000,16.267,119.924
PH015514000,16.297,119.916
PH015514000,16.442,119.923
PH015514000,16.407,119.962
PH015514000,16.313,119.864
PH015514000,16.372,119.930
PH015514000,16.399,119.936
PH015515000,15.922,120.175
PH015516000,16.028,119.843
PH015517000,15.993,120.360
PH015518000,16.054,120.345
PH015519000,15.947,119.898
PH015519000,15.881,119.778
PH015519000,15.914,119.775
PH015519000,15.915,119.773
PH015519000,15.922,119.805
PH015519000,15.924,119.806
PH015520000,15.814,119.865
PH015520000,15.859,119.906
PH015520000,15.866,120.009
PH015521000,15.998,120.116
PH015522000,16.003,120.222
PH015523000,16.013,119.982
PH015524000,15.909,120.455
PH015525000,16.031,120.501
PH015526000,16.062,120.401
PH015527000,15.736,120.280
PH015528000,16.020,120.456
PH015529000,16.048,120.835
PH015530000,16.113,120.529
PH015531000,15.869,120.638
PH015532000,15.908,120.328
PH015533000,16.145,120.436
PH015534000,16.086,120.458
PH015535000,16.104,120.671
PH015536000,16.124,120.772
PH015537000,15.985,120.823
PH015538000,15.988,120.428
PH015539000,15.963,120.701
PH015540000,15.865,120.578
PH015541000,16.168,120.558
PH015542000,16.087,120.054
PH015542000,16.115,120.117
PH015542000,16.123,120.112
PH015543000,16.013,120.745
PH015544000,15.902,120.816
PH015545000,15.825,120.352
PH015546000,15.970,120.560
PH015547000,15.908,120.566
PH015548000,16.043,120.543
PH020901000,20.427,121.987
PH020901000,20.422,121.984
PH020901000,20.424,121.986
PH020901000,20.425,121.984
PH020901000,20.423,121.983
PH020901000,20.459,121.993
PH020902000,20.898,121.911
PH020902000,20.904,121.903
PH020902000,20.921,121.909
PH020902000,20.925,121.908
PH020902000,20.930,121.921
PH020902000,21.065,121.932
PH020902000,21.112,121.950
PH020902000,20.697,121.938
PH020902000,20.697,121.937
PH020902000,20.699,121.943
PH020902000,20.714,121.933
PH020902000,20.720,121.851
PH020902000,20.704,121.929
PH020902000,20.710,121.924
PH020902000,20.710,121.942
PH020902000,20.760,121.836
PH020903000,20.379,121.931
PH020904000,20.405,121.958
PH020905000,20.309,121.861
PH020905000,20.320,121.808
PH020905000,20.334,121.785
PH020906000,20.369,121.952
PH021501000,18.391,121.433
PH021502000,17.916,121.675
PH021503000,18.2000,121.545
PH021504000,17.812,121.695
PH021505000,18.870,121.375
PH021505000,18.883,121.261
PH021505000,18.864,121.253
PH021505000,18.323,121.623
PH021506000,17.923,121.972
PH021507000,18.351,121.506
PH021508000,18.243,121.807
PH021509000,18.983,121.216
PH021509000,18.875,121.823
PH021509000,18.902,121.835
PH021509000,18.922,121.904
PH021509000,19.088,121.225
PH021509000,19.325,121.458
PH021509000,19.322,121.388
PH021509000,19.435,121.511
PH021509000,19.526,121.950
PH021510000,18.270,121.690
PH021511000,18.575,121.093
PH021512000,17.548,121.695
PH021513000,18.052,121.880
PH021514000,18.266,121.905
PH021514000,18.269,121.900
PH021514000,18.267,121.906
PH021514000,18.251,122.124
PH021515000,17.747,121.755
PH021516000,18.154,121.855
PH021517000,18.059,121.540
PH021518000,18.445,121.328
PH021519000,17.684,121.966
PH021520000,17.791,121.607
PH021520000,17.774,121.515
PH021521000,17.914,121.393
PH021522000,18.539,121.217
PH021523000,18.234,122.306
PH021523000,18.282,122.335
PH021523000,18.247,122.327
PH021523000,18.387,122.314
PH021523000,18.389,122.313
PH021523000,18.392,122.311
PH021523000,18.512,122.198
PH021523000,18.514,122.197
PH021523000,18.515,122.201
PH021523000,18.515,122.190
PH021523000,18.521,122.187
PH021523000,18.528,122.158
PH021523000,18.529,122.148
PH021523000,18.551,122.180
PH021523000,18.551,122.178
PH021523000,18.584,122.169
PH021523000,18.586,122.138
PH021523000,18.590,122.138
PH021523000,18.590,122.168
PH021523000,18.591,122.138
PH021523000,18.591,122.139
PH021523000,18.591,122.140
PH021523000,18.550,122.178
PH021523000,18.558,122.111
PH021523000,18.562,122.112
PH021523000,18.563,122.113
PH021523000,18.573,122.165
PH021523000,18.384,122.227
PH021523000,18.547,122.135
PH021523000,18.508,122.134
PH021523000,18.526,122.158
PH021523000,18.526,122.159
PH021524000,18.533,121.000
PH021525000,18.216,121.903
PH021526000,17.913,121.531
PH021527000,17.664,121.641
PH021528000,17.679,121.501
PH021529000,17.610,121.749
PH023101000,16.815,121.675
PH023102000,16.780,121.803
PH023103000,16.984,121.643
PH023104000,16.902,121.968
PH023105000,17.063,121.719
PH023106000,17.386,121.881
PH023107000,16.935,121.660
PH023108000,16.878,121.821
PH023109000,16.723,121.432
PH023110000,16.687,122.263
PH023111000,17.271,122.424
PH023111000,17.273,122.421
PH023111000,17.315,122.384
PH023111000,17.242,122.315
PH023111000,17.340,122.308
PH023111000,17.347,122.392
PH023111000,17.359,122.366
PH023112000,16.643,121.774
PH023113000,17.074,121.806
PH023114000,17.150,122.029
PH023115000,16.547,121.822
PH023116000,16.968,121.721
PH023117000,17.432,122.147
PH023117000,17.526,122.195
PH023118000,17.270,121.741
PH023119000,17.210,121.622
PH023120000,16.978,121.880
PH023121000,17.022,122.502
PH023121000,17.023,122.501
PH023121000,16.920,122.468
PH023121000,16.924,122.467
PH023121000,16.924,122.468
PH023121000,17.009,122.420
PH023121000,17.023,122.501
PH023121000,17.024,122.502
PH023121000,17.034,122.508
PH023121000,17.035,122.505
PH023121000,17.039,122.511
PH023121000,17.044,122.512
PH023121000,17.045,122.517
PH023121000,17.046,122.511
PH023122000,17.310,121.612
PH023123000,17.156,121.733
PH023124000,16.789,121.521
PH023125000,17.001,121.776
PH023126000,17.123,121.611
PH023127000,16.466,121.770
PH023128000,16.676,121.961
PH023129000,16.742,121.624
PH023130000,17.034,121.620
PH023131000,16.903,122.157
PH023132000,16.875,121.588
PH023133000,17.475,121.938
PH023134000,17.470,121.709
PH023135000,16.678,121.557
PH023136000,17.370,121.730
PH023137000,17.292,121.928
PH025001000,16.544,121.050
PH025002000,16.237,121.029
PH025003000,16.598,121.262
PH025004000,16.389,121.093
PH025005000,16.477,121.143
PH025006000,16.642,121.356
PH025007000,16.205,121.239
PH025008000,16.118,121.188
PH025009000,16.329,121.340
PH025010000,16.4000,120.922
PH025011000,16.479,121.296
PH025012000,16.183,120.903
PH025013000,16.545,121.177
PH025014000,16.605,121.154
PH025015000,15.909,121.328
PH025701000,16.414,121.586
PH025702000,16.442,121.499
PH025703000,16.550,121.459
PH025704000,16.354,121.783
PH025705000,16.548,121.577
PH025706000,16.132,121.526
PH030801000,14.722,120.487
PH030802000,14.465,120.391
PH030802000,14.589,120.415
PH030803000,14.668,120.486
PH030804000,14.877,120.427
PH030805000,14.817,120.427
PH030806000,14.538,120.563
PH030807000,14.426,120.571
PH030807000,14.426,120.571
PH030807000,14.475,120.507
PH030807000,14.511,120.611
PH030808000,14.705,120.329
PH030809000,14.790,120.486
PH030810000,14.590,120.533
PH030810000,14.626,120.586
PH030811000,14.630,120.519
PH030812000,14.760,120.490
PH031401000,14.927,120.999
PH031401000,14.942,121.038
PH031402000,14.828,120.909
PH031403000,14.961,120.883
PH031404000,14.799,120.933
PH031405000,14.768,120.871
PH031406000,14.931,120.929
PH031407000,14.902,120.764
PH031408000,14.844,120.880
PH031409000,14.817,120.734
PH031410000,14.833,120.824
PH031411000,14.773,120.971
PH031412000,14.752,120.968
PH031413000,14.916,121.051
PH031413000,14.878,121.182
PH031414000,14.720,120.920
PH031415000,14.881,120.949
PH031416000,14.810,120.784
PH031417000,14.888,120.868
PH031418000,14.922,120.838
PH031419000,15.062,120.998
PH031420000,14.816,121.084
PH031421000,15.180,121.011
PH031422000,14.993,120.967
PH031423000,14.839,120.989
PH031424000,15.070,121.195
PH034901000,15.506,120.865
PH034902000,15.658,121.228
PH034903000,15.492,120.990
PH034904000,15.235,120.845
PH034905000,16.015,121.029
PH034906000,15.786,120.705
PH034907000,15.498,121.286
PH034908000,15.285,121.008
PH034909000,15.591,121.054
PH034910000,15.327,121.212
PH034911000,15.656,120.759
PH034912000,15.381,120.875
PH034913000,15.541,121.182
PH034914000,15.532,120.769
PH034915000,15.671,121.012
PH034916000,15.854,120.907
PH034917000,15.733,120.897
PH034918000,15.717,120.664
PH034919000,15.493,121.110
PH034920000,15.811,121.198
PH034920000,15.817,121.168
PH034920000,15.820,121.163
PH034920000,15.831,121.112
PH034920000,15.823,121.156
PH034920000,15.848,121.138
PH034920000,15.877,121.107
PH034920000,15.893,121.099
PH034920000,15.896,121.137
PH034920000,15.897,121.140
PH034921000,15.376,121.024
PH034922000,15.567,120.829
PH034923000,15.686,121.113
PH034924000,15.328,120.805
PH034925000,15.271,120.910
PH034926000,15.786,121.000
PH034927000,15.360,120.948
PH034928000,15.432,120.967
PH034929000,15.622,120.879
PH034930000,15.691,120.902
PH034930000,15.611,120.945
PH034931000,15.763,120.810
PH034932000,15.445,120.792
PH035401000,15.165,120.550
PH035402000,14.958,120.787
PH035403000,15.180,120.764
PH035404000,15.037,120.629
PH035405000,15.104,120.874
PH035406000,14.978,120.487
PH035407000,14.986,120.597
PH035408000,14.899,120.561
PH035409000,15.217,120.555
PH035410000,14.872,120.667
PH035411000,15.234,120.675
PH035412000,14.848,120.684
PH035413000,15.102,120.697
PH035414000,14.960,120.693
PH035415000,15.099,120.473
PH035416000,15.068,120.658
PH035417000,15.034,120.813
PH035418000,15.002,120.790
PH035419000,15.106,120.757
PH035420000,15.017,120.595
PH035421000,15.0000,120.715
PH035422000,14.885,120.620
PH036901000,15.735,120.615
PH036902000,15.245,120.467
PH036903000,15.683,120.411
PH036904000,15.334,120.440
PH036905000,15.336,120.669
PH036906000,15.595,120.565
PH036907000,15.446,120.716
PH036908000,15.559,120.310
PH036909000,15.735,120.547
PH036910000,15.664,120.543
PH036911000,15.622,120.648
PH036912000,15.674,120.629
PH036913000,15.666,120.329
PH036914000,15.815,120.599
PH036915000,15.581,120.448
PH036916000,15.481,120.596
PH036917000,15.572,120.687
PH036918000,15.437,120.334
PH037101000,15.238,120.193
PH037102000,15.161,120.115
PH037103000,15.597,119.914
PH037103000,15.631,120.085
PH037104000,14.928,120.205
PH037105000,15.386,119.929
PH037105000,15.368,120.037
PH037106000,15.566,119.928
PH037106000,15.520,119.915
PH037106000,15.538,120.057
PH037107000,14.764,120.225
PH037107000,14.771,120.226
PH037107000,14.832,120.235
PH037107000,14.822,120.287
PH037107000,14.822,120.287
PH037107000,14.822,120.287
PH037107000,14.827,120.307
PH037108000,15.479,119.946
PH037108000,15.495,119.895
PH037108000,15.447,120.051
PH037109000,14.762,120.116
PH037109000,14.763,120.106
PH037109000,14.880,120.106
PH037110000,15.074,120.118
PH037111000,15.020,120.296
PH037112000,15.010,120.118
PH037113000,15.736,119.825
PH037113000,15.796,119.795
PH037113000,15.812,119.865
PH037113000,15.758,120.037
PH037114000,14.854,120.232
PH037114000,14.877,120.272
PH037701000,15.745,121.571
PH037702000,16.059,122.040
PH037702000,16.257,122.132
PH037702000,16.265,122.208
PH037702000,16.265,122.209
PH037702000,16.311,122.236
PH037702000,16.241,122.056
PH037703000,16.4000,122.097
PH037704000,16.186,121.880
PH037705000,15.269,121.376
PH037706000,15.965,121.637
PH037706000,15.965,121.637
PH037706000,15.997,121.621
PH037707000,15.773,121.403
PH037708000,15.631,121.594
PH037708000,15.612,121.455
PH041001000,13.968,120.927
PH041002000,13.866,121.014
PH041003000,13.966,120.732
PH041004000,14.005,121.011
PH041004000,14.012,121.113
PH041005000,13.551,121.076
PH041005000,13.693,121.049
PH041005000,13.675,121.052
PH041005000,13.770,121.029
PH041005000,13.765,121.033
PH041005000,13.721,121.104
PH041006000,13.801,120.970
PH041007000,13.977,120.823
PH041007000,13.915,120.823
PH041007000,13.926,120.777
PH041008000,13.799,120.633
PH041008000,13.8000,120.633
PH041008000,13.864,120.658
PH041009000,13.906,121.053
PH041010000,13.819,121.140
PH041011000,14.051,120.906
PH041012000,13.871,120.914
PH041012000,13.955,120.884
PH041013000,13.993,120.649
PH041014000,13.940,121.171
PH041015000,13.666,121.263
PH041016000,13.730,120.913
PH041017000,14.033,121.149
PH041018000,13.976,121.103
PH041019000,14.057,120.492
PH041019000,14.113,120.579
PH041019000,14.115,120.576
PH041019000,14.118,120.581
PH041019000,14.119,120.581
PH041019000,14.236,120.591
PH041019000,14.119,120.688
PH041019000,14.137,120.569
PH041019000,14.150,120.571
PH041019000,14.150,120.574
PH041019000,14.182,120.602
PH041019000,14.182,120.602
PH041019000,14.198,120.585
PH041019000,14.191,120.579
PH041019000,14.199,120.579
PH041019000,14.212,120.583
PH041019000,14.199,120.580
PH041019000,14.199,120.581
PH041019000,14.221,120.587
PH041019000,14.223,120.588
PH041020000,13.874,121.240
PH041021000,13.805,121.270
PH041022000,13.878,121.090
PH041023000,13.758,121.390
PH041024000,13.835,120.945
PH041025000,14.0000,120.986
PH041025000,13.915,120.951
PH041026000,13.772,121.019
PH041026000,13.818,121.031
PH041027000,13.878,120.972
PH041028000,14.076,121.183
PH041029000,13.887,120.938
PH041030000,14.030,121.048
PH041030000,14.026,120.997
PH041030000,14.032,121.029
PH041030000,14.110,121.017
PH041031000,14.094,121.099
PH041032000,13.753,121.223
PH041033000,13.627,120.965
PH041033000,13.630,120.950
PH041033000,13.647,120.893
PH041033000,13.682,120.842
PH041034000,14.028,120.739
PH042101000,14.118,120.841
PH042102000,14.178,120.929
PH042103000,14.415,120.972
PH042104000,14.302,121.038
PH042105000,14.367,120.619
PH042105000,14.384,120.622
PH042105000,14.385,120.581
PH042105000,14.481,120.898
PH042106000,14.313,120.965
PH042107000,14.179,120.801
PH042108000,14.322,120.901
PH042109000,14.396,120.935
PH042110000,14.191,120.871
PH042111000,14.437,120.904
PH042112000,14.162,120.749
PH042113000,14.231,120.728
PH042114000,14.130,120.898
PH042115000,14.348,120.780
PH042115000,14.348,120.781
PH042115000,14.293,120.795
PH042116000,14.436,120.881
PH042116000,14.454,120.885
PH042117000,14.431,120.871
PH042117000,14.414,120.863
PH042118000,14.215,120.988
PH042119000,14.116,120.955
PH042120000,14.348,120.780
PH042120000,14.348,120.781
PH042120000,14.348,120.837
PH042121000,14.268,120.614
PH042121000,14.263,120.674
PH042121000,14.292,120.713
PH042122000,14.276,120.869
PH042123000,14.310,121.014
PH043401000,14.043,121.247
PH043402000,14.145,121.261
PH043403000,14.307,121.069
PH043404000,14.239,121.111
PH043405000,14.218,121.205
PH043405000,14.187,121.120
PH043406000,14.133,121.297
PH043407000,14.246,121.553
PH043408000,14.481,121.474
PH043409000,14.333,121.532
PH043410000,14.142,121.436
PH043411000,14.153,121.224
PH043412000,14.188,121.528
PH043413000,14.295,121.582
PH043413000,14.321,121.436
PH043413000,14.322,121.438
PH043413000,14.336,121.418
PH043413000,14.3000,121.471
PH043414000,14.397,121.431
PH043414000,14.430,121.402
PH043415000,14.207,121.436
PH043416000,14.139,121.480
PH043417000,14.134,121.404
PH043418000,14.375,121.535
PH043419000,14.252,121.449
PH043420000,14.375,121.383
PH043420000,14.4000,121.511
PH043421000,14.396,121.401
PH043421000,14.426,121.499
PH043422000,14.231,121.365
PH043423000,14.095,121.403
PH043424000,14.050,121.330
PH043425000,14.349,121.040
PH043426000,14.261,121.402
PH043426000,14.305,121.412
PH043427000,14.511,121.426
PH043428000,14.272,121.092
PH043429000,14.477,121.495
PH043430000,14.205,121.334
PH043430000,14.224,121.312
PH045601000,13.884,121.924
PH045601000,13.851,121.949
PH045602000,14.118,122.029
PH045603000,13.985,121.889
PH045605000,13.740,122.432
PH045606000,14.915,122.186
PH045606000,14.919,122.186
PH045606000,14.919,122.186
PH045606000,14.913,122.036
PH045606000,14.910,122.155
PH045606000,14.922,122.184
PH045606000,14.930,122.049
PH045606000,14.924,122.184
PH045606000,14.929,122.178
PH045606000,14.804,122.025
PH045606000,14.850,121.999
PH045606000,14.839,122.002
PH045606000,14.841,122.015
PH045606000,14.880,122.161
PH045606000,14.893,122.111
PH045606000,14.899,122.013
PH045606000,14.859,122.044
PH045606000,14.882,122.005
PH045606000,14.898,122.117
PH045606000,14.906,122.148
PH045606000,14.937,122.153
PH045606000,14.920,121.971
PH045606000,14.949,122.062
PH045606000,14.950,122.151
PH045606000,15.016,122.030
PH045606000,15.040,121.972
PH045606000,15.042,121.982
PH045606000,15.058,121.944
PH045606000,15.041,121.980
PH045607000,14.174,122.149
PH045607000,14.054,122.280
PH045608000,13.935,121.427
PH045610000,13.644,122.316
PH045615000,14.013,121.406
PH045616000,13.633,122.201
PH045616000,13.633,122.201
PH045616000,13.697,122.224
PH045617000,14.779,121.656
PH045617000,14.882,121.462
PH045618000,13.768,122.510
PH045618000,13.908,122.426
PH045619000,13.877,122.124
PH045620000,14.778,121.658
PH045620000,14.676,121.586
PH045621000,14.7000,122.376
PH045622000,13.837,122.297
PH045622000,13.903,122.210
PH045622000,13.915,122.243
PH045622000,13.915,122.243
PH045622000,13.915,122.243
PH045622000,13.943,122.238
PH045622000,13.943,122.238
PH045622000,13.944,122.216
PH045622000,13.961,122.195
PH045622000,13.960,122.198
PH045623000,14.111,121.570
PH045624000,13.890,121.584
PH045624000,13.937,121.616
PH045625000,13.760,122.186
PH045627000,14.282,121.825
PH045627000,14.230,121.700
PH045628000,13.525,122.458
PH045629000,13.941,121.804
PH045629000,13.942,121.803
PH045629000,13.946,121.799
PH045629000,13.929,121.852
PH045629000,13.922,121.801
PH045629000,13.895,121.792
PH045630000,13.9000,121.777
PH045630000,13.901,121.779
PH045630000,13.992,121.723
PH045630000,13.923,121.708
PH045630000,13.923,121.707
PH045630000,13.944,121.754
PH045630000,13.916,121.764
PH045630000,13.943,121.698
PH045630000,13.943,121.697
PH045630000,13.943,121.751
PH045630000,13.948,121.718
PH045631000,14.973,121.880
PH045631000,15.052,121.943
PH045631000,15.052,121.943
PH045631000,15.051,121.943
PH045632000,14.804,122.263
PH045632000,14.814,122.252
PH045632000,14.841,122.153
PH045632000,14.841,122.135
PH045632000,14.841,122.150
PH045632000,14.848,122.194
PH045632000,14.849,122.210
PH045632000,14.867,122.208
PH045632000,14.867,122.200
PH045632000,14.795,122.186
PH045632000,14.844,122.211
PH045632000,14.844,122.152
PH045632000,14.845,122.188
PH045632000,14.846,122.190
PH045633000,14.243,121.901
PH045633000,14.178,121.958
PH045633000,14.185,121.988
PH045634000,13.810,122.091
PH045635000,13.941,122.013
PH045636000,14.401,122.038
PH045636000,14.439,122.047
PH045636000,14.427,122.036
PH045636000,14.439,122.044
PH045636000,14.744,121.952
PH045637000,14.059,122.073
PH045637000,14.033,122.107
PH045637000,14.055,122.124
PH045638000,14.676,121.636
PH045638000,14.674,121.624
PH045638000,14.674,121.624
PH045638000,14.510,121.581
PH045639000,14.184,121.633
PH045640000,13.343,122.719
PH045640000,13.340,122.642
PH045641000,13.901,121.295
PH045642000,13.403,122.490
PH045642000,13.295,122.572
PH045644000,13.671,122.501
PH045644000,13.556,122.534
PH045645000,13.929,121.501
PH045646000,13.959,122.527
PH045646000,14.027,122.538
PH045647000,14.037,121.615
PH045648000,13.939,121.334
PH045649000,13.851,121.949
PH045649000,13.802,122.016
PH045649000,13.861,122.000
PH045801000,14.540,121.169
PH045802000,14.656,121.236
PH045803000,14.575,121.277
PH045804000,14.304,121.253
PH045804000,14.311,121.259
PH045804000,14.3000,121.247
PH045804000,14.432,121.203
PH045804000,14.344,121.227
PH045804000,14.492,121.194
PH045805000,14.587,121.117
PH045806000,14.355,121.238
PH045806000,14.481,121.238
PH045806000,14.476,121.223
PH045806000,14.487,121.245
PH045806000,14.488,121.236
PH045807000,14.284,121.312
PH045807000,14.339,121.337
PH045807000,14.281,121.308
PH045808000,14.773,121.219
PH045809000,14.534,121.239
PH045810000,14.442,121.323
PH045810000,14.454,121.343
PH045811000,14.683,121.161
PH045812000,14.604,121.359
PH045813000,14.555,121.135
PH045814000,14.561,121.219
PH050501000,13.271,123.830
PH050501000,13.272,123.792
PH050501000,13.294,123.880
PH050501000,13.296,123.909
PH050501000,13.313,123.938
PH050502000,13.140,123.638
PH050503000,13.115,123.689
PH050504000,13.173,123.577
PH050505000,13.049,123.582
PH050506000,13.099,123.753
PH050507000,13.249,123.373
PH050508000,13.184,123.497
PH050509000,13.345,123.849
PH050509000,13.301,123.726
PH050510000,13.383,123.651
PH050511000,13.086,123.878
PH050511000,13.121,123.927
PH050512000,13.167,123.403
PH050513000,13.063,123.466
PH050514000,13.324,123.497
PH050515000,13.168,124.210
PH050515000,13.256,123.998
PH050515000,13.286,124.003
PH050515000,13.287,124.003
PH050515000,13.301,123.963
PH050515000,13.171,124.189
PH050515000,13.202,124.152
PH050516000,13.244,123.759
PH050517000,13.375,123.809
PH050517000,13.323,123.670
PH050518000,13.462,123.616
PH051601000,13.990,122.975
PH051602000,14.268,122.494
PH051602000,14.244,122.363
PH051603000,14.150,122.979
PH051603000,14.106,122.949
PH051604000,14.015,122.876
PH051605000,14.328,122.581
PH051605000,14.349,122.640
PH051605000,14.262,122.654
PH051605000,14.327,122.582
PH051605000,14.328,122.587
PH051605000,14.340,122.679
PH051605000,14.346,122.606
PH051606000,14.136,122.690
PH051607000,13.929,123.055
PH051607000,14.039,123.105
PH051607000,14.055,123.088
PH051607000,14.082,123.107
PH051607000,14.129,123.054
PH051607000,14.118,123.063
PH051607000,14.068,123.032
PH051607000,14.086,123.091
PH051607000,14.069,123.073
PH051607000,14.089,123.086
PH051607000,14.094,123.016
PH051607000,14.088,123.082
PH051607000,14.091,123.081
PH051608000,14.401,122.812
PH051608000,14.323,122.744
PH051608000,14.252,122.774
PH051609000,14.081,122.861
PH051610000,14.150,122.386
PH051611000,14.148,122.978
PH051611000,14.141,122.927
PH051612000,14.373,122.957
PH051612000,14.417,122.927
PH051612000,14.419,122.921
PH051612000,14.432,122.999
PH051612000,14.447,122.991
PH051612000,14.429,122.945
PH051612000,14.430,122.949
PH051612000,14.421,122.950
