rid,Season,STORMNAME,YYYYMMDDHH,TY,LAT,LON,VMAX,ty_year,tyid
386,2013,KROSA,201311030000, TS,20.3,114.7,60,krosa2013,21
387,2013,KROSA,201311030600, TS,20.3,114.3,55,krosa2013,21
388,2013,KROSA,201311031200, TS,19.8,113.8,45,krosa2013,21
389,2013,KROSA,201311031800, TS,19.1,113.3,40,krosa2013,21
390,2013,KROSA,201311040000, TS,18.6,112.4,35,krosa2013,21
391,2013,KROSA,201311040600, TS,17.7,111.2,0,krosa2013,21
392,2013,KROSA,201311041200, TS,16.8,110,0,krosa2013,21
393,2013,KROSA,201311041800, TS,15.6,109,0,krosa2013,21
394,2013,HAIYAN,201311030600, TS,5.8,157.2,0,haiyan2013,24
395,2013,HAIYAN,201311031200, TS,6.1,155.5,0,haiyan2013,24
396,2013,HAIYAN,201311031800, TS,6.1,153.3,0,haiyan2013,24
397,2013,HAIYAN,201311040000, TS,6.1,152.2,35,haiyan2013,24
398,2013,HAIYAN,201311040600, TS,6.2,150.4,35,haiyan2013,24
399,2013,HAIYAN,201311041200, TS,6.3,148.8,40,haiyan2013,24
400,2013,HAIYAN,201311041800, TS,6.5,147.2,45,haiyan2013,24
401,2013,HAIYAN,201311050000, TS,6.5,145.9,55,haiyan2013,24
402,2013,HAIYAN,201311050600, TS,6.5,144.6,60,haiyan2013,24
403,2013,HAIYAN,201311051200, TS,6.9,142.9,65,haiyan2013,24
404,2013,HAIYAN,201311051800, TS,7.1,141.3,75,haiyan2013,24
405,2013,HAIYAN,201311060000, TS,7.3,139.7,85,haiyan2013,24
406,2013,HAIYAN,201311060600, TS,7.6,138,95,haiyan2013,24
407,2013,HAIYAN,201311061200, TS,7.9,136.2,105,haiyan2013,24
408,2013,HAIYAN,201311061800, TS,8.2,134.4,115,haiyan2013,24
409,2013,HAIYAN,201311070000, TS,8.7,132.8,115,haiyan2013,24
410,2013,HAIYAN,201311070600, TS,9.3,131.1,115,haiyan2013,24
411,2013,HAIYAN,201311071200, TS,10.2,129.1,125,haiyan2013,24
412,2013,HAIYAN,201311071800, TS,10.6,126.9,125,haiyan2013,24
413,2013,HAIYAN,201311080000, TS,11,124.8,110,haiyan2013,24
414,2013,HAIYAN,201311080600, TS,11.4,122.5,90,haiyan2013,24
415,2013,HAIYAN,201311081200, TS,11.9,120.5,90,haiyan2013,24
416,2013,HAIYAN,201311081800, TS,12.2,118,90,haiyan2013,24
417,2013,HAIYAN,201311090000, TS,12.3,116.6,90,haiyan2013,24
418,2013,HAIYAN,201311090600, TS,13.5,114.8,90,haiyan2013,24
419,2013,HAIYAN,201311091200, TS,14.4,113.1,85,haiyan2013,24
420,2013,HAIYAN,201311091800, TS,15.4,111.4,80,haiyan2013,24
421,2013,HAIYAN,201311100000, TS,16.5,110.3,75,haiyan2013,24
422,2013,HAIYAN,201311100600, TS,17.9,109,70,haiyan2013,24
423,2013,HAIYAN,201311101200, TS,19.4,108,65,haiyan2013,24
424,2013,HAIYAN,201311101800, TS,20.4,107.5,60,haiyan2013,24
425,2013,HAIYAN,201311110000, TS,21.5,107.1,40,haiyan2013,24
426,2013,HAIYAN,201311110600, TS,22.4,107.7,0,haiyan2013,24
427,2014,LINGLING,201401150000, TS,9.6,129.2,0,lingling2014,1
428,2014,LINGLING,201401150600, TS,9.6,129.2,0,lingling2014,1
429,2014,LINGLING,201401151200, TS,9.7,129,0,lingling2014,1
430,2014,LINGLING,201401151800, TS,9.8,128.9,0,lingling2014,1
431,2014,LINGLING,201401160000, TS,9.8,128.8,0,lingling2014,1
432,2014,LINGLING,201401160600, TS,9.7,128.6,0,lingling2014,1
433,2014,LINGLING,201401161200, TS,9.5,128.5,0,lingling2014,1
434,2014,LINGLING,201401161800, TS,9.3,128.3,0,lingling2014,1
435,2014,LINGLING,201401170000, TS,9.3,128.3,0,lingling2014,1
436,2014,LINGLING,201401170600, TS,9.7,127.9,0,lingling2014,1
437,2014,LINGLING,201401171200, TS,9.7,127.4,0,lingling2014,1
438,2014,LINGLING,201401171800, TS,9.7,127.4,0,lingling2014,1
439,2014,LINGLING,201401180000, TS,9.7,127.4,35,lingling2014,1
440,2014,LINGLING,201401180600, TS,9.7,127.4,35,lingling2014,1
441,2014,LINGLING,201401181200, TS,9.7,127.4,35,lingling2014,1
442,2014,LINGLING,201401181800, TS,9.4,127.4,35,lingling2014,1
443,2014,LINGLING,201401190000, TS,9.2,127.5,35,lingling2014,1
444,2014,LINGLING,201401190600, TS,9,127.5,35,lingling2014,1
445,2014,LINGLING,201401191200, TS,8.7,127.7,35,lingling2014,1
446,2014,LINGLING,201401191800, TS,8.2,127.8,35,lingling2014,1
447,2014,LINGLING,201401200000, TS,7.2,128.3,0,lingling2014,1
448,2014,LINGLING,201401200600, TS,6.3,129,0,lingling2014,1
449,2014,RAMMASUN,201407090600, TS,8,154.3,0,rammasun2014,7
450,2014,RAMMASUN,201407091200, TS,8,153.6,0,rammasun2014,7
451,2014,RAMMASUN,201407091800, TS,8.4,152.8,0,rammasun2014,7
452,2014,RAMMASUN,201407100000, TS,8.8,152,0,rammasun2014,7
453,2014,RAMMASUN,201407100600, TS,9.8,151.4,0,rammasun2014,7
454,2014,RAMMASUN,201407101200, TS,10.8,150.4,0,rammasun2014,7
455,2014,RAMMASUN,201407101800, TS,11.8,149.5,0,rammasun2014,7
456,2014,RAMMASUN,201407110000, TS,12.3,148.8,0,rammasun2014,7
457,2014,RAMMASUN,201407110600, TS,13,147.5,0,rammasun2014,7
458,2014,RAMMASUN,201407111200, TS,13.6,146.8,0,rammasun2014,7
459,2014,RAMMASUN,201407111800, TS,13.9,145.9,0,rammasun2014,7
460,2014,RAMMASUN,201407120000, TS,13.9,144.3,0,rammasun2014,7
461,2014,RAMMASUN,201407120600, TS,13.4,142.7,35,rammasun2014,7
462,2014,RAMMASUN,201407121200, TS,13.5,141.1,35,rammasun2014,7
463,2014,RAMMASUN,201407121800, TS,13.6,139.7,35,rammasun2014,7
464,2014,RAMMASUN,201407130000, TS,13.7,137.5,40,rammasun2014,7
465,2014,RAMMASUN,201407130600, TS,13.5,135.9,40,rammasun2014,7
466,2014,RAMMASUN,201407131200, TS,13.4,134.2,40,rammasun2014,7
467,2014,RAMMASUN,201407131800, TS,13.4,132.4,45,rammasun2014,7
468,2014,RAMMASUN,201407140000, TS,13.1,130.6,50,rammasun2014,7
469,2014,RAMMASUN,201407140600, TS,12.8,129.2,55,rammasun2014,7
470,2014,RAMMASUN,201407141200, TS,12.7,128.2,55,rammasun2014,7
471,2014,RAMMASUN,201407141800, TS,12.6,126.9,65,rammasun2014,7
472,2014,RAMMASUN,201407150000, TS,12.7,125.6,70,rammasun2014,7
473,2014,RAMMASUN,201407150600, TS,12.9,124.7,80,rammasun2014,7
474,2014,RAMMASUN,201407151200, TS,13.4,123.4,85,rammasun2014,7
475,2014,RAMMASUN,201407151800, TS,14,121.9,85,rammasun2014,7
476,2014,RAMMASUN,201407160000, TS,14.2,120.4,70,rammasun2014,7
477,2014,RAMMASUN,201407160600, TS,15.1,119,65,rammasun2014,7
478,2014,RAMMASUN,201407161200, TS,15.1,117.6,60,rammasun2014,7
479,2014,RAMMASUN,201407161800, TS,15.6,116.8,60,rammasun2014,7
480,2014,RAMMASUN,201407170000, TS,16.2,115.6,65,rammasun2014,7
481,2014,RAMMASUN,201407170600, TS,16.9,114.9,65,rammasun2014,7
482,2014,RAMMASUN,201407171200, TS,17.5,114.3,70,rammasun2014,7
483,2014,RAMMASUN,201407171800, TS,18.5,113.4,80,rammasun2014,7
484,2014,RAMMASUN,201407180000, TS,19.1,112.3,85,rammasun2014,7
485,2014,RAMMASUN,201407180600, TS,20,111.2,90,rammasun2014,7
486,2014,RAMMASUN,201407181200, TS,20.3,110.2,90,rammasun2014,7
487,2014,RAMMASUN,201407181800, TS,21,109.4,70,rammasun2014,7
488,2014,RAMMASUN,201407190000, TS,21.8,108.1,50,rammasun2014,7
489,2014,RAMMASUN,201407190600, TS,22.2,107,40,rammasun2014,7
490,2014,RAMMASUN,201407191200, TS,22.5,106.1,35,rammasun2014,7
491,2014,RAMMASUN,201407191800, TS,22.7,104.4,0,rammasun2014,7
492,2014,RAMMASUN,201407200000, TS,23,103.6,0,rammasun2014,7
493,2014,KALMAEGI,201409111800, TS,13.5,134,0,kalmaegi2014,10
494,2014,KALMAEGI,201409120000, TS,13.7,132.2,0,kalmaegi2014,10
495,2014,KALMAEGI,201409120600, TS,13.7,131.2,35,kalmaegi2014,10
496,2014,KALMAEGI,201409121200, TS,13.7,130.2,40,kalmaegi2014,10
497,2014,KALMAEGI,201409121800, TS,13.7,129.4,45,kalmaegi2014,10
498,2014,KALMAEGI,201409130000, TS,14.2,128.8,50,kalmaegi2014,10
499,2014,KALMAEGI,201409130600, TS,14.9,127.4,55,kalmaegi2014,10
500,2014,KALMAEGI,201409131200, TS,15.4,126.6,60,kalmaegi2014,10
501,2014,KALMAEGI,201409131800, TS,15.8,125.7,65,kalmaegi2014,10
502,2014,KALMAEGI,201409140000, TS,16.4,124.5,65,kalmaegi2014,10
503,2014,KALMAEGI,201409140600, TS,17,123.4,65,kalmaegi2014,10
504,2014,KALMAEGI,201409141200, TS,17.8,121.7,65,kalmaegi2014,10
505,2014,KALMAEGI,201409141800, TS,17.9,119.6,60,kalmaegi2014,10
506,2014,KALMAEGI,201409150000, TS,18,118.2,65,kalmaegi2014,10
507,2014,KALMAEGI,201409150600, TS,18.6,116.3,65,kalmaegi2014,10
508,2014,KALMAEGI,201409151200, TS,18.9,114.6,70,kalmaegi2014,10
509,2014,KALMAEGI,201409151800, TS,19,112.8,70,kalmaegi2014,10
510,2014,KALMAEGI,201409160000, TS,19.7,111.2,75,kalmaegi2014,10
511,2014,KALMAEGI,201409160600, TS,20.5,109.7,75,kalmaegi2014,10
512,2014,KALMAEGI,201409161200, TS,21.1,108,65,kalmaegi2014,10
513,2014,KALMAEGI,201409161800, TS,21.8,106.4,55,kalmaegi2014,10
514,2014,KALMAEGI,201409170000, TS,22.4,104.7,50,kalmaegi2014,10
515,2014,KALMAEGI,201409170600, TS,22.9,103.1,40,kalmaegi2014,10
516,2014,KALMAEGI,201409171200, TS,22.4,101.8,0,kalmaegi2014,10
517,2014,KALMAEGI,201409171800, TS,21.6,100.8,0,kalmaegi2014,10
518,2014,FUNG-WONG,201409170000, TS,12.6,135,0,fung-wong2014,13
519,2014,FUNG-WONG,201409170600, TS,12.5,132.8,0,fung-wong2014,13
520,2014,FUNG-WONG,201409171200, TS,12.7,131.3,35,fung-wong2014,13
521,2014,FUNG-WONG,201409171800, TS,13.5,129.2,35,fung-wong2014,13
522,2014,FUNG-WONG,201409180000, TS,14.2,128,40,fung-wong2014,13
523,2014,FUNG-WONG,201409180600, TS,14.8,126.9,40,fung-wong2014,13
524,2014,FUNG-WONG,201409181200, TS,16,125.2,40,fung-wong2014,13
525,2014,FUNG-WONG,201409181800, TS,17,123.7,45,fung-wong2014,13
526,2014,FUNG-WONG,201409190000, TS,17.8,122.6,45,fung-wong2014,13
527,2014,FUNG-WONG,201409190600, TS,18.6,120.9,45,fung-wong2014,13
528,2014,FUNG-WONG,201409191200, TS,18.1,119.7,45,fung-wong2014,13
529,2014,FUNG-WONG,201409191800, TS,17.8,120.2,45,fung-wong2014,13
530,2014,FUNG-WONG,201409200000, TS,19.4,119.8,45,fung-wong2014,13
531,2014,FUNG-WONG,201409200600, TS,20.1,119.5,45,fung-wong2014,13
532,2014,FUNG-WONG,201409201200, TS,20.6,119.7,45,fung-wong2014,13
533,2014,FUNG-WONG,201409201800, TS,20.9,120,45,fung-wong2014,13
534,2014,FUNG-WONG,201409210000, TS,21.8,120.1,45,fung-wong2014,13
535,2014,FUNG-WONG,201409210600, TS,22.7,121.4,45,fung-wong2014,13
536,2014,FUNG-WONG,201409211200, TS,24.3,121.8,45,fung-wong2014,13
537,2014,FUNG-WONG,201409211800, TS,26.1,122.1,45,fung-wong2014,13
538,2014,FUNG-WONG,201409220000, TS,27.2,122,40,fung-wong2014,13
539,2014,FUNG-WONG,201409220600, TS,28.3,122.1,40,fung-wong2014,13
540,2014,FUNG-WONG,201409221200, TS,29,122.2,40,fung-wong2014,13
541,2014,FUNG-WONG,201409221800, TS,29.8,121.9,35,fung-wong2014,13
542,2014,FUNG-WONG,201409230000, TS,30.5,121.6,35,fung-wong2014,13
543,2014,FUNG-WONG,201409230600, TS,31.3,121.8,35,fung-wong2014,13
544,2014,FUNG-WONG,201409231200, TS,32.1,122.6,35,fung-wong2014,13
545,2014,FUNG-WONG,201409231800, TS,32.7,123,35,fung-wong2014,13
546,2014,FUNG-WONG,201409240000, ET,33,125,0,fung-wong2014,13
547,2014,FUNG-WONG,201409240600, ET,34.3,127.7,0,fung-wong2014,13
548,2014,FUNG-WONG,201409241200, ET,36,131.6,0,fung-wong2014,13
549,2014,FUNG-WONG,201409241800, ET,37,135,0,fung-wong2014,13
550,2014,FUNG-WONG,201409250000, ET,37.5,138.5,0,fung-wong2014,13
551,2014,HAGUPIT,201411301200, TS,2.6,156,0,hagupit2014,19
552,2014,HAGUPIT,201411301800, TS,3.6,154.8,0,hagupit2014,19
553,2014,HAGUPIT,201412010000, TS,4.1,153.4,35,hagupit2014,19
554,2014,HAGUPIT,201412010600, TS,4.9,152.2,35,hagupit2014,19
555,2014,HAGUPIT,201412011200, TS,5.5,150.7,40,hagupit2014,19
556,2014,HAGUPIT,201412011800, TS,5.9,148.9,45,hagupit2014,19
557,2014,HAGUPIT,201412020000, TS,5.9,146.9,50,hagupit2014,19
558,2014,HAGUPIT,201412020600, TS,6.1,145.1,55,hagupit2014,19
559,2014,HAGUPIT,201412021200, TS,6.2,143.5,60,hagupit2014,19
560,2014,HAGUPIT,201412021800, TS,6.6,142.1,70,hagupit2014,19
561,2014,HAGUPIT,201412030000, TS,7.5,140.5,75,hagupit2014,19
562,2014,HAGUPIT,201412030600, TS,8.2,138.6,80,hagupit2014,19
563,2014,HAGUPIT,201412031200, TS,8.7,136.8,85,hagupit2014,19
564,2014,HAGUPIT,201412031800, TS,9.2,135.3,95,hagupit2014,19
565,2014,HAGUPIT,201412040000, TS,9.8,133.8,105,hagupit2014,19
566,2014,HAGUPIT,201412040600, TS,10.4,132.4,115,hagupit2014,19
567,2014,HAGUPIT,201412041200, TS,11,131.3,115,hagupit2014,19
568,2014,HAGUPIT,201412041800, TS,11.4,130.4,115,hagupit2014,19
569,2014,HAGUPIT,201412050000, TS,11.6,129.7,110,hagupit2014,19
570,2014,HAGUPIT,201412050600, TS,11.9,129,110,hagupit2014,19
571,2014,HAGUPIT,201412051200, TS,12,128.5,110,hagupit2014,19
572,2014,HAGUPIT,201412051800, TS,12,128,100,hagupit2014,19
573,2014,HAGUPIT,201412060000, TS,12,127.3,95,hagupit2014,19
574,2014,HAGUPIT,201412060600, TS,12.1,126.6,95,hagupit2014,19
575,2014,HAGUPIT,201412061200, TS,12,125.9,90,hagupit2014,19
576,2014,HAGUPIT,201412061800, TS,11.8,125.3,90,hagupit2014,19
577,2014,HAGUPIT,201412070000, TS,11.9,124.6,85,hagupit2014,19
578,2014,HAGUPIT,201412070600, TS,12.2,124.1,85,hagupit2014,19
579,2014,HAGUPIT,201412071200, TS,12.5,123.6,75,hagupit2014,19
580,2014,HAGUPIT,201412071800, TS,12.8,123.1,65,hagupit2014,19
581,2014,HAGUPIT,201412080000, TS,13.2,122.6,60,hagupit2014,19
582,2014,HAGUPIT,201412080600, TS,13.5,122,55,hagupit2014,19
583,2014,HAGUPIT,201412081200, TS,13.7,121.2,45,hagupit2014,19
584,2014,HAGUPIT,201412081800, TS,13.7,121,40,hagupit2014,19
585,2014,HAGUPIT,201412090000, TS,13.7,120.6,35,hagupit2014,19
586,2014,HAGUPIT,201412090600, TS,13.6,119.7,35,hagupit2014,19
587,2014,HAGUPIT,201412091200, TS,13.6,118.9,40,hagupit2014,19
588,2014,HAGUPIT,201412091800, TS,13.7,117.9,40,hagupit2014,19
589,2014,HAGUPIT,201412100000, TS,13.7,116.9,40,hagupit2014,19
590,2014,HAGUPIT,201412100600, TS,13.8,116,40,hagupit2014,19
591,2014,HAGUPIT,201412101200, TS,13.8,115.3,40,hagupit2014,19
592,2014,HAGUPIT,201412101800, TS,13.8,114.3,40,hagupit2014,19
593,2014,HAGUPIT,201412110000, TS,13.6,113.4,35,hagupit2014,19
594,2014,HAGUPIT,201412110600, TS,13.1,112.5,0,hagupit2014,19
595,2014,HAGUPIT,201412111200, TS,12.4,111.6,0,hagupit2014,19
596,2014,HAGUPIT,201412111800, TS,11.6,110.8,0,hagupit2014,19
597,2014,HAGUPIT,201412120000, TS,10.3,110,0,hagupit2014,19
598,2014,HAGUPIT,201412120600, TS,9.2,109.2,0,hagupit2014,19
599,2015,MEKKHALA,201501130000, TS,8.7,142.9,0,mekkhala2015,2
600,2015,MEKKHALA,201501130600, TS,8.5,142.4,0,mekkhala2015,2
601,2015,MEKKHALA,201501131200, TS,8.6,141.7,35,mekkhala2015,2
602,2015,MEKKHALA,201501131800, TS,9.2,140.7,35,mekkhala2015,2
603,2015,MEKKHALA,201501140000, TS,10.1,139.5,35,mekkhala2015,2
604,2015,MEKKHALA,201501140600, TS,10.3,138.4,35,mekkhala2015,2
605,2015,MEKKHALA,201501141200, TS,10.9,137.1,35,mekkhala2015,2
606,2015,MEKKHALA,201501141800, TS,11.3,135.6,35,mekkhala2015,2
607,2015,MEKKHALA,201501150000, TS,11.4,134.2,35,mekkhala2015,2
608,2015,MEKKHALA,201501150600, TS,11.6,133.2,35,mekkhala2015,2
609,2015,MEKKHALA,201501151200, TS,11.7,132.7,40,mekkhala2015,2
610,2015,MEKKHALA,201501151800, TS,11.6,131.7,40,mekkhala2015,2
611,2015,MEKKHALA,201501160000, TS,11.3,130.7,45,mekkhala2015,2
612,2015,MEKKHALA,201501160600, TS,11.3,129.3,50,mekkhala2015,2
613,2015,MEKKHALA,201501161200, TS,11.2,128.5,50,mekkhala2015,2
614,2015,MEKKHALA,201501161800, TS,11,127.5,60,mekkhala2015,2
615,2015,MEKKHALA,201501170000, TS,11.4,126.7,60,mekkhala2015,2
616,2015,MEKKHALA,201501170600, TS,11.9,126,60,mekkhala2015,2
617,2015,MEKKHALA,201501171200, TS,12.4,125.2,45,mekkhala2015,2
618,2015,MEKKHALA,201501171800, TS,12.7,124.3,40,mekkhala2015,2
619,2015,MEKKHALA,201501180000, TS,13.5,123.6,35,mekkhala2015,2
620,2015,MEKKHALA,201501180600, TS,13.9,122.9,35,mekkhala2015,2
621,2015,MEKKHALA,201501181200, TS,14.8,122.6,35,mekkhala2015,2
622,2015,MEKKHALA,201501181800, TS,16,122.5,0,mekkhala2015,2
623,2015,MEKKHALA,201501190000, TS,16.6,122.8,0,mekkhala2015,2
624,2015,MEKKHALA,201501190600, TS,16.8,123.1,0,mekkhala2015,2
625,2015,MEKKHALA,201501191200, TS,16.8,123.3,0,mekkhala2015,2
626,2015,MEKKHALA,201501191800, TS,16.8,123.9,0,mekkhala2015,2
627,2015,MEKKHALA,201501200000, TS,16.8,124.4,0,mekkhala2015,2
628,2015,MEKKHALA,201501200600, TS,16.9,124.7,0,mekkhala2015,2
629,2015,MEKKHALA,201501201200, TS,17,125,0,mekkhala2015,2
630,2015,MEKKHALA,201501201800, TS,17.3,125.2,0,mekkhala2015,2
631,2015,NOUL,201505020600, TS,7.4,144.1,0,noul2015,5
632,2015,NOUL,201505021200, TS,7.8,143.1,0,noul2015,5
633,2015,NOUL,201505021800, TS,8,142.5,0,noul2015,5
634,2015,NOUL,201505030000, TS,8.2,142.1,0,noul2015,5
635,2015,NOUL,201505030600, TS,8.5,141.5,0,noul2015,5
636,2015,NOUL,201505031200, TS,9.1,141.1,0,noul2015,5
637,2015,NOUL,201505031800, TS,9.4,140.7,35,noul2015,5
638,2015,NOUL,201505040000, TS,9.6,140.2,35,noul2015,5
639,2015,NOUL,201505040600, TS,9.6,139.9,35,noul2015,5
640,2015,NOUL,201505041200, TS,9.5,139.6,40,noul2015,5
641,2015,NOUL,201505041800, TS,9.5,139.3,40,noul2015,5
642,2015,NOUL,201505050000, TS,9.4,139.1,45,noul2015,5
643,2015,NOUL,201505050600, TS,9.3,138.8,45,noul2015,5
644,2015,NOUL,201505051200, TS,9.3,138.5,50,noul2015,5
645,2015,NOUL,201505051800, TS,9.3,138.3,60,noul2015,5
646,2015,NOUL,201505060000, TS,9.4,137.6,60,noul2015,5
647,2015,NOUL,201505060600, TS,9.5,136.9,65,noul2015,5
648,2015,NOUL,201505061200, TS,9.8,136.1,75,noul2015,5
649,2015,NOUL,201505061800, TS,10.1,135.2,80,noul2015,5
650,2015,NOUL,201505070000, TS,10.6,134.2,80,noul2015,5
651,2015,NOUL,201505070600, TS,11.3,133.1,80,noul2015,5
652,2015,NOUL,201505071200, TS,11.6,132,85,noul2015,5
653,2015,NOUL,201505071800, TS,11.8,131.1,85,noul2015,5
654,2015,NOUL,201505080000, TS,12.1,130.3,85,noul2015,5
655,2015,NOUL,201505080600, TS,12.6,129.2,85,noul2015,5
656,2015,NOUL,201505081200, TS,13.4,128,85,noul2015,5
657,2015,NOUL,201505081800, TS,13.7,127.3,85,noul2015,5
658,2015,NOUL,201505090000, TS,14.3,126.4,85,noul2015,5
659,2015,NOUL,201505090600, TS,14.9,125.2,90,noul2015,5
660,2015,NOUL,201505091200, TS,15.4,124.6,90,noul2015,5
661,2015,NOUL,201505091800, TS,16.1,123.9,100,noul2015,5
662,2015,NOUL,201505100000, TS,17,123.3,110,noul2015,5
663,2015,NOUL,201505100600, TS,17.8,122.6,110,noul2015,5
664,2015,NOUL,201505101200, TS,18.6,122.4,105,noul2015,5
665,2015,NOUL,201505101800, TS,19.6,122.1,100,noul2015,5
666,2015,NOUL,201505110000, TS,20.6,122,90,noul2015,5
667,2015,NOUL,201505110600, TS,21.7,122.2,80,noul2015,5
668,2015,NOUL,201505110900, TS,22.6,123.1,75,noul2015,5
669,2015,NOUL,201505111200, TS,23.4,123.6,70,noul2015,5
670,2015,NOUL,201505111500, TS,24.5,124.6,70,noul2015,5
671,2015,NOUL,201505111800, TS,25.6,125.6,65,noul2015,5
672,2015,NOUL,201505112100, TS,26.8,126.8,65,noul2015,5
673,2015,NOUL,201505120000, TS,28,128.4,65,noul2015,5
674,2015,NOUL,201505120300, TS,29.2,130.3,60,noul2015,5
675,2015,NOUL,201505120600, ET,30.4,132.2,0,noul2015,5
676,2015,NOUL,201505121200, ET,34.3,138,0,noul2015,5
677,2015,NOUL,201505121800, ET,38.2,142.2,0,noul2015,5
678,2015,NOUL,201505130000, ET,42.6,145.3,0,noul2015,5
679,2015,NOUL,201505130600, ET,44.2,147.9,0,noul2015,5
680,2015,NOUL,201505131200, ET,45.1,150.9,0,noul2015,5
681,2015,NOUL,201505131800, ET,45.6,153.6,0,noul2015,5
682,2015,NOUL,201505140000, ET,46.1,157.2,0,noul2015,5
683,2015,NOUL,201505140600, ET,46.8,160.3,0,noul2015,5
684,2015,NOUL,201505141200, ET,46.8,162.8,0,noul2015,5
685,2015,NOUL,201505141800, ET,47.1,165.8,0,noul2015,5
686,2015,NOUL,201505150000, ET,47.6,168.8,0,noul2015,5
687,2015,NOUL,201505150600, ET,48.3,171.6,0,noul2015,5
688,2015,NOUL,201505151200, ET,49,174.4,0,noul2015,5
689,2015,NOUL,201505151800, ET,49,176.8,0,noul2015,5
690,2015,NOUL,201505160000, ET,48.7,178.1,0,noul2015,5
691,2015,GONI,201508131800, TS,12.2,151.1,0,goni2015,4
692,2015,GONI,201508140000, TS,12.3,150.4,0,goni2015,4
693,2015,GONI,201508140600, TS,12.4,149.9,0,goni2015,4
694,2015,GONI,201508141200, TS,12.7,149.1,0,goni2015,4
695,2015,GONI,201508141800, TS,13,148.2,35,goni2015,4
696,2015,GONI,201508150000, TS,13.5,147,45,goni2015,4
697,2015,GONI,201508150600, TS,13.8,146.4,45,goni2015,4
698,2015,GONI,201508151200, TS,14.2,146,50,goni2015,4
699,2015,GONI,201508151800, TS,14.4,145.4,55,goni2015,4
700,2015,GONI,201508160000, TS,14.7,144.8,60,goni2015,4
701,2015,GONI,201508160600, TS,15,144.2,60,goni2015,4
702,2015,GONI,201508161200, TS,15.5,143.6,65,goni2015,4
703,2015,GONI,201508161800, TS,16,142.7,75,goni2015,4
704,2015,GONI,201508170000, TS,16.5,141.7,85,goni2015,4
705,2015,GONI,201508170600, TS,17,140.5,95,goni2015,4
706,2015,GONI,201508171200, TS,17.3,139.2,95,goni2015,4
707,2015,GONI,201508171800, TS,17.7,137.8,95,goni2015,4
708,2015,GONI,201508180000, TS,18.2,136,95,goni2015,4
709,2015,GONI,201508180600, TS,18.6,134.6,95,goni2015,4
710,2015,GONI,201508181200, TS,18.7,132.9,95,goni2015,4
711,2015,GONI,201508181800, TS,18.8,131.2,85,goni2015,4
712,2015,GONI,201508190000, TS,18.9,129.9,85,goni2015,4
713,2015,GONI,201508190600, TS,19,128.4,85,goni2015,4
714,2015,GONI,201508191200, TS,18.9,127.3,90,goni2015,4
715,2015,GONI,201508191800, TS,18.9,126.1,90,goni2015,4
716,2015,GONI,201508200000, TS,18.8,125.3,90,goni2015,4
717,2015,GONI,201508200600, TS,18.9,124.7,85,goni2015,4
718,2015,GONI,201508201200, TS,19,124,85,goni2015,4
719,2015,GONI,201508201800, TS,19.1,123.2,85,goni2015,4
720,2015,GONI,201508210000, TS,19.2,122.9,85,goni2015,4
721,2015,GONI,201508210600, TS,19.3,122.4,85,goni2015,4
722,2015,GONI,201508211200, TS,19.3,122.3,80,goni2015,4
723,2015,GONI,201508211800, TS,19.6,122.5,80,goni2015,4
724,2015,GONI,201508220000, TS,20.1,122.6,80,goni2015,4
725,2015,GONI,201508220600, TS,20.7,122.7,80,goni2015,4
726,2015,GONI,201508221200, TS,21.3,123.1,80,goni2015,4
727,2015,GONI,201508221500, TS,21.9,123.2,80,goni2015,4
728,2015,GONI,201508221800, TS,22.4,123.2,80,goni2015,4
729,2015,GONI,201508222100, TS,22.8,123.3,80,goni2015,4
730,2015,GONI,201508230000, TS,23.1,123.3,80,goni2015,4
731,2015,GONI,201508230300, TS,23.5,123.4,80,goni2015,4
732,2015,GONI,201508230600, TS,23.8,123.5,85,goni2015,4
733,2015,GONI,201508230900, TS,24.2,123.8,90,goni2015,4
734,2015,GONI,201508231000, TS,24.3,123.9,90,goni2015,4
735,2015,GONI,201508231200, TS,24.5,124,95,goni2015,4
736,2015,GONI,201508231500, TS,24.8,124.2,95,goni2015,4
737,2015,GONI,201508231800, TS,25.2,124.6,100,goni2015,4
738,2015,GONI,201508232100, TS,25.7,125.3,100,goni2015,4
739,2015,GONI,201508240000, TS,26.2,125.9,100,goni2015,4
740,2015,GONI,201508240300, TS,27.1,126.7,100,goni2015,4
741,2015,GONI,201508240600, TS,27.9,127.4,100,goni2015,4
742,2015,GONI,201508240900, TS,28.8,128.1,100,goni2015,4
743,2015,GONI,201508241200, TS,29.6,128.8,90,goni2015,4
744,2015,GONI,201508241500, TS,30.5,129.5,90,goni2015,4
745,2015,GONI,201508241800, TS,31.7,129.9,90,goni2015,4
746,2015,GONI,201508241900, TS,32,130.1,85,goni2015,4
747,2015,GONI,201508242000, TS,32.4,130.5,85,goni2015,4
748,2015,GONI,201508242100, TS,32.8,130.5,80,goni2015,4
749,2015,GONI,201508250000, TS,33.8,130.4,70,goni2015,4
750,2015,GONI,201508250300, TS,34.6,130.6,70,goni2015,4
751,2015,GONI,201508250600, TS,35.3,131,70,goni2015,4
752,2015,GONI,201508250900, TS,36,131.8,60,goni2015,4
753,2015,GONI,201508251200, ET,36.5,132.3,0,goni2015,4
754,2015,GONI,201508251800, ET,37.7,133,0,goni2015,4
