YYYYMMDDHH,LAT,LON,VMAX,STORMNAME
201911160000,16.1,125.8,34.75904,KALMAEGI
201911161200,15.9,125.5,34.75904,KALMAEGI
201911170000,16.0,124.9,43.4488,KALMAEGI
201911171200,16.7,124.1,43.4488,KALMAEGI
201911180000,17.2,123.1,60.82832,KALMAEGI
201911190000,17.3,121.1,34.75904,KALMAEGI
